Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Температурный режим,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Подключение
https://cdn.entero.ru/mp@2x/58/93/5893df9ce102e0e7bd4ac267fe725adf.jpg,Гриль Саламандра GASTRORAG AT-936E,Гриль Саламандра GASTRORAG AT-936E,13359,RUB,Да,GASTRORAG,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/83269,"<p>Гриль Salamander <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/83269"">GASTRORAG AT-936E</a></b> предназначен для обжаривания стейков и сосисок, приготовления сэндвичей, полуфабрикатов, подогрева булочек, гамбургеров, хот-догов и поддержания готовых блюд в разогретом состоянии на предприятиях общественного питания и торговли. Закрытая с 3-х сторон модель оснащена регулируемой полкой-решеткой c 3 положениями по высоте и сливным поддоном. Корпус выполнен из нержавеющей стали.</p>",83269,с подвижной решеткой,от 50 до 300 °C,2 кВт,610 мм,310 мм,280 мм,,Китай,,,0,https://entero.ru/manuals/58101/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20GASTRORAG%20AT-936E.docx;https://entero.ru/manuals/116712/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GASTRORAG.pdf,,,10.8 кг,220
https://cdn.entero.ru/mp@2x/39/bc/39bcc730c046ec08636dc2d80e57f7e5.jpg,Гриль Саламандра Airhot HST-270,Гриль Саламандра Airhot HST-270,13847,RUB,Да,Airhot,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/130215,"<p>Гриль Salamander <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/130215""><b class=""b"">Airhot HST-270</b></a> предназначен для обжаривания стейков и сосисок, приготовления сэндвичей, полуфабрикатов, подогрева булочек, гамбургеров, хот-догов и поддержания готовых блюд в разогретом состоянии на предприятиях общественного питания и торговли. Модель оснащена 2 переключателями для регулировки температурного режима, съемной задней панелью для облегчения очистки и съемным поддоном для сбора жира и крошек. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Инфракрасные кварцевые трубки, защищенные металлическими решетками</li>
<li>Горизонтальная загрузка</li>
<li>Количество уровней: 2</li>
<li>​Таймер на 30 мин. с возможностью отключения</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренние размеры: 360х243 мм</li>
<li>Габариты в упаковке: 500x300x450 мм</li>
</ul>",130215,с подвижной решеткой,от 50 до 300 °C,3.15 кВт,500 мм,300 мм,450 мм,12 кг,Китай,1,500x300x450 мм,0,https://entero.ru/manuals/144894/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Airhot%20HST-270.pdf,14731,,12 кг,220 В
https://cdn.entero.ru/mp@2x/8f/74/8f746da7c2cda1c86dafd19b682012c3.jpg,Гриль Саламандра VIATTO VHS-600,Гриль Саламандра VIATTO VHS-600,38610,RUB,Да,VIATTO,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/157710,"<p>Гриль Salamander <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/157710"">VIATTO VHS-600</a></b> предназначен для жарки мяса, птицы, рыбы, овощей и быстрого разогрева полуфабрикатов на предприятиях общественного питания и торговли. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество зон нагрева: 2</li>
<li>Размер рабочей поверхности: 600х420 мм</li>
<li>Габариты в упаковке: 670х570х580 мм</li>
</ul>",157710,с подвижной верхней частью,,4 кВт,600 мм,520 мм,530 мм,48 кг,Китай,1,670x550x570 мм,16,https://entero.ru/manuals/408936/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20VHS-600.pdf;https://entero.ru/manuals/408937/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/463821/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20VIATTO%20VHS-600.pdf,41516,,45 кг,220 В
https://cdn.entero.ru/mp@2x/1b/c9/1bc9e2f5fbd7b7722d8897ed3dfadb4f.jpg,Гриль Саламандра Rosso HSME-650 PRO,Гриль Саламандра Rosso HSME-650 PRO,39169,RUB,Да,Rosso,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/303423,"<p>Гриль Salamander <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/303423"">Rosso HSME-650 PRO</a></b> предназначен для жарки мяса, птицы, рыбы, овощей и быстрого разогрева полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена регуляторами мощности нагрева и поддоном для сбора жира. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Противовес позволяет регулировать высоту головки без усилий</li>
<li>Различная интенсивность тепловой обработки продукта благодаря плавающей головке</li>
<li>2 зоны нагрева</li>
<li>Открытые нагревательные элементы встроены в верхнюю подвижную структуру</li>
<li>Нижняя горизонтальная съемная решетка для размещения продукта</li>
</ul>",303423,с подвижной верхней частью,120 °C,4.6 кВт,650 мм,462 мм,507 мм,47 кг,Китай,1,680x492x537 мм,0,,40801,,47.6 кг,220 В
https://cdn.entero.ru/mp@2x/71/ea/71eafe1f5e758af89042dfe66f8ec022.jpg,Гриль Саламандра Kocateq EB450ECO,Гриль Саламандра Kocateq EB450ECO,68666,RUB,Да,Kocateq,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/221403,"<p>Гриль Salamander <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/221403"">Kocateq EB450ECO</a></b> предназначен для приготовления мясных и рыбных блюд, колировки, запекания и разогрева бутербродов, открытых сэндвичей и поддержания готовых блюд в разогретом виде на предприятиях общественного питания и торговли, в пекарнях и кондитерских. Корпус выполнен из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Наличие противовеса позволяет регулировать высоту головки без усилий</li>
<li>Различная интенсивность тепловой обработки продукта благодаря плавающей головке</li>
<li>Две зоны нагрева</li>
<li>Открытые нагревательные элементы встроены в верхнюю подвижную структуру</li>
<li>Нижняя горизонтальная съемная решетка для размещения продукта</li>
<li>Поддон для сбора жира</li>
<li>Аналоговые регуляторы мощности нагрева</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",221403,с подвижной верхней частью,,3.5 кВт,450 мм,500 мм,600 мм,,Ю. Корея,,,0,https://entero.ru/manuals/263984/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,220 В
https://cdn.entero.ru/mp@2x/12/37/1237bf6ed3bf2c9454727eb1138813be.jpg;https://cdn.entero.ru/mp@2x/09/5c/095c17df5610421ce529c46b736cf030.jpg,Гриль Саламандра Airhot HST-250,Гриль Саламандра Airhot HST-250,11237,RUB,Да,Airhot,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/130214,"<p>Гриль Salamander <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/130214""><b class=""b"">Airhot HST-250</b></a> предназначен для обжаривания стейков и сосисок, приготовления сэндвичей, полуфабрикатов, подогрева булочек, гамбургеров, хот-догов и поддержания готовых блюд в разогретом состоянии на предприятиях общественного питания и торговли. Модель оснащена 2 переключателями для регулировки температурного режима, съемной задней панелью для облегчения очистки и съемным поддоном для сбора жира и крошек. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Инфракрасные кварцевые трубки, защищенные металлическими решетками</li>
<li>Горизонтальная загрузка</li>
<li>Количество уровней: 1</li>
<li>​Таймер на 30 мин.</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренние размеры: 360х243 мм</li>
<li>Габариты в упаковке: 490x280x310 мм</li>
</ul>",130214,с подвижной решеткой,от 50 до 300 °C,2 кВт,460 мм,250 мм,280 мм,9 кг,Китай,1,490x280x310 мм,0,https://entero.ru/manuals/144893/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Airhot%20HST-250.pdf;https://entero.ru/manuals/481882/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,11828,,8 кг,220 В
https://cdn.entero.ru/mp@2x/b5/4d/b54d7382e4f9cc872c5ed0ce5f7b8cb4.jpg;https://cdn.entero.ru/mp@2x/4d/3b/4d3b18b5b84644ae9a262a59506a3e48.jpg;https://cdn.entero.ru/mp@2x/2d/3c/2d3cc6606c1ac2cd7a55c4bdfecfc1a6.jpg;https://cdn.entero.ru/mp@2x/dd/38/dd385fd3e73cf21ccf0ee49cd021773e.jpg,Гриль Саламандра VIATTO HES-938,Гриль Саламандра VIATTO HES-938,15939,RUB,Да,VIATTO,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/158112,"<p>Гриль Salamander <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/158112"">VIATTO HES-938</a></b> предназначен для жарки мяса, птицы, рыбы, овощей и быстрого разогрева полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена таймером.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество зон нагрева: 1</li>
<li>Размер решетки: 420х330 мм</li>
<li>Максимальное время таймера: 15 мин.</li>
</ul>",158112,с подвижной решеткой,от 50 до 300 °C,2.2 кВт,580 мм,390 мм,380 мм,18 кг,Китай,1,665x470x475 мм,12,https://entero.ru/manuals/395052/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20HES-938.pdf;https://entero.ru/manuals/463847/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20VIATTO%20HES-938.pdf;https://entero.ru/manuals/463848/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/463849/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20VIATTO%20HES-938.pdf,16778,,15.8 кг,220 В
https://cdn.entero.ru/mp@2x/14/19/1419852a2b301658dccc7c02351110c5.jpg,Гриль Саламандра Hurakan HKN-SLE800,Гриль Саламандра Hurakan HKN-SLE800,23271,RUB,Да,Hurakan,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/270052,"<p>Гриль Salamander <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/270052"">Hurakan HKN-SLE800</a></b> предназначен для обжаривания стейков и сосисок, приготовления сэндвичей, полуфабрикатов, подогрева булочек, гамбургеров, хот-догов и поддержания готовых блюд в разогретом состоянии на предприятиях общественного питания и торговли. Модель оснащена регулятором мощности, индикатором нагрева и поддоном для масла. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электромеханическая система управления</li>
<li>4 направляющих</li>
<li>1 регулируемая по высоте полка-решётка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 860х500х480 мм</li>
</ul>",270052,с подвижной решеткой,от 0 до 300 °C,4 кВт,800 мм,450 мм,470 мм,31 кг,Китай,1,860x500x480 мм,0,https://entero.ru/manuals/332403/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-SLE800.pdf;https://entero.ru/manuals/415945/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/332404/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/453848/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-SLE800.pdf,,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241041&hash=bc9d6ffc2649baa2,29 кг,220 В
https://cdn.entero.ru/mp@2x/09/43/09434f1ce46ecc657931cd39642d6ceb.jpg,Гриль Саламандра EKSI HES-450,Гриль Саламандра EKSI HES-450,27974,RUB,Да,EKSI,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/59248,"<p>Гриль Salamander <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/59248"">EKSI HES-450</a></b> предназначен для обжаривания стейков и сосисок, приготовления сэндвичей, полуфабрикатов, подогрева булочек, гамбургеров, хот-догов на предприятиях общественного питания и торговли. Модель оснащена терморегулятором, регулирующейся по высоте верхней частью, эргономичной ненагревающейся ручкой и съемной решеткой с поддоном для сбора жира. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер рабочей поверхности: 434x314 мм</li>
</ul>",59248,с подвижной верхней частью,от 50 до 300 °C,2.8 кВт,450 мм,450 мм,470 мм,40 кг,Китай,1,562x500x585 мм,0,https://entero.ru/manuals/93555/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20EKSI.pdf;https://entero.ru/manuals/495584/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20HES-450.docx,39963,,40 кг,220
https://cdn.entero.ru/mp@2x/0e/fb/0efb850f291f73848dbe2572340c78a0.jpg,Гриль Саламандра FIAMMA SEF 450,2.0.130.0000,30603,RUB,Да,FIAMMA,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/19785,"<p>Гриль Salamander <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/19785"">FIAMMA SEF 450</a> </b>предназначен для обжаривания стейков и сосисок, приготовления сэндвичей, полуфабрикатов, подогрева булочек, гамбургеров, хот-догов и поддержания готовых блюд в разогретом состоянии на предприятиях общественного питания и торговли. Модель оснащена 2 зонами нагрева, регулятором мощности и поддоном для сбора жира и крошек. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Нагревательные элементы расположены сверху</li>
<li>Съемная решетка</li>
<li>Направляющие на 3 уровня</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер рабочей камеры:450х350х215 мм</li>
<li>Габариты в упаковке: 710x470x500 мм</li>
</ul>",19785,с подвижной решеткой,,2.3 кВт,600 мм,400 мм,455 мм,,Португалия,,,0,https://entero.ru/manuals/381079/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20FIAMMA%20SEF%20450.pdf,32906,,14.1 кг,220 В
https://cdn.entero.ru/mp@2x/fc/a8/fca8bc1d1e14daf0d932c728429c3cfa.jpg;https://cdn.entero.ru/mp@2x/55/28/55287fa07b5a27f7622d655dfae9721c.jpg;https://cdn.entero.ru/mp@2x/4a/36/4a36e8f28610b2c64169680dd8d8fd77.jpg;https://cdn.entero.ru/mp@2x/14/f2/14f285c308cc84a1f535673b21d14ae3.jpg,Гриль Саламандра Crazy Pan CP-SEG580,Гриль Саламандра Crazy Pan CP-SEG580,14530,RUB,Да,,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/116685,"<p>Гриль Salamander <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/116685""><b class=""b"">Crazy Pan CP-SEG580 </b></a>предназначен для обжаривания стейков и сосисок, приготовления сэндвичей, полуфабрикатов, подогрева булочек, гамбургеров, хот-догов на предприятиях общественного питания и торговли. Модель оснащена терморегулятором, ТЭНом, решеткой с ручками и поддоном. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры камеры: 335x430x260 мм</li>
<li>Габариты в упаковке: 640x450x430 мм</li>
</ul>",116685,с подвижной решеткой,от 50 до 300 °C,2.2 кВт,620 мм,385 мм,380 мм,,Китай,,,0,https://entero.ru/manuals/414174/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Crazy%20Pan%20CP-SEG580.docx,,,14 кг,220
https://cdn.entero.ru/mp@2x/6f/ab/6fab7ffe1d31861dbda0fb44b65512e2.jpg,Гриль Саламандра Airhot SGE-580 с жарочной поверхностью,Гриль Саламандра Airhot SGE-580 с жарочной поверхностью,19892,RUB,Да,Airhot,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/122744,"<p>Гриль Salamander с жарочной поверхностью <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122744""><b class=""b"">Airhot SGE-580</b></a> предназначен для обжаривания стейков и сосисок, приготовления сэндвичей, полуфабрикатов, подогрева булочек, гамбургеров, хот-догов и поддержания готовых блюд в разогретом состоянии на предприятиях общественного питания и торговли. Модель оснащена фиксированным верхом и поддоном для сбора жира и крошек. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Нагревательные элементы расположены в верхней части</li>
<li>Фиксированный вверх </li>
<li>Термостат контролирует температуру нагрева тэна, а также отвечает за температуру внутри тэна.</li>
<li>Регулятор температуры от 50-300°С</li>
<li>Решетку с ручками можно перемещать по уровням относительно нагревательного элемента, регулируя интенсивность нагрева</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество зон нагрева:1 (только верх)</li>
<li>Размер жарочной поверхности: 525х335 мм</li>
<li>Размер внутренней камеры: 390х300х125 мм</li>
</ul>",122744,,от 50 до 300 °C,2.4 кВт,580 мм,455 мм,332 мм,24 кг,Китай,1,610x450x310 мм,0,https://entero.ru/manuals/129477/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20SGE-580%20%D1%81%20%D0%B6%D0%B0%D1%80%D0%BE%D1%87%D0%BD%D0%BE%D0%B9%20%D0%BF%D0%BE%D0%B2%D0%B5%D1%80%D1%85%D0%BD%D0%BE%D1%81%D1%82%D1%8C%D1%8E.pdf;https://entero.ru/manuals/481884/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,220 В
