Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Установка,Назначение,Емкость бункера,Диаметр заготовки
https://cdn.entero.ru/mp@2x/f1/5a/f15a07cb56def217d10a2ac0d00c9b2a.jpg;https://cdn.entero.ru/mp@2x/81/10/8110e5a83d840cf3b8c4a8ea59f23fc0.jpg;https://cdn.entero.ru/mp@2x/31/83/3183eb2cbf866e45cc9d87f3d0872163.jpg,Машина котлетоформовочная Gaser Super-Maxi,40752,0,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/184253,"<p>Котлетоформовочная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/184253""><b class=""b"">Gaser Super-Maxi</b></a> предназначена для формования гамбургеров, котлет, рубленых бифштексов из мясного фарша на предприятиях общественного питания и торговли. Модель оснащена бункером для фарша, транспортерной лентой и функцией прокладывания бумажной подложки круглой, овальной или квадратной формы с 1 стороны. Изделие выполнено из нержавеющей стали и пищевого пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Стандартная форма - круглая</li>
<li>Возможность изготовления других форм</li>
<li>Изменение толщины с заменой формовочного устройства</li>
<li>Регулируемая скорость</li>
<li>Выталкивание котлеты при помощи атмосферного воздуха</li>
<li>Возможность заполнения бункера без остановки машины</li>
<li>Полная выработка фарша из бункера</li>
<li>Настольная установка</li>
<li>Легкая очистка</li>
<li>Запатентованная система</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Максимальная толщина: 25 мм</li>
<li>Вместимость бункера: 20 кг</li>
<li>Длина ленты: 800 мм</li>
</ul>",184253,автоматический,220 В,1.1 кВт,650 мм,450 мм,800 мм,,,,0,https://entero.ru/manuals/214150/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Gaser%20Super-Maxi%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/214149/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Gaser%20Super-Maxi.pdf,,,85 кг,,Испания,55 шт/час,настольный,для котлет,,от 50 до 120 мм
https://cdn.entero.ru/mp@2x/29/58/295837ebd38ff9ec1666f62fca9736fe.jpg,Пресс для гамбургеров Sirman SA 100,S.A.100,0,RUB,Нет,Sirman,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/74922,"<p>Пресс для гамбургеров <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/74922"">Sirman SA 100</a></b> используется на предприятиях общественного питания и торговли для формования гамбургеров, котлет, рубленых бифштексов из мясного фарша. Модель оснащена встроенным ящиком для целлофана, готового к употреблению.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Корпус из сплава анодированного алюминия</li>
<li>Резиновые ножки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 450x370x350 мм</li>
</ul>",74922,механический,,,260 мм,270 мм,276 мм,,,,0,https://entero.ru/manuals/46843/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20SA%20100.pdf;https://entero.ru/manuals/46844/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20SA%20100.jpg;https://entero.ru/manuals/72977/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,5 кг,,Италия,,настольный,для гамбургеров,,100 мм
https://cdn.entero.ru/mp@2x/9c/d9/9cd97c98d32dafef4b64315c931eb496.jpg,Пресс для гамбургеров Sirman SA 130,S.A.130,0,RUB,Нет,Sirman,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/27410,"<p>Пресс для гамбургеров <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/27410"">Sirman SA 130</a> </b>используется на предприятиях общественного питания и торговли для формования гамбургеров, котлет, рубленых бифштексов из мясного фарша. Модель оснащена встроенным ящиком для целлофана, готового к употреблению.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Корпус из сплава анодированного алюминия</li>
<li>Резиновые ножки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 450x370x350 мм</li>
</ul>",27410,механический,,,260 мм,310 мм,275 мм,,,,0,https://entero.ru/manuals/46845/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20SA%20130.pdf;https://entero.ru/manuals/46846/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20SA%20130.jpg;https://entero.ru/manuals/72976/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240010&hd=2&autoplay=0,6 кг,,Италия,,настольный,для гамбургеров,,130 мм
https://cdn.entero.ru/mp@2x/fe/61/fe615d490fa24c54bc05f39c397e6620.jpg;https://cdn.entero.ru/mp@2x/15/53/1553b810c382f433e68f9400ca0f3202.jpg;https://cdn.entero.ru/mp@2x/b9/65/b965f6ccca46e878f56fc39f73d239ed.jpg;https://cdn.entero.ru/mp@2x/4c/ca/4ccaa48b8ef8c7a5564e62a39e7a212a.jpg;https://cdn.entero.ru/mp@2x/b5/ed/b5ed43ceb9ab8a71a390513e60fa2071.jpg,Дозатор фарша Gaser PMT с насадкой для P98,C3374,0,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/184533,"<p>Дозатор фарша <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/184533""><b class=""b"">Gaser PMT</b></a> предназначен для формирования порций фарша волокнами, брикетом или колбасками на предприятиях общественного питания и торговли. Модель оснащена внутренней наклонной транспортерной лентой и регулятором скорости. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входит насадка для мясорубки P98.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подключается к шприцу или мясорубке P98</li>
<li>Формирует порции:
<ul>
<li>Брикетный фарш (при подключении к шприцу / мясорубке)</li>
<li>Колбаски (при подключении к шприцу / мясорубке)</li>
<li>Волокнистая порция (при подключении к мясорубке)</li>
</ul>
</li>
<li>Порции регулируются изменением длины или насадки</li>
<li>Для порций волокнистой структуры толщина зависит от диаметра выходного отверстия мясорубки</li>
<li>Работает с подложкой, использует бумагу в рулогах</li>
<li>Отрезает порцию фарша и подложку в ручном режиме</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Максимальная длина порции: 220 мм</li>
<li>Максимальная толщина порции (брикетный фарш и колбаски): 30 мм</li>
<li>Ширина порции:
<ul>
<li>Волокнистая: 115 мм</li>
<li>Брикетный фарш: 80 мм</li>
</ul>
</li>
<li>Габариты в упаковке: 570х460х600 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Формирование брикетного фарша и колбасок с подключением к шприцу (ширина порции от 100 до 115 мм)</li>
<li>
<p>Формирование брикетного фарша и колбасок с подключением к мясорубке (ширина порции от 100 до 115 мм)</p>
</li>
</ul>",184533,полуавтоматический,220 В,0.37 кВт,470 мм,360 мм,500 мм,,,,0,,,,50 кг,,Испания,,настольный,,,
https://cdn.entero.ru/mp@2x/a9/b1/a9b1d3a4760869bfa4b735f2d4b9b098.jpg;https://cdn.entero.ru/mp@2x/9e/30/9e30cd8b7e49914f89855c12ed8be232.jpg;https://cdn.entero.ru/mp@2x/8b/06/8b06b19ae3922f946ef30cc13cc1f697.jpg;https://cdn.entero.ru/mp@2x/a4/14/a414cc85c883e754595fbd1db4946c23.jpg;https://cdn.entero.ru/mp@2x/49/41/49411b7bb32ecefba5ae906d9caa5f83.jpg,Машина для формовки фрикаделек Gaser S-1500-P,55938,0,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/184503,"<p>Формовочная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/184503""><b class=""b"">Gaser S-1500-P</b></a> предназначена для формования фрикаделек и тефтелей из мясного фарша на предприятиях общественного питания и торговли. Настольная модель с пневматическим принципом действия может работать совместно с любым шприцом. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Изменение веса с заменой формовочного устройства</li>
<li>Работает без электропитания</li>
<li>Простое обслуживание</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Вес изделия: от 7 до 35 г</li>
<li>Внешний диаметр выходного отверстия для подключения шприца: 30 мм</li>
<li>Давление воздуха: 6 кг/см<sup>2</sup></li>
<li>Потребление воздуха: 150 л/мин.</li>
</ul>",184503,полуавтоматический,,,450 мм,200 мм,600 мм,,,,0,,,,25 кг,,Испания,7500 шт/час,настольный,для фрикаделек,,
https://cdn.entero.ru/mp@2x/c4/f1/c4f16bdd2ad69a21240f51d0226ac566.jpg;https://cdn.entero.ru/mp@2x/ab/b3/abb31002c1f5104c8a584be32c64449a.jpg;https://cdn.entero.ru/mp@2x/29/63/29630021cf8bd42a3ae3c64c5242529d.jpg,Машина котлетоформовочная Gaser V-3000 SP Doble,42609 / V-3000SP DOUBLE,0,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/184255,"<p>Котлетоформовочная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/184255""><b class=""b"">Gaser V-3000SP Double</b></a> предназначена для формования гамбургеров, котлет, рубленых бифштексов из мясного фарша на предприятиях общественного питания и торговли. Модель с пневматическим принципом действия может работать совместно с любым шприцом. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Изменение веса с заменой формовочного устройства</li>
<li>Форма меняется - круглая / овальная / квадратная / прямоугольная</li>
<li>Работает без подложки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество котлет за операцию: 2</li>
<li>Вес котлеты: от 25 до 300 г</li>
<li>Давление воздуха: 6 кг/см<sup>2</sup></li>
<li>Потребление воздуха: 300 л/мин.</li>
</ul>",184255,автоматический,,0.18 кВт,1500 мм,600 мм,620 мм,,,,0,,,,125 кг,,Испания,100 шт/час,настольный,для котлет,,от 60 до 110 мм
https://cdn.entero.ru/mp@2x/97/a5/97a5ba4c9aeb97ba92c0f69ce3841fd8.jpg;https://cdn.entero.ru/mp@2x/71/94/71941b8001da1e24c7a351875cf4d3d7.jpg;https://cdn.entero.ru/mp@2x/9a/31/9a31efa648768deb81cc57484db84299.jpg;https://cdn.entero.ru/mp@2x/66/76/667689dda980ceba76f5cea26e11258f.jpg;https://cdn.entero.ru/mp@2x/bd/8e/bd8eb1016921b3c177d0abd197c68fb3.jpg,Машина котлетоформовочная Gaser V-3000 CP,42607 / V-3000CP,0,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/184256,"<p>Котлетоформовочная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/184256""><b class=""b"">Gaser V-3000 CP</b></a> предназначена для формования гамбургеров, котлет, рубленых бифштексов из мясного фарша на предприятиях общественного питания и торговли. Модель с пневматическим принципом действия может работать совместно с любым шприцом. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Изменение веса с заменой формовочного устройства</li>
<li>Форма меняется - круглая / овальная / квадратная / прямоугольная</li>
<li>Прокладывает бумажную или целлофановую подложку с 1 или 2 сторон (использует бумагу в рулонах)</li>
<li>Функция отрезания подложки</li>
<li>Возможность работы без подложки</li>
<li>Настольная установка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вес котлеты: от 25 до 300 г</li>
<li>Размер подложки: 106х132 мм</li>
<li>Давление воздуха: 6 кг/см<sup>2</sup></li>
<li>Потребление воздуха: 250 л/мин.</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Укладчик котлет от 1 до 5 шт.</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото модель на подставке, не входящей в комплект поставки.</span></em></p>",184256,автоматический,,0.1 кВт,1300 мм,600 мм,620 мм,,,,0,,,,85 кг,,Испания,от 40 до 60 шт/час,настольный,для котлет,,от 60 до 110 мм
https://cdn.entero.ru/mp@2x/c5/60/c5607db51216f54184d6ff1267914af4.jpg;https://cdn.entero.ru/mp@2x/0e/0e/0e0ed78f0da9052d13c6370ff00bad19.jpg;https://cdn.entero.ru/mp@2x/14/dd/14dd979c98d815d0fdeaedccdfa7bbb7.jpg;https://cdn.entero.ru/mp@2x/ea/ff/eaffef44fe293ed50888cfdebca46ba9.jpg;https://cdn.entero.ru/mp@2x/08/cb/08cb73c0d0d34948b5d3ab2ccc810736.jpg;https://cdn.entero.ru/mp@2x/10/3e/103e22f69ef6b62f03ec9f7c76f3e6b5.jpg,Держатель для 6 дисков Robot Coupe 101230,Держатель для 6 дисков Robot Coupe 101230,6920,RUB,Да,Robot Coupe,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/33749,"<p>Настенный держатель для 6 дисков <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/33749"">Robot Coupe 101230</a></b> используется совместно с овощерезками <a href=""https://entero.ru/search.php?text=Robot%20Coupe%20CL50"">CL50 и CL 50 Ultra</a>, <a href=""https://entero.ru/search.php?text=Robot%20Coupe%20CL52"">CL52</a>, <a href=""https://entero.ru/search.php?text=Robot%20Coupe%20CL55"">CL55</a>, <a href=""https://entero.ru/search.php?text=Robot%20Coupe%20CL60"">CL60</a> на предприятиях общественного питания и торговли. Изделие выполнено из нержавеющей стали.</p>

<p><em><span style=""color:#FF0000;"">Внимание! Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",33749,,,,,,,,,,29,https://entero.ru/manuals/478773/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Robot%20Coupe%202024.pdf,,,,,,,,,,
https://cdn.entero.ru/mp@2x/71/95/7195ef717e44db5676eb5f1fcf7aa484.jpg,Комплект бумаги для пресс для гамбургеров Hurakan HKN-P100 100 мм 100 шт.,Комплект бумаги для пресс для гамбургеров Hurakan HKN-P100 100 мм 100 шт.,621,RUB,Да,Hurakan,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/176649,"<p>Комплект бумаги для пресс для гамбургеров <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/176649""><b class=""b"">Hurakan HKN-P100</b></a> используется на предприятиях общественного питания и торговли совместно с прессом для гамбургеров <a href=""https://entero.ru/item/93188""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/176649""><b class=""b"">HKN-F10.</b></a></a></p>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество подложек: 100</li>
<li>Диаметр подложки: 100 мм</li>
<li>Габариты в упаковке: 100х100х30 мм</li>
<li>Вес с упаковкой: 0,15 кг</li>
</ul>",176649,,,,,,,,,,495,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/a4/2d/a42dbaab389dd9956c2405c9c696f279.jpg;https://cdn.entero.ru/mp@2x/c9/70/c97077b4ebea3539b698c94fc45d6f31.jpg,Комплект бумаги для пресс для гамбургеров Airhot 100 мм 400 шт,Комплект бумаги для пресс для гамбургеров Airhot 100 мм 400 шт,534,RUB,Да,Airhot,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/122820,"<p>Комплект бумаги для пресс для гамбургеров используется на предприятиях общественного питания и торговли совместно с прессом для гамбургеров <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122820""><b class=""b"">Airhot HPP-100</b></a>.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество подложек: 400</li>
<li>Диаметр подложки: 100 мм</li>
<li>Вес с упаковкой: 0,001 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",122820,,,,,,,,,,0,,722,,,,,,,,,
https://cdn.entero.ru/mp@2x/81/7a/817a0a4f42dab0c4851065aa764764eb.jpg,Комплект бумаги для пресс для гамбургеров Hurakan HKN-P130 130 мм 100 шт.,Комплект бумаги для пресс для гамбургеров Hurakan HKN-P130 130 мм 100 шт.,809,RUB,Да,Hurakan,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/176642,"<p>Комплект бумаги для пресс для гамбургеров <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/176642""><b class=""b"">Hurakan HKN-P130</b></a> используется на предприятиях общественного питания и торговли совместно с прессом для гамбургеров <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/176642""><b class=""b""><a href=""https://entero.ru/item/93191"">HKN-F13</a>.</b></a></p>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество подложек: 100</li>
<li>Диаметр подложки: 130 мм</li>
<li>Габариты в упаковке: 130х130х20 мм</li>
<li>Вес с упаковкой: 0,23 кг</li>
</ul>",176642,,,,,,,,,,99,,1037,,,,,,,,,
https://cdn.entero.ru/mp@2x/29/f1/29f17b6356ad2426d72402155743519d.jpg,Комплект бумаги для пресс для гамбургеров Hurakan HKN-P150 150мм 100 шт.,Комплект бумаги для пресс для гамбургеров Hurakan HKN-P150 150мм 100 шт.,1101,RUB,Да,Hurakan,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/176652,"<p>Комплект бумаги для пресс для гамбургеров <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/176652""><b class=""b"">Hurakan HKN-P150</b></a> используется на предприятиях общественного питания и торговли совместно с прессом для гамбургеров <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/176652""><b class=""b"">HKN-F15</b></a>.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество подложек: 100</li>
<li>Диаметр подложки: 150 мм</li>
<li>Габариты в упаковке: 150х150х20 мм</li>
<li>Вес с упаковкой: 0,23 кг</li>
</ul>",176652,,,,,,,,,,184,,1551,,,,,,,,,
https://cdn.entero.ru/mp@2x/d9/4a/d94af4672be60bbb80222417e73e7549.jpg,Барабан формующий Kocateq для котлет в форме сердца Ø110 мм,34501,69243,RUB,Да,Kocateq,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/315163,"<p>Формующий барабан используется совместно с <a href=""https://entero.ru/item/289752"">Kocateq HF2100CE</a> на предприятиях общественного питания и торговли для формирования котлет в форме сердца.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр: 110 мм</li>
</ul>",315163,,,,,,,,,,0,https://entero.ru/manuals/379023/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf,74455,,,,,,,,,
https://cdn.entero.ru/mp@2x/6c/c9/6cc9fa87fcaaf2d6ae6b1954d92def14.jpg,Барабан формующий Kocateq для 2 котлет прямоугольной формы 30x60 мм,34502,69243,RUB,Да,Kocateq,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/315165,"<p>Формующий барабан используется совместно с <a href=""https://entero.ru/item/289752"">Kocateq HF2100CE</a> на предприятиях общественного питания и торговли для формирования котлет прямоугольной формы nugget.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество котлет: 2</li>
<li>Размер котлет: 30х60 мм</li>
</ul>",315165,,,,,,,,,,0,https://entero.ru/manuals/379024/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf,73663,,,,,,,,,
https://cdn.entero.ru/mp@2x/40/c8/40c86be9c4d5b3c09237931b0346efcd.jpg;https://cdn.entero.ru/mp@2x/b8/3a/b83a95c8a1daf0949c13fb3a4b78bb63.jpg,Комплект бумаги для пресс для гамбургеров Airhot 130 мм 400 шт,Комплект бумаги для пресс для гамбургеров Airhot 130 мм 400 шт,791,RUB,Нет,Airhot,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/122818,"<p>Комплект бумаги для пресс для гамбургеров используется на предприятиях общественного питания и торговли совместно с прессом для гамбургеров <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122818""><b class=""b"">Airhot HPP-130</b></a>.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество подложек: 400</li>
<li>Диаметр подложки: 130 мм</li>
<li>Вес с упаковкой: 0,001 кг</li>
</ul>",122818,,,,,,,,,,0,,1041,,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,Формующий барабан La Minerva простой формы для C/E 653,Формующий барабан La Minerva простой формы для C/E 653,58650,RUB,Нет,La Minerva,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/266962,"<p>Формующий барабан​ <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/266962""><b class=""b"">La Minerva простой формы </b></a>используется совместно с аппаратом <a href=""https://entero.ru/item/142262"">C/E 653</a></p>

<p><b>Характеристики:</b></p>

<ul>
<li>Одинарная форма (Круг, Овал)</li>
</ul>",266962,,,,,,,,,,0,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/69/0f/690fceda5ffbdf291fee75fb9b791d3f.jpg,Формовочный стол для фрикаделек к АК2М-40У Станкостроитель для АК2М-40У,Формовочный стол для фрикаделек к АК2М-40У Станкостроитель для АК2М-40У,69679,RUB,Нет,Станкостроитель,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/230888,"<p>Формовочный стол для фрикаделек <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/230888""><b class=""b"">Станкостроитель АК2М-40У</b></a> используется для установки на котлетный автомат <a href=""https://entero.ru/item/40252"">АК2М-40У</a> вместо штатного формовочного стола для котлет.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Число поршней формующего стола: 5</li>
<li>Диаметр поршней: 36 мм</li>
</ul>",230888,,,,,,,,,,0,,,,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,Формующий барабан La Minerva индивидуальной формы для C/E 653,Формующий барабан La Minerva индивидуальной формы для C/E 653,64515,RUB,Нет,La Minerva,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/266964,"<p>Формующий барабан​ <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/266964""><b class=""b"">La Minerva индивидуальной формы </b></a>используется совместно с аппаратом <a href=""https://entero.ru/item/142262"">C/E 653</a></p>

<p><b>Характеристики:</b></p>

<ul>
<li>Сложная форма (фрикадельки, палочки, нагетсы.звездочка, квадрат,треугольник )</li>
</ul>",266964,,,,,,,,,,0,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/1d/eb/1deb0c9184c8e29b0f46e2aba7533e92.jpg,Барабан формующий Kocateq для 2 круглых котлет Ø36 мм,34500,69243,RUB,Нет,Kocateq,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/315166,"<p>Формующий барабан используется совместно с <a href=""https://entero.ru/item/289752"">Kocateq HF2100CE</a> на предприятиях общественного питания и торговли для формирования котлет круглой формы.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество котлет: 2</li>
<li>Диаметр котлет: 36 мм</li>
</ul>",315166,,,,,,,,,,0,https://entero.ru/manuals/379025/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf,74455,,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,Комплект насадок и ножей Crazy Pan для CP-MBM280,Комплект насадок и ножей Crazy Pan для CP-MBM280,11163,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/365397,"<p>Комплект насадок и ножей<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/365397""><b class=""b""> Crazy Pan</b></a> используется совместно с формовочным аппаратом <a href=""https://entero.ru/item/253803"" target=""_blank"">CP-MBM280</a> для производства шариков различного диаметра из мясного, рыбного и других видов фарша на предприятиях общественного питания и торговли.</p>",365397,,,,,,,,,,0,https://entero.ru/manuals/475580/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Crazy%20Pan.pdf,12003,,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,Крышка La Minerva для C/E 653,Крышка La Minerva для C/E 653,21191,RUB,Нет,La Minerva,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/266973,"<p>Крышка​ <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/266973""><b class=""b"">La Minerva 40 л </b></a>используется совместно с аппаратом <a href=""https://entero.ru/item/142262"">C/E 653</a>. Аксессуар изготовлен из из нержавеющей стали.</p>

<p> </p>",266973,,,,,,,,,,0,,22786,,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,Педаль управления La Minerva ножная для C/E 653,Педаль управления La Minerva ножная для C/E 653,39906,RUB,Нет,La Minerva,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/266966,"<p>Педаль управления​ <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/266966""><b class=""b"">La Minerva ножная</b></a> используется совместно с аппаратом <a href=""https://entero.ru/item/142262"">C/E 653</a></p>

<p> </p>",266966,,,,,,,,,,0,,42910,,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,Загрузочный бункер La Minerva 40 литров для C/E 653,Загрузочный бункер La Minerva 40 литров для C/E 653,44936,RUB,Нет,La Minerva,Профоборудование,Мясоперерабатывающее,Формовочное оборудование,https://entero.ru/item/266970,"<p>Загрузочный бункер​ <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/266970""><b class=""b"">La Minerva 40 л </b></a>используется совместно с аппаратом <a href=""https://entero.ru/item/142262"">C/E 653</a>.</p>

<p> </p>",266970,,,,,,,,,,0,,48843,,,,,,,,,
