Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Назначение,Конструкция,Количество ярусов,Максимальная нагрузка,Количество колес,Платформа
https://cdn.entero.ru/mp@2x/d1/7f/d17ff03e8aa7512bd5379b2a4ea1ab53.jpg,Тележка Rubbermaid FG331600OWHT,Тележка низкая с разделочной доской FG331600OWHT,0,RUB,Нет,Rubbermaid,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/229887,"<p>Тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/229887""><b class=""b"">Rubbermaid</b></a> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/229887""><b class=""b"">FG331600OWHT </b></a>предназначена для хранения и транспортировки противней, подносов и различных предметов на предприятиях пищевой промышленности, общественного питания и торговли. Изделие оснащено разделочной доской и 4 подвижными колесами, значительно облегчающими процесс его транспортировки. Корпус выполнен из прочного полипропилена.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ударопрочная конструкция</li>
<li>Закругленные углы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 8 противней</li>
<li>Диаметр колес: 127 мм</li>
<li>Цвет: белый</li>
</ul>",229887,многоярусная,806 мм,603 мм,918 мм,23 кг,1,625x820x257 мм,0,,,,23 кг,,США,"для продуктов, производственная",,,,4,
https://cdn.entero.ru/mp@2x/31/4f/314f3718dd664435d05b9405af8654b1.jpg;https://cdn.entero.ru/mp@2x/93/21/93215a196633276c294d3a05076a5007.jpg,Тележка для муки ATESY ТМ-Л-100-02,Тележка для муки ТМ-Л-100-02 (ТМ-100),30199,RUB,Да,ATESY,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/119149,"<p>Тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/119149"">ATESY ТМ-Л-100-02</a></b> серии Люкс используется на предприятиях общественного питания и торговли, а также в производственных цехах для накопления предварительно просеянной в мукопросеивателе муки и транспортировки ее к месту использования. Модель оснащена герметичным бункером со съемной крышкой. Бункер и крышка выполнены из нержавеющей стали AISI 304, рамы - из нержавеющей трубы AISI 304 сечением 25х25 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сварная конструкция</li>
<li>4 поворотных колеса, 1 из которых оснащено тормозом</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем бункера: 140 л</li>
<li>Размеры бункера: 725х450х450 мм</li>
<li>Диаметр колес: 75 мм</li>
</ul>",119149,,800 мм,500 мм,840 мм,21 кг,1,865x566x875 мм,0,https://entero.ru/manuals/132331/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%A2%D0%9C-%D0%9B-100-02.pdf;https://entero.ru/manuals/282061/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,,,25 кг,,Россия,"производственная, для продуктов",закрытая,,100 кг,4,
https://cdn.entero.ru/mp@2x/10/89/1089efc8d0ebc7b7ef604798ce034c0c.jpg;https://cdn.entero.ru/mp@2x/a5/ef/a5ef718fa665e3e2b39adc3ff7e09d3d.jpg;https://cdn.entero.ru/mp@2x/e5/b8/e5b85c60b72c367308eeaf500f41e8ae.jpg;https://cdn.entero.ru/mp@2x/83/2f/832f77e84b37225653e5f1060a14423a.jpg;https://cdn.entero.ru/mp@2x/32/4d/324d8cf4879b79c3abd8b7c41f3070f6.jpg;https://cdn.entero.ru/mp@2x/96/0e/960ea94d8be3e99dd7172a7944189d60.jpg;https://cdn.entero.ru/mp@2x/e2/fc/e2fc6a93b60e7d823ba4de430a8bd083.jpg,Тележка для термоконтейнера Cambro CD400 401 синевато-серая,401 CD400 / 47499,24791,RUB,Да,Cambro,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/39418,"<p>Тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/39418""><b class=""b"">Cambro CD400 401</b></a> серии Camdolly предназначена для транспортировки термоконтейнеров на предприятиях общественного питания и торговли. Изделие значительно облегчает и ускоряет процесс перемещения оборудования. Корпус выполнен из высокопрочного пластика. Подходит для термоконтейнеров UPCS400 и UPC400.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Закругленные углы позволяют защитить стены, мебель и оборудование от случайных повреждений в случае столкновения</li>
<li>4 тяжелых колеса, 2 из которых являются поворотными, легко маневрируют по любой поверхности</li>
<li>Колеса прикреплены к литым стальным пластинам, гарантирующим еще большую безопасность и долговечность использования</li>
<li>Устойчива к появлению вмятин, трещин, ржавчины и коррозии</li>
<li>Включена в список NSF</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренние размеры: 635х460 мм</li>
<li>Цвет: синевато-серый</li>
<li>Страна-производитель: США</li>
</ul>",39418,платформенная,700 мм,530 мм,230 мм,,,,83,https://entero.ru/manuals/92842/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Cambro%202016-2017.pdf,25824,,8.9 кг,,США,производственная,открытая,,136 кг,4,
https://cdn.entero.ru/mp@2x/01/38/01383b1d960b19e4213aa069cf343a96.jpg;https://cdn.entero.ru/mp@2x/e7/f4/e7f43c9cd9c98ac62c0f9440474e81f9.jpg;https://cdn.entero.ru/mp@2x/d1/37/d137d675266cc305c8dd84f05edaf443.jpg,Тележка для овощей ATESY ТО-Л-100-02,Тележка для овощей ТО-Л-100-02 (ТО-100),33591,RUB,Да,ATESY,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/119150,"<p>Тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/119150"">ATESY ТО-Л-100-02</a></b> серии Люкс используется на предприятиях общественного питания и торговли, а также в производственных цехах для накопления предварительно очищенных овощей и их транспортировки к месту использования. Модель оснащена герметичным бункером со съемной крышкой. Бункер и крышка выполнены из нержавеющей стали AISI 304, рамы - из нержавеющей трубы AISI 304 сечением 25х25 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Отверстие для слива остатков воды в днище бункера</li>
<li>Отверстие герметизируется легкосъемной пробкой</li>
<li>Сварная конструкция</li>
<li>4 поворотных колеса, 1 из которых оснащено тормозом</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем бункера: 140 л</li>
<li>Размеры бункера: 725х450х450 мм</li>
<li>Диаметр колес: 75 мм</li>
</ul>",119150,платформенная,800 мм,500 мм,850 мм,21 кг,1,865x566x875 мм,0,https://entero.ru/manuals/132332/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%A2%D0%9E-%D0%9B-100-02.pdf;https://entero.ru/manuals/282064/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,35359,,25 кг,,,"производственная, для продуктов",закрытая,,100 кг,4,сплошная
https://cdn.entero.ru/mp@2x/c1/1c/c11c5561a0e5a135903a37afcb6a3ad3.jpg;https://cdn.entero.ru/mp@2x/e1/6f/e16f92dc5546c4aef536bba36e4c3717.jpg;https://cdn.entero.ru/mp@2x/1b/aa/1baaf4eae0032082f383072ee7f473b7.jpg;https://cdn.entero.ru/mp@2x/a6/af/a6af875a38b5dbb74a97fc5329109b01.jpg;https://cdn.entero.ru/mp@2x/bc/e0/bce022764ab4663fc1de1a2db4ed66e2.jpg;https://cdn.entero.ru/mp@2x/a9/59/a95961c9539bde002a329f0776bf93dd.jpg;https://cdn.entero.ru/mp@2x/c4/ae/c4ae0db160450698e4b5b9d19492e96a.jpg;https://cdn.entero.ru/mp@2x/e1/a7/e1a75d1364ecddecd0f5921a9f8fbf48.jpg;https://cdn.entero.ru/mp@2x/46/a2/46a24b6cd81f64f02f6903af713fd31f.jpg;https://cdn.entero.ru/mp@2x/46/1c/461cf00f22691109b926265eca6d85c5.jpg;https://cdn.entero.ru/mp@2x/9e/91/9e912e00fbe9599e9014f460f9517cf9.jpg,Тележка для термоконтейнера Cambro CD3253EPP 158 ярко-красный,Тележка для термоконтейнера Cambro CD3253EPP 158 ярко-красный,12165,RUB,Да,Cambro,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/106951,"<p>Тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/106951""><b class=""b"">Cambro CD3253EPP 158</b></a> серии Camdolly предназначена для транспортировки термоконтейнеров на предприятиях общественного питания и торговли. Изделие значительно облегчает и ускоряет процесс перемещения оборудования. Корпус выполнен из высокопрочного пластика. Подходит для всех термоконтейнеров серии Cam GoBox.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Закругленные углы позволяют защитить стены, мебель и оборудование от случайных повреждений в случае столкновения</li>
<li>4 тяжелых колеса, 2 из которых оснащены стопорами, легко маневрируют по любой поверхности</li>
<li>Колеса прикреплены к литым стальным пластинам, гарантирующим еще большую безопасность и долговечность использования</li>
</ul>",106951,платформенная,,,,,,,0,https://entero.ru/manuals/98476/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Cambro%202016-2017.pdf,,,4.5 кг,,США,производственная,открытая,,,4,
https://cdn.entero.ru/mp@2x/b4/17/b41734995696e5671d92e25d6fca05a7.jpg,"Платформа на колесах VIATTO JW-RCD для мусорного бака CR, JW-RCD",JW-RCD,5326,RUB,Да,VIATTO,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/299550,"<p>Платформа на колесах <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/299550""><b class=""b"">VIATTO JW-RCD</b></a> используется совместно с мусорными контейнерами JCR, JW-RCD на предприятиях общественного питания и торговли для их перемещения и транспортировки. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Кол-во в коробе: 2</li>
<li>Габариты: 460х164 мм</li>
<li>Цвет: черный</li>
</ul>

<p> </p>",299550,платформенная,460 мм,460 мм,164 мм,,,,0,,,,3.75 кг,,Китай,для мусорных контейнеров,открытая,1,,4,сплошная
https://cdn.entero.ru/mp@2x/e9/ee/e9ee42c5a663f0bfbc5266c2f725195f.jpg;https://cdn.entero.ru/mp@2x/a2/bd/a2bd57374f9547c340c4380f2526da2a.jpg;https://cdn.entero.ru/mp@2x/f2/33/f2337fe54b7bc4e5b22877317b697024.jpg,Тележка для жироуловителя COUNTRY PLAST 20,Тележка для жироуловителя COUNTRY PLAST 20,2100,RUB,Да,,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/351438,"<p>Производственная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/351438"">COUNTRY PLAST 20</a> </b>предназначена для транспортировки жироуловителей и пескоуловителей 20 на предприятиях пищевой промышленности, общественного питания, торговли и других отраслей. Модель оснащена решетчатой прямоугольной платформой, невысокими бортами и 4 поворотными колесами. Корпус выполнен из окрашенного металла.</p>

<p><span style=""color:#ff0000;"">Жироуловитель не входит в комплект поставки и приобретается отдельно.</span></p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",351438,сетчатая,400 мм,310 мм,,,,,0,,,,,Россия,Россия,для жироуловителей,открытая,1,,4,сетчатая
https://cdn.entero.ru/mp@2x/31/c2/31c2a799ee76e18f5c8fc8894c3b1d08.jpg;https://cdn.entero.ru/mp@2x/6d/86/6d8693774cb142503f0ebe36d64f99f5.jpg;https://cdn.entero.ru/mp@2x/f9/fd/f9fde4f9cac2fec13115b351396b3920.jpg,Тележка для жироуловителя COUNTRY PLAST 25/40,Тележка для жироуловителя COUNTRY PLAST 25/40,2250,RUB,Да,,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/351439,"<p>Производственная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/351439"">COUNTRY PLAST 25/40</a> </b>предназначена для транспортировки жироуловителей и пескоуловителей 25 и 40 на предприятиях пищевой промышленности, общественного питания, торговли и других отраслей. Модель оснащена решетчатой прямоугольной платформой, невысокими бортами и 4 поворотными колесами. Корпус выполнен из окрашенного металла.</p>

<p><span style=""color:#ff0000;"">Жироуловитель не входит в комплект поставки и приобретается отдельно.</span></p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",351439,сетчатая,475 мм,365 мм,,,,,0,,2744,,,Россия,Россия,для жироуловителей,открытая,1,,4,сетчатая
https://cdn.entero.ru/mp@2x/ea/97/ea97daae9aa47d74f34357a7fd811ef1.jpg;https://cdn.entero.ru/mp@2x/fa/5b/fa5b4025f59d8daf44f427c3efc604e2.jpg;https://cdn.entero.ru/mp@2x/48/ec/48ecf21d4ad9230f287f925d42347770.jpg,Тележка для жироуловителя COUNTRY PLAST 60,Тележка для жироуловителя COUNTRY PLAST 60,2700,RUB,Да,,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/351440,"<p>Производственная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/351440"">COUNTRY PLAST 60</a> </b>предназначена для транспортировки жироуловителей и пескоуловителей 60 на предприятиях пищевой промышленности, общественного питания, торговли и других отраслей. Модель оснащена решетчатой прямоугольной платформой, невысокими бортами и 4 поворотными колесами. Корпус выполнен из окрашенного металла.</p>

<p><span style=""color:#ff0000;"">Жироуловитель не входит в комплект поставки и приобретается отдельно.</span></p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",351440,сетчатая,490 мм,410 мм,,,,,0,,3553,,,Россия,Россия,для жироуловителей,открытая,1,,4,сетчатая
https://cdn.entero.ru/mp@2x/52/51/52516f2773c9836b07ff5248fc62010b.jpg;https://cdn.entero.ru/mp@2x/7e/65/7e65853f4f3cc23b0c11560b6f4d3d92.jpg;https://cdn.entero.ru/mp@2x/fd/41/fd417950e34d46aaa8aac128dc3bf5a1.jpg,Тележка для жироуловителя COUNTRY PLAST 80,Тележка для жироуловителя COUNTRY PLAST 80,3000,RUB,Да,,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/351441,"<p>Производственная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/351441"">COUNTRY PLAST 80</a> </b>предназначена для транспортировки жироуловителей и пескоуловителей 80 на предприятиях пищевой промышленности, общественного питания, торговли и других отраслей. Модель оснащена решетчатой прямоугольной платформой, невысокими бортами и 4 поворотными колесами. Корпус выполнен из окрашенного металла.</p>

<p><span style=""color:#ff0000;"">Жироуловитель не входит в комплект поставки и приобретается отдельно.</span></p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",351441,сетчатая,735 мм,495 мм,,,,,0,,,,,Россия,Россия,для жироуловителей,открытая,1,,4,сетчатая
https://entero.ru/i/nofoto-m.jpg,Направляющие для тележки пароконвектомата Angelo Po KGC2021,Направляющие для тележки пароконвектомата Angelo Po KGC2021,4721,RUB,Да,Angelo Po,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/41650,"<p>Парковочные направляющие <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/41650"">Angelo Po KGC2021</a></b> предназначены для тележки пароконвектомата FCV401 и изготовлены из нержавеющей стали AISI 304.</p>",41650,,,,,,,,0,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/74/e1/74e1211ee05b55e336d060768efc68aa.jpg;https://cdn.entero.ru/mp@2x/69/60/69605fa54c6dd11f2f7e96e1764bd8c5.jpg;https://cdn.entero.ru/mp@2x/80/d4/80d4769e8f4b3bc903ecf8cae6aa0fe3.jpg;https://cdn.entero.ru/mp@2x/15/4f/154f6a65677f888582b058eb7ac3b572.jpg,Тележка для гастроемкостей GN 1/1 Robot Coupe Ergo Mobile 49066,Тележка для гастроемкостей GN 1/1 Robot Coupe Ergo Mobile 49066,130348,RUB,Да,Robot Coupe,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/93532,"<p>Тележка <b><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/93532"">Robot Coupe Ergo Mobile 49066</a></b> используется для хранения и транспортировки гастроёмкостей GN 1/1 в производственных цехах совместно с овощерезкой <a href=""https://entero.ru/search.php?text=Robot%20Coupe%20CL60"">CL60</a>. Модель оснащена 4 поворотными колесами, 2 из которых оснащены тормозами. </p>

<p>Гастроемкости в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость: 3x GN 1/1</li>
</ul>

<p> </p>",93532,,618 мм,824 мм,942 мм,10 кг,1,790x600x370 мм,0,https://entero.ru/manuals/416115/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Robot%20Coupe%202023.pdf,,,10 кг,,,,,,,4,
https://cdn.entero.ru/mp@2x/49/98/4998803b5c633ce9e47f07648d5ee1b6.jpg,Гастрономическая тележка HALLDE 40721,Гастрономическая тележка HALLDE 40721,152151,RUB,Да,HALLDE,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/37978,"<p>Гастрономическая тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37978"">Hallde 40721</a></b> изготовлена из нержавеющей стали, оснащена рукояткой, блокируемыми колесами, регулируется по высоте.</p>


<p>В комплект входит гастрономический контейнер 1/1-200 (поликарбонат).</p>",37978,,,,,,,,0,,160159,,,,,,,,,,
https://cdn.entero.ru/mp@2x/ff/3a/ff3a7e830958eb494d692df9a53af9f1.jpg,Тележка для аксессуаров HALLDE 3208,Тележка для аксессуаров HALLDE 3208,458898,RUB,Да,HALLDE,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/37979,"<p>Тележка для аксессуаров <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37979"">Hallde 3208</a></b> изготовлена из нержавеющей стали, оснащена блокируемыми колесами.</p>",37979,,,,,,,,0,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/c7/3b/c73b50c556952b68dcc1c5dc57af65cc.jpg;https://cdn.entero.ru/mp@2x/fa/c7/fac783f4f01a1281bda69d0752186161.jpg;https://cdn.entero.ru/mp@2x/40/e6/40e69359ee31c6ed932ccc16ef0c3f98.jpg,Тележка для жироуловителя COUNTRY PLAST 100,Тележка для жироуловителя COUNTRY PLAST 100,0,RUB,Нет,,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/351442,"<p>Производственная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/351442"">COUNTRY PLAST 100</a> </b>предназначена для транспортировки жироуловителей и пескоуловителей 100 на предприятиях пищевой промышленности, общественного питания, торговли и других отраслей. Модель оснащена решетчатой прямоугольной платформой, невысокими бортами и 4 поворотными колесами. Корпус выполнен из окрашенного металла.</p>

<p><span style=""color:#ff0000;"">Жироуловитель не входит в комплект поставки и приобретается отдельно.</span></p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",351442,сетчатая,815 мм,475 мм,,,,,0,,,,,Россия,Россия,для жироуловителей,открытая,1,,4,сетчатая
https://cdn.entero.ru/mp@2x/f5/2e/f52ec275e42f143141683d23d74e6616.jpg;https://cdn.entero.ru/mp@2x/3c/40/3c40dff162dc79b03248d1a8b96b12a4.jpg,Навесной контейнер Rubbermaid FG335388BLA,REFUSE BIN,0,RUB,Нет,Rubbermaid,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/112339,"<p>Навесной контейнер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/112339"">Rubbermaid FG335388BLA</a></b> используется совместно с тележками X-tra Carts для утилизации отходов или для хранения аксессуаров таких как мусорные мешки, чистящие средства или инструменты на предприятиях общественного питания и торговли, в офисах, отелях и других помещениях.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Удобные ручки сверху, облегчающие сборку, когда он не прикреплен к тележке</li>
<li>Гладкая поверхность для легкой очистки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 30,3 л</li>
<li>Габариты в упаковке: 320х444х683 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Поставляется по 2 шт. Цена указана за 1 шт.</span></em></p>",112339,,305 мм,432 мм,559 мм,,,,0,,,,1.95 кг,,,,,,,,
https://cdn.entero.ru/mp@2x/6c/6c/6c6c7f673464cc75baa3b64622427701.jpg,Тележка для термобоксов AVATHERM 150255,Тележка для термобоксов AVATHERM 150255,0,RUB,Нет,,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/149653,"<p>Тележка для термобоксов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149653"">AVATHERM 150255</a> </b>используется на предприятиях общественного питания и торговли для перемещения различных грузов. Модель оснащена 4 колесами, 2 из которых снабжены тормозными устройствами. Конструкция полностью выполнена из нержавеющей стали AISI 304.</p>",149653,,,,,,,,0,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/d4/2e/d42e8a51e45998544149a1ed28611e06.jpg,Тележка для термобоксов AVATHERM 150250,Тележка для термобоксов AVATHERM 150250,0,RUB,Нет,,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/149651,"<p>Тележка для термобоксов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149651"">AVATHERM 150250</a></b> используется на предприятиях общественного питания и торговли для перемещения различных грузов. Модель оснащена 4 колесами, 2 из которых снабжены тормозными устройствами. Конструкция полностью выполнена из нержавеющей стали AISI 304.</p>",149651,,,,,,,,0,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/85/97/85978c16109b4c181875744ce6c6dbaf.jpg,Тележка для термобоксов AVATHERM с ручкой,150245,0,RUB,Нет,,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/149622,"<p>Тележка для термобоксов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149622"">AVATHERM с ручкой</a> </b>используется на предприятиях общественного питания и торговли для перемещения различных грузов. Модель оснащена 4 колесами, 2 из которых снабжены тормозными устройствами. Конструкция полностью выполнена из нержавеющей стали AISI 304.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты: 500х550х900 мм</li>
</ul>",149622,платформенная,500 мм,550 мм,900 мм,,,,0,https://entero.ru/manuals/177298/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%A2%D0%93%D0%A0-1400.800-02.pdf,,,,Тайвань,,производственная,открытая,,,4,сплошная
https://cdn.entero.ru/mp@2x/6e/55/6e55fffde9fd2224d3759bd978141d30.jpg,Крышка для контейнера Gastrolux 560х560 мм,Крышка для контейнера Gastrolux 560х560 мм,4768,RUB,Нет,Gastrolux,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/110206,"<p>Крышка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110206"">Gastrolux 560х560 мм</a></b> предназначена для установки на передвижные контейнеры для продуктов. Модель выполнена из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер: 560х560 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",110206,,,,,,,,0,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/6d/12/6d1203605bfa71d8ee1c8509787a2765.jpg,Крышка для контейнера Gastrolux 600х600 мм,Крышка для контейнера Gastrolux 600х600 мм,4924,RUB,Нет,Gastrolux,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/110207,"<p>Крышка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110207"">Gastrolux 600х600 мм</a></b> предназначена для установки на передвижные контейнеры для продуктов. Модель выполнена из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер: 600х600 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",110207,,,,,,,,0,,6745,,,,,,,,,,
https://cdn.entero.ru/mp@2x/6c/30/6c307aab42bb9c3fdc0faf9e0e68b937.jpg,Крышка для контейнера Gastrolux 800х400 мм,Крышка для контейнера Gastrolux 800х400 мм,5487,RUB,Нет,Gastrolux,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/110204,"<p>Крышка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110204"">Gastrolux 800х400 мм</a></b> предназначена для установки на передвижные контейнеры для продуктов. Модель выполнена из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер: 800х400 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",110204,,,,,,,,0,,7035,,,,,,,,,,
https://cdn.entero.ru/mp@2x/bf/35/bf35508cb45cfe70e79be1ccf1ce95be.jpg,Крышка для контейнера Gastrolux 800х500 мм,Крышка для контейнера Gastrolux 800х500 мм,5853,RUB,Нет,Gastrolux,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/110205,"<p>Крышка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110205"">Gastrolux 800х500 мм</a></b> предназначена для установки на передвижные контейнеры для продуктов. Модель выполнена из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер: 800х500 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",110205,,,,,,,,0,,6968,,,,,,,,,,
https://cdn.entero.ru/mp@2x/97/13/97135c9cd825338a2527b389951c224e.jpg,Тележка для гастроемкостей Robot Coupe 49128,181924,106126,RUB,Нет,Robot Coupe,Профоборудование,Нейтральное,Тележки производственные,https://entero.ru/item/127438,"<p>Тележка для гастроемкостей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/127438"">Robot Coupe 49128</a></b> предназначена для совместного использования с овощерезками <a href=""https://entero.ru/search.php?text=Robot+Coupe+CL55"" target=""_blank"">CL55</a>. Модель позволяет размещать и с легкостью транспортировать 2 гастроемкости формата GN 1/1 с овощами и фруктами. Тележка оснащена 4 поворотными колесами, 2 из которых оснащены тормозами. Положение верхней гастроёмкости можно отрегулировать по высоте в 3х позициях.</p>

<p><em><span style=""color:#FF0000;"">Внимание! Гастроемкости GN 1/1 , изображенные на фото, в комплект поставки не входят и приобретаются отдельно.</span></em></p>",127438,,500 мм,500 мм,600 мм,,,,0,https://entero.ru/manuals/416284/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Robot%20Coupe%202023.pdf,111712,,6 кг,Франция,,производственная,открытая,,,4,
