Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Вес (с упаковкой),Количество рабочих секций,Количество сегментов для вафель,Тип вафель
https://cdn.entero.ru/mp@2x/3b/1f/3b1fdd712046df8974a62e13ab28dd41.jpg,Вафельница Airhot WE-1BD BELGIAN,WE-1BD,20607,RUB,Да,Airhot,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/126162,"<p>Вафельница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/126162""><b class=""b"">Airhot WE-1BD </b></a>используется на предприятиях общественного питания и торговли для выпекания бельгийских вафель. Модель оснащена терморегулятором и электронным таймером. Корпус выполнен из нержавеющей стали, жарочная поверхность - из чугуна с антипригарным покрытием.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления вафель: от 2 до 3 мин.</li>
<li>Размер рабочей поверхности: 220х220 мм</li>
<li>Толщина вафли: 12 мм</li>
<li>Габариты в упаковке: 590x390x270 мм</li>
</ul>",126162,220 В,3.2 кВт,550 мм,355 мм,245 мм,17 кг,Китай,1,590x390x270 мм,0,https://entero.ru/manuals/136722/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20WE-1BD.pdf,22399,,16 кг,,,2,8,"бельгийские, квадратные"
https://cdn.entero.ru/mp@2x/59/fd/59fd0fafb92f9406e22e51705ced9279.jpg;https://cdn.entero.ru/mp@2x/e1/34/e1342ecb185c65b33e1d75ddb52d9d06.jpg;https://cdn.entero.ru/mp@2x/10/56/105679e690444549c7a0edb405b9dd4b.jpg;https://cdn.entero.ru/mp@2x/86/6f/866f99d882a4230af51c032907ef6c75.jpg,Вафельница Hurakan HKN-GES5HK,158861,8123,RUB,Да,Hurakan,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/84379,"<p>Вафельница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/84379"">Hurakan HKN-GES5HK</a></b> используется на предприятиях общественного питания и торговли для приготовления гонконгских вафель пузырчатой формы. Модель оснащена регулируемым термостатом. Корпус выполнен из нержавеющей стали, рабочая поверхность - из чугуна.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 50 до 300 °C</li>
</ul>",84379,220 В,1.4 кВт,225 мм,420 мм,290 мм,6.2 кг,Китай,1,490x305x330 мм,36,https://entero.ru/manuals/60596/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Hurakan%20HKN-GES5HK.docx;https://entero.ru/manuals/412673/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-GES5HK.pdf;https://entero.ru/manuals/412674/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-GES5HK.pdf;https://entero.ru/manuals/412702/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/412675/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf,,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241040&hash=063a2506b58c13a8,5.3 кг,,,1,1,гонконгские
https://cdn.entero.ru/mp@2x/dd/5e/dd5efc8eacde040b1b3e6cf6a9373ccb.jpg,Вафельница электрическая Airhot WT - 21 NUT для вафель орешков,Вафельница электрическая Airhot WT - 21 NUT для вафель орешков,19373,RUB,Да,Airhot,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/335052,"<p>Электрическая вафельница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/335052""><b class=""b"">Airhot WT - 21 NUT </b></a>используется на предприятиях общественного питания и торговли для выпекания вафель в форме орешков. Модель оснащена откидной крышкой с горизонтальной рукояткой и электромеханической панелью управления. Жарочные поверхности выполнены из литого алюминия с антипригарным покрытием.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Плавная регулировка температуры</li>
<li>Таймер для настройки длительности приготовления </li>
<li>Автоматический контроль заданной температуры</li>
<li>Светодиодные индикаторы питания и нагрева</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты 1 ячейки: 40х30х20 мм</li>
</ul>",335052,220 В,1.4 кВт,390 мм,340 мм,22 мм,8.25 кг,Китай,1,390x340x220 мм,0,https://entero.ru/manuals/492363/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20WT%20-%2021%20NUT.pdf,,,8 кг,,,1,21,орешки
https://cdn.entero.ru/mp@2x/33/dd/33dd829124e9f4ef25ba14d994e144f6.jpg;https://cdn.entero.ru/mp@2x/36/d3/36d3b3bd1b22b64cc5b8077609d71e80.jpg;https://cdn.entero.ru/mp@2x/04/9b/049b19cb6c9d59e54a5ce439d77b2aef.jpg;https://cdn.entero.ru/mp@2x/97/2d/972ddcaf7ed263c5f4ba0117da00dd4c.jpg;https://cdn.entero.ru/mp@2x/d2/6f/d26f4f42d50b30f9ea4e25e7e6a2eeb7.jpg,Вафельница Roller Grill GES 10,Вафельница Roller Grill GES 10,60053,RUB,Да,Roller Grill,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/20287,"<p>Вафельница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/20287"">Roller Grill GES 10</a></b> используется в домашних условиях, на предприятиях общественного питания и торговли для выпекания бельгийских вафель. Модель оснащена съемным поддоном для сбора избыточного теста. Корпус выполнен из нержавеющей стали, поверхность - из чугуна, ручки - из термостойкого материала.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Термостат</li>
<li>2 сигнальные лампы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 0 до 300 °C</li>
<li>Время приготовления: 2,5 мин.</li>
<li>Размер вафли: 100x170x22 мм</li>
</ul>",20287,220 В,1.6 кВт,305 мм,440 мм,230 мм,21.41 кг,Франция,1,380x380x480 мм,16,https://entero.ru/manuals/20561/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/360749/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Roller%20Grill%20GES%2010.pdf;https://entero.ru/manuals/360750/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Roller%20Grill%20GES%2010.pdf,63886,,19 кг,,,1,2,"бельгийские, прямоугольные"
https://cdn.entero.ru/mp@2x/b1/5d/b15dd89a71535ee68c9e2a1bc578b6ef.jpg;https://cdn.entero.ru/mp@2x/8c/58/8c58a90f9469adcf7229b3759f6b006a.jpg,Вафельница для UFO-бургеров Kocateq GH 15B UFO,Вафельница для UFO-бургеров Kocateq GH 15B UFO,9321,RUB,Да,Kocateq,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/367906,"<p>Вафельница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367906""><b class=""b"">Kocateq GH 15UFO</b></a> используется на предприятиях общественного питания и торговли для приготовления корейских UFO-бургеров в форме НЛО, а также для приготовления джелато панини: запечатывания замороженных десертов в булочке. Модель оснащена 2 рабочими поверхностями с антипригарным покрытием, аналоговой панелью управления и ножками. Сбалансированная верхняя форма гарантирует приготовление вафель с минимальными усилиями. Корпус выполнен из нержавеющей стали AISI 201, жарочная поверхность - из алюминия с антипригарным покрытием, ножки - из пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Таймер</li>
<li>Термостат</li>
<li>Звуковая сигнализация окончания времени выпечки</li>
<li>Кнопка вкл/выкл.</li>
<li>Световой индикатор</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура: от 50 °С до 250 °С</li>
<li>Время таймера: до 5 мин.</li>
<li>Размер бургера:
<ul>
<li>Диаметр: 115 мм</li>
<li>Толщина: 50 мм</li>
</ul>
</li>
<li>Диаметр рабочей поверхности: 185 мм</li>
<li>Частота: 50 Гц</li>
</ul>",367906,220 В,1.2 кВт,450 мм,250 мм,260 мм,6 кг,Ю. Корея,1,385x310x295 мм,0,https://entero.ru/manuals/497906/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20GH%2015B%20UFO_%20%C3%9810%20%D1%81%D0%BC.docx;https://entero.ru/manuals/497907/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,,,1,,нло-бургеры
https://cdn.entero.ru/mp@2x/30/42/30425321ca288d2a393b1cc0f041be2e.jpg,Вафельница для такояки Airhot TK-25,Вафельница для такояки Airhot TK-25,10687,RUB,Да,Airhot,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/122796,"<p>Аппарат для такояки <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122796"">Airhot TK-25</a></b> используется на предприятиях общественного питания и торговли для приготовления популярного, традиционного японского блюда такояки - шарики из жидкого теста с начинкой из отварного осьминога и других ингредиентов. Модель оснащена терморегулятором и 56 ячейками. Корпус выполнен из нержавеющей стали, рабочая поверхность - из чугуна с антипригарным покрытием.</p>

<p><span style=""color:#cc0000;"">Для подключения к питанию необходим штекер питания 16А, который в комплект поставки не входит и приобретается отдельно.</span></p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер рабочей поверхности: 260x260 мм</li>
<li>Диаметр шариков: 40 мм</li>
</ul>",122796,220 В,0.9 кВт,462 мм,470 мм,190 мм,6.1 кг,Китай,1,520x500x200 мм,0,https://entero.ru/manuals/129501/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20TK-25.pdf,11249,,5.6 кг,,,,56,такояки
https://cdn.entero.ru/mp@2x/6b/33/6b33ff52bdb6d3573893845ae44be44f.jpg,Вафельница Airhot WE-1SD THIN,WE-1SD,15275,RUB,Да,Airhot,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/131293,"<p>Вафельница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/131293""><b class=""b"">Airhot WE-1SD</b></a> используется на предприятиях общественного питания и торговли для выпекания тонких вафель. Модель оснащена терморегулятором и электронным таймером на 5 минут. Корпус выполнен из нержавеющей стали, жарочная поверхность - из чугуна с антипригарным покрытием.</p>

<p><b>Дополнительные характеристик</b>и:</p>

<ul>
<li>Температурный диапазон: от 50 до 300 °С</li>
<li>Время приготовления вафель: от 2 до 3 мин.</li>
<li>Диаметр рабочей поверхности: 210 мм</li>
<li>Габариты в упаковке: 540x400x290 мм</li>
</ul>",131293,220 В,2.4 кВт,500 мм,350 мм,260 мм,13 кг,Китай,1,540x400x290 мм,0,https://entero.ru/manuals/147342/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20WE-1SD.pdf,15911,,12 кг,,,2,2,"тонкие, круглые, рожок"
https://cdn.entero.ru/mp@2x/53/70/537091fbeb281650fd48073ef52e09b9.jpg,Вафельница Roller Grill GES 40,Вафельница Roller Grill GES 40,60523,RUB,Да,Roller Grill,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/20289,"<p>Вафельница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/20289"">Roller Grill GES 40</a></b> используется в домашних условиях, на предприятиях общественного питания и торговли для выпекания тонких вафель с мелким рисунком. Модель оснащена съемным поддоном для сбора избыточного теста. Корпус выполнен из нержавеющей стали, поверхность - из чугуна, ручки - из термостойкого материала.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Термостат</li>
<li>2 сигнальные лампы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 0 до 300 °C</li>
<li>Время приготовления: 2,5 мин.</li>
<li>Размер вафли: 250x250x4 мм</li>
</ul>",20289,220 В,1.6 кВт,305 мм,440 мм,230 мм,24 кг,Франция,1,405x540x330 мм,14,https://entero.ru/manuals/20562/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/360753/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Roller%20Grill%20GES%2040.pdf;https://entero.ru/manuals/360754/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Roller%20Grill%20GES%2040.pdf,63708,,19 кг,,,1,1,"квадратные, тонкие"
https://cdn.entero.ru/mp@2x/49/e4/49e496750aee075c01e69b8012da8418.jpg,Тарталетница Pavoni NEWCOOKMATIC,Тарталетница Pavoni NEWCOOKMATIC,219432,RUB,Да,Pavoni,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/32105,"<p>Тарталетница​ <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/32105""><b class=""b"">Pavoni COOKMATIC</b></a> используется в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания для формовки и выпечки основ (тарталеток) из песочного и слоеного теста различной формы и размера. Модель оснащена электронным таймером со звуковым сигналом окончания цикла выпечки.</p>

<p>Формы в комплект поставки не входят и приобретаются отдельно.</p>",32105,220 В,3.2 кВт,530 мм,440 мм,380 мм,32 кг,Италия,1,580x490x430 мм,0,https://entero.ru/manuals/71996/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/497229/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Pavoni%20COOKMATIC.pdf,228575,https://vk.com/video_ext.php?oid=-177656185&id=456240104&hd=2&autoplay=0,22 кг,700 шт./ч,,1,,тарталетки
https://cdn.entero.ru/mp@2x/d2/7e/d27eb5c2a5796bfec5b6a0510fa9fea1.jpg,Вафельница электрическая Hualian HХ-6 для гонконгских вафель,Вафельница электрическая Hualian HХ-6 для гонконгских вафель,7473,RUB,Да,Hualian,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/289651,"<p>Вафельница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/289651""><b class=""b"">Hualian HХ-6 </b></a>используется на предприятиях общественного питания и торговли для выпекания гонконгских вафель в форме 6-гранника с рельефной поверхностью в виде полусферических выпуклостей. Модель оснащена откидной крышкой, пъедесталом и электромеханической панелью управления. Корпус выполнен из нержавеющей стали, жарочные поверхности – из чугуна с антипригарным тефлоновым покрытием, рукоятки – из дерева.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Плавная регулировка температуры</li>
<li>Таймер для настройки длительности приготовления </li>
<li>Автоматический контроль заданной температуры</li>
<li>Светодиодный индикатор нагрева</li>
<li>Выключатель колыбельного типа</li>
<li>Регулируемые по высоте опоры</li>
<li>Длинные термоизолированные рукоятки для безопасного захвата </li>
<li>Эргономичный современный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Средняя длительность выпекания1 порции: от 3 до 4 мин.</li>
</ul>",289651,220 В,1.415 кВт,225 мм,420 мм,290 мм,6.5 кг,Китай,1,485x295x315 мм,0,,8792,,5.3 кг,,,1,1,гонконгские
https://cdn.entero.ru/mp@2x/6a/83/6a8324cb0775d3d0216738bcc98d0f1c.jpg;https://cdn.entero.ru/mp@2x/61/9a/619a3a5dae0da0bf74db26313b5f67f9.jpg,Вафельница VIATTO HCB-1,Вафельница VIATTO HCB-1,7770,RUB,Да,VIATTO,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/92748,"<p>Вафельница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/92748"">VIATTO HCB-1</a></b> используется на предприятиях общественного питания и торговли для приготовления тонких вафель для рожка. Модель оснащена терморегулятором и таймером. Рабочие поверхности имеют антипригарное покрытие.</p>

<p>В комплект поставки входит деревянный конус.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 1 кВт</li>
</ul>",92748,220 В,,250 мм,360 мм,270 мм,7.4 кг,Китай,1,250x360x270 мм,0,https://entero.ru/manuals/86272/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20VIATTO.pdf;https://entero.ru/manuals/398380/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20HCB-1.pdf;https://entero.ru/manuals/398381/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20VIATTO%20HCB-1.pdf;https://entero.ru/manuals/398382/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%D0%BD%D0%B0%20VIATTO%20HCB-1.pdf,,,6.4 кг,,,1,1,"рожок, круглые, тонкие"
https://cdn.entero.ru/mp@2x/c0/ab/c0abb92c622a8c0bb97bcd143963f659.jpg;https://cdn.entero.ru/mp@2x/82/56/825659f6baa5d20fbb68020384b59f4a.jpg,Вафельница Airhot WE-1S THIN,Вафельница Airhot WE-1S THIN,8143,RUB,Да,Airhot,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/52198,"<p>Вафельница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52198""><b class=""b"">Airhot WE-1S</b></a> используется на предприятиях общественного питания и торговли для выпекания тонких вафель. Модель оснащена терморегулятором и электронным таймером. Корпус выполнен из нержавеющей стали, жарочная поверхность - из чугуна с антипригарным покрытием.</p>

<p>В комплект поставки входит деревянный конус.</p>

<p><b>Дополнительные характеристик</b>и:</p>

<ul>
<li>Время приготовления вафель: от 2 до 3 мин.</li>
<li>Диаметр рабочей поверхности: 210 мм</li>
<li>Толщина вафли: 3 мм</li>
</ul>",52198,220 В,1.2 кВт,250 мм,360 мм,260 мм,7.1 кг,Китай,1,310x405x290 мм,0,https://entero.ru/manuals/96097/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Airhot%20WE-1S.pdf;https://entero.ru/manuals/96096/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20WE-1S.pdf,,,6.4 кг,,,1,1,"тонкие, круглые"
https://cdn.entero.ru/mp@2x/6a/9c/6a9c9a455801398590d8fda83a576d13.jpg,Вафельница электрическая Hualian HWB-1S для бельгийских вафель,Вафельница электрическая Hualian HWB-1S для бельгийских вафель,10755,RUB,Да,Hualian,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/289650,"<p>Вафельница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/289650""><b class=""b"">Hualian HWB-1S1 </b></a>используется на предприятиях общественного питания и торговли для выпекания объемных бельгийских вафель квадратной формы. Модель оснащена откидной крышкой с горизонтальной рукояткой и электромеханической панелью управления. Корпус выполнен из нержавеющей стали, жарочные поверхности – из чугуна с антипригарным тефлоновым покрытием, накладка на рукоятке – из термостойкого пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Плавная регулировка температуры</li>
<li>Таймер для настройки длительности приготовления </li>
<li>Автоматический контроль заданной температуры</li>
<li>Светодиодный индикатор нагрева</li>
<li>Выключатель колыбельного типа</li>
<li>Регулируемые по высоте опоры</li>
<li>Термоизолированная рукоятка для безопасного захвата </li>
<li>Эргономичный современный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон рабочей температуры: от 50 до 300 °С</li>
<li>Средняя длительность выпекания 1 порции: от 2,5 до 3 мин.</li>
<li>Габариты 1 сегмента секции: 10х10 мм</li>
</ul>",289650,220 В,1.6 кВт,282 мм,380 мм,230 мм,,Китай,,,0,,,,7 кг,,,1,4,"бельгийские, квадратные"
