Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Конструкция,Загрузка,Объем бункера
https://cdn.entero.ru/mp@2x/7f/ea/7feae9197870308e601ab732101a8d89.jpg,Фаршемешалка Hualian BWL-50,Фаршемешалка Hualian BWL-50,150222,RUB,Да,Hualian,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/109326,"<p>Фаршемешалка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/109326"">Hualian BWL-50</a></b> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для перемешивания измельченного мяса или рыбы в однородную смесь. Модель оснащена шнековым смесителем, что позволяет получить фарш однородной консистенции. Оборудование состоит из станины, дежи, редуктора, выгрузного механизма и крышки. Все детали, контактирующие с продуктом, выполнены из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Время замеса: 30 мин.</li>
</ul>",109326,электрическая,380 В,1.1 кВт,450 мм,860 мм,900 мм,,,,0,,161529,,165 кг,,Китай,напольная,50 кг,
https://cdn.entero.ru/mp@2x/22/14/2214e0930219430e8bbb8dbff79ba70c.jpg,Фаршeмешалка Airhot MME-100,Фаршeмешалка Airhot MME-100,208882,RUB,Да,Airhot,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/112211,"<p>Фаршемешалка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/112211""><b class=""b"">Airhot MMЕ-100</b></a> используется на предприятиях общественного питания и торговли для перемешивания различных видов фарша до однородной консистенции, а также для смешивания творога и овощной смеси. Модель оснащена опрокидываемой дежой и защитной решеткой с датчиком открывания. Корпус и ёмкость выполнены из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Производительность: 475 кг/ч</li>
<li>Максимальная скорость вращения шнека: 35 об/мин.</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",112211,электрическая,220 В,2 кВт,1010 мм,556 мм,1100 мм,,,,0,https://entero.ru/manuals/110887/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20MME-100.pdf,224604,,223 кг,,Китай,напольная,100 кг,125 л
https://cdn.entero.ru/mp@2x/57/66/5766c268f42b410443d1e3ac6a8926f8.jpg,Фаршeмешалка Airhot MME-70,Фаршeмешалка Airhot MME-70,193134,RUB,Да,Airhot,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/115592,"<p>Фаршемешалка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/115592"">Airhot MME-70</a></b> используется на предприятиях общественного питания и торговли для перемешивания различных видов фарша до однородной консистенции, а также для смешивания творога и овощной смеси. Модель оснащена опрокидываемой дежой и защитной решеткой с датчиком открывания. Корпус и ёмкость выполнены из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Производительность: 350 кг/ч</li>
<li>Максимальная скорость вращения шнека: 35 об/мин.</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",115592,электрическая,220 В,1.98 кВт,860 мм,510 мм,1100 мм,,,,0,https://entero.ru/manuals/114962/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20MME-70.pdf,,,178 кг,,Китай,напольная,70 кг,85 л
https://cdn.entero.ru/mp@2x/f1/98/f198aa1c46bc30e9d4a877c006d0092b.jpg,Фаршемешалка Apach AMK50 220В,amk50 1ф.,248774,RUB,Да,Apach,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/118346,"<p>Фаршемешалка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/118346""><b class=""b"">Apach AMK50</b></a> используется на предприятиях общественного питания и торговли для перемешивания измельченного мяса или рыбы в однородную смесь. Вымешивающее устройство лопастного типа позволяет получить фарш однородной консистенции. Модель оснащена крышкой с микровыключателем и функцией реверса. Корпус и съемная лопасть выполнены из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество лопастей: 1</li>
<li>Габариты в упаковке: 950х665х795 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",118346,электрическая,220 В,1.1 кВт,750 мм,465 мм,595 мм,,,,0,https://entero.ru/manuals/291708/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Apach%20AMK50%20220%D0%92.pdf;https://entero.ru/manuals/291709/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20AMK50%20220%D0%92.pdf;https://entero.ru/manuals/291711/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach.pdf;https://entero.ru/manuals/521844/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,59 кг,,Италия,напольная,50 кг,
https://cdn.entero.ru/mp@2x/10/2b/102b8614f3478115881a5af2a70d0a79.jpg,Фаршемешалка Airhot MME-11,Фаршемешалка Airhot MME-11,45986,RUB,Да,Airhot,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/58974,"<p>Фаршемешалка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/58974""><b class=""b"">Airhot MMЕ-11</b></a> используется на предприятиях общественного питания и торговли для перемешивания различных видов фарша до однородной консистенции, а также для смешивания творога и овощной смеси. Модель оснащена блоком зубчатой передачи, который обеспечивает низкий уровень шума. Корпус и ёмкость выполнены из нержавеющей стали.</p>",58974,электрическая,220 В,0.3 кВт,825 мм,320 мм,490 мм,,,,0,https://entero.ru/manuals/96244/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Airhot%20MME-11.pdf;https://entero.ru/manuals/96245/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20MME-11.pdf,49985,,,,Китай,настольная,7.5 кг,
https://cdn.entero.ru/mp@2x/2f/aa/2faa72720dc9eb14ceda43029e83081b.jpg,Фаршемешалка Apach AMK50 380В,amk50 3ф./148734,243590,RUB,Да,Apach,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/118347,"<p>Фаршемешалка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/118347""><b class=""b"">Apach AMK50</b></a> используется на предприятиях общественного питания и торговли для перемешивания измельченного мяса или рыбы в однородную смесь. Вымешивающее устройство лопастного типа позволяет получить фарш однородной консистенции. Модель оснащена крышкой с микровыключателем и функцией реверса. Корпус и съемная лопасть выполнены из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество лопастей: 1</li>
<li>Габариты в упаковке: 950х665х795 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",118347,электрическая,380 В,1.472 кВт,750 мм,465 мм,595 мм,,,,0,https://entero.ru/manuals/291705/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Apach%20AMK50%20380%D0%92.pdf;https://entero.ru/manuals/291706/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20AMK50%20380%D0%92.pdf;https://entero.ru/manuals/521854/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,261925,,59 кг,,Италия,настольная,50 кг,
https://cdn.entero.ru/mp@2x/27/8e/278e01f9b2ae634bb305cb7f52732a29.jpg;https://cdn.entero.ru/mp@2x/9e/79/9e79de90c9c3c5f716eac54b728cad34.jpg,Фаршемешалка ТОРГМАШ (Барановичи) МПФ-30.В1,Фаршемешалка ТОРГМАШ (Барановичи) МПФ-30.В1,148657,RUB,Да,ТОРГМАШ (Барановичи),Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/314675,"<p>Фаршемешалка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/314675""><b class=""b"">БЕЛТОРГМАШ МПФ-30.В1</b></a> используется на предприятиях общественного питания и торговли для равномерного перемешивания измельченных продуктов для приготовления различных начинок, салатов, фарша и перемешивания сухих фруктов, орехов и трав. Модель оснащена функцией реверс и крышкой с отверстиями-дозаторами и концевым выключателем. Корпус и ворошитель выполнены из высококачественной нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Длина кабеля: 2,5 м</li>
<li>Занимаемая площадь: 0,25 м<sup>2</sup></li>
</ul>",314675,,,1.47 кВт,676 мм,330 мм,605 мм,,,,0,,,,53 кг,Беларусь,Беларусь,,,39 л
https://cdn.entero.ru/mp@2x/0b/c6/0bc69ddfc0a9ea91b9d69e9de81533c0.jpg;https://cdn.entero.ru/mp@2x/c3/92/c392b7ad95a00e0e1c41f32efcc97868.jpg;https://cdn.entero.ru/mp@2x/dc/44/dc44f64314c4620ad749c66e51807045.jpg;https://cdn.entero.ru/mp@2x/e0/72/e072995fc29dfd54e22f427ac30c0d97.jpg;https://cdn.entero.ru/mp@2x/de/b7/deb788fffcde59840b760ecb9bdc5be8.jpg;https://cdn.entero.ru/mp@2x/b7/b4/b7b438a2776a721ed178863178cc3056.jpg;https://cdn.entero.ru/mp@2x/b2/68/b268133fb92fb3eafe570586f604763f.jpg;https://cdn.entero.ru/mp@2x/4d/37/4d37ac32c1504aacb78d5dcedaec41b2.jpg;https://cdn.entero.ru/mp@2x/1f/dc/1fdc62080e8120aa4a00ca0cb9a4acb6.jpg;https://cdn.entero.ru/mp@2x/4c/b2/4cb22a23e21d581a0e890dc694435f13.jpg;https://cdn.entero.ru/mp@2x/d8/70/d8702bbada44fa79528a0d686dd99b7c.jpg;https://cdn.entero.ru/mp@2x/38/76/3876695604bda1e00248420dcf6a89b3.jpg,Фаршемешалка Foodatlas YBX-30,YBX-30 Foodatlas,102931,RUB,Да,Foodatlas,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/250128,"<p>Фаршемешалка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/250128""><b class=""b"">Foodatlas YBX-30</b></a> используется на предприятиях общественного питания и торговли для перемешивания мясного и овощного фарша. Модель оснащена опорной рамой, электродвигателем, опрокидывающейся дежей с крышкой, редуктором и месильным органом с 4 лопастями. Все детали, контактирующие с продуктами, выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматическая выгрузка готового фарша</li>
<li>Тип передачи:
<ul>
<li>Ременная - от электродвигателя к редуктору</li>
<li>Цепная - от редуктора к шестерни оси месильного органа</li>
</ul>
</li>
<li>Функция реверса</li>
<li>Концевой выключатель для автоматической остановки при поднятии крышки дежи</li>
<li>Защитное отключение при отключении питания</li>
<li>Кнопка экстренной остановки</li>
<li>Быстро снимающийся рабочий орган позволяет удобно производить санитарную обработку и использовать различные лопасти </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: 50 Гц</li>
<li>Температура окружающей среды: до 45° С</li>
<li>Влажность: до 85 %</li>
<li>Максимальное время работы: 8 ч/день</li>
<li>Время замеса: 20 мин.</li>
<li>Производительность: 50 кг/час</li>
<li>Угол разворота лопасти относительно вала: 45°</li>
<li>Скорость вращения месильного органа: 75 об./мин.</li>
<li>Габариты дежи: 420x330x360 мм</li>
</ul>",250128,электрическая,220 В,1.1 кВт,660 мм,430 мм,820 мм,89 кг,1,710x500x920 мм,0,https://entero.ru/manuals/306590/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20YBX-30.pdf,,,73 кг,,Китай,напольная,15 кг,30 л
https://cdn.entero.ru/mp@2x/b9/b5/b9b5282f90cbcddc78653af442021772.jpg,Фаршемешалка Hurakan HKN-MM50A,Фаршемешалка Hurakan HKN-MM50A,157811,RUB,Да,Hurakan,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/245825,"<p>Фаршемешалка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/245825"">Hurakan HKN-MM50A</a></b> используется на предприятиях общественного питания и торговли для перемешивания мясного, рыбного и колбасного фарша и доведения его до однородной консистенции. Модель оснащена 4 колесами, 2 из которых с тормозом. Корпус выполнен из нержавеющей стали.</p>",245825,электрическая,220 В,0.75 кВт,720 мм,510 мм,1050 мм,166 кг,1,790x580x1090 мм,0,https://entero.ru/manuals/417092/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/454773/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-MM50A.pdf;https://entero.ru/manuals/484316/%D0%94%D0%B5%D1%82%D0%B0%D0%BB%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B0%20%D0%BD%D0%B0%20Hurakan%20HKN-MM50A.pdf,,,136 кг,,Китай,напольная,35 кг,50 л
https://cdn.entero.ru/mp@2x/28/c4/28c4770441124c7735689db9185e2d51.jpg,Фаршемешалка Hualian BWL-50 (HRF),Фаршемешалка Hualian BWL-50 (HRF),142968,RUB,Да,Hualian,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/344659,"<p>Фаршемешалка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344659"">Hualian BWL-50 (HRF)</a></b> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для перемешивания измельченного мяса или рыбы в однородную смесь. Модель оснащена спиральным месильным органом с расположенными на нем лопатками, что позволяет получить фарш однородной консистенции. Оборудование состоит из станины, дежи, редуктора, механического выгрузного механизма и крышки. Все детали, контактирующие с продуктом, выполнены из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость вращения: 52 об/мин.</li>
<li>Время замеса: от 15 до 30 мин.</li>
<li>Габариты в упаковке: 1080х600х1100 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",344659,электрическая,380 В,1.1 кВт,860 мм,450 мм,900 мм,174 кг,1,1080x600x1100 мм,0,,,,,,Китай,напольная,35 кг,50 л
https://cdn.entero.ru/mp@2x/e0/5b/e05b550e5b9c364fc970439918e07e0f.jpg,Фаршемешалка Hualian BWL-100,Фаршемешалка Hualian BWL-100,322736,RUB,Да,Hualian,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/291653,"<p>Фаршемешалка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/291653"">Hualian BWL-100</a> </b>используется на предприятиях общественного питания и торговли для равномерного перемешивания ингридиентов для приготовления мясного фарша, паштетов, салатов и различных начинок. Модель оснащена электродвигателем, несъемной дежой, подвижной горизонтальной осью с месильным органом в форме спирали, защитной откидной крышкой с рукояткой и кнопочной панелью управления. Все соприкасающиеся с продуктом компоненты изготовлены из высококачественной нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Механизм наклона дежи для удобства выгрузки продукта и очистки</li>
<li>Быстрый демонтаж месильного органа путем ослабления крепежных винтов</li>
<li>Устойчивая база</li>
<li>Простое управление</li>
<li>Безопасная эксплуатация</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота вращения месильного органа: 52 об/мин.</li>
</ul>",291653,электрическая,380 В,1.5 кВт,1080 мм,480 мм,1100 мм,,,,0,,336183,,,Китай,Китай,напольная,70 кг,100 л
https://cdn.entero.ru/mp@2x/54/a0/54a08cd1bd7673a660f3b9d466dd9ea7.jpg,Фаршемес вакуумный Foodatlas ZKBX-150,Фаршемес вакуумный Foodatlas ZKBX-150,602053,RUB,Да,Foodatlas,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/319740,"<p>Фаршемес <a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/319740""><b class=""b"">Foodatlas ZKBX-150</b></a> используется на предприятиях общественного питания и торговли для перемешивания мясного и овощного фарша в безвоздушной среде. Модель оснащена вакуумным насосом и электронной панелью управления. Корпус, дежа, крышка и рабочий орган выполнены из нержавеющей стали, упаковка - фанерный ящик.</p>

<p><span style=""color:#FF0000;"">Воздушный компрессор в комплект поставки не входит и приобретается отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Тип рабочего органа: лопастной</li>
<li>Тип передачи: шестеренчатая</li>
<li>Ручная загрузка / выгрузка продукта</li>
<li>Регулировка степени разрежения</li>
<li>Реверс</li>
<li>Функция аварийного отключения</li>
<li>Устройство защиты персонала</li>
<li>Концевые выключатели крышки и дежи</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: до 270 кг/ч</li>
<li>Время вакуумации: 2 мин.</li>
<li>Время производственного цикла: 20 мин.</li>
<li>Скорость вращения рабочего органа: 35 об./мин.</li>
<li>Степень вакуума: 0,08 мПа</li>
<li>Мощность вакуумного насоса: 0,75 кВт</li>
<li>Производительность вакуумного насоса: до 20 м<sup>3/</sup>ч</li>
<li>Габариты дежи: 910х620х390 мм</li>
<li>Габариты в упаковке: 1560х840х1480 мм</li>
</ul>",319740,электрическая,380 В,1.5 кВт,1460 мм,740 мм,1380 мм,200 кг,1,1560x840x1480 мм,0,https://entero.ru/manuals/384250/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20ZKBX-150.pdf;https://entero.ru/manuals/384251/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,640482,,160 кг,,Китай,напольная,90 кг,150 л
