Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Назначение,Вес (с упаковкой),Линия 700,Линия 900,Оснащение,Формат,Тип гастроемкости,Материал каркаса,Тип подставки,Количество рядов направляющих,Количество уровней направляющих,Направляющие под посудомоечные кассеты 500x500 мм,Тип посудомоечных кассет
https://cdn.entero.ru/mp@2x/17/3b/173b4234a5c9ef52587be6de211a6509.jpg,Подставка UNOX XWVRC-0711-H,Подставка UNOX XWVRC-0711-H,49214,RUB,Да,UNOX,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/118028,"<p>Высокая подставка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/118028"">UNOX XWVRC-0711-H</a></b> предназначена для установки на нее пароконвектоматов серии ChefTop Mind.Maps XEVC, рассчитанных на работу с гастроемкостями GN 1/1 (530х325 мм) на предприятиях общественного питания и торговли, в пекарнях и кондитерских. Модель оснащена направляющими, с помощью которых можно организовать кухонное пространство максимально удобно, рационально используя рабочие площади.</p>

<p>Листы для выпечки в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Расстояние между направляющими: 60 мм</li>
</ul>",118028,732 мм,546 мм,752 мм,22 кг,Италия,1,780x600x220 мм,0,https://entero.ru/manuals/510220/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%83%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B5%20UNOX%20XWVRC-0711-H.pdf;https://entero.ru/manuals/510221/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20UNOX%20XWVRC-0711-H.pdf,53493,,,под пароконвектомат,,,,,подставка,GN 1/1,,открытый,1,7,,
https://cdn.entero.ru/mp@2x/3a/2a/3a2aa3362aa7a6816ef4b845436e4929.jpg;https://cdn.entero.ru/mp@2x/c8/e1/c8e1e84b60399e0d485b8346fac96d96.jpg,Подставка Luxstahl для ПИ-4-98,ПИ 4-98 мко009,15947,RUB,Да,Luxstahl,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/92380,"<p>Подставка используется на предприятиях общественного питания и торговли для установки на нее индукционной плиты <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/92380""><b class=""b"">Luxstahl ПИ-4-98</b></a> и хранения кухонного оборудования, посуды и сухих продуктов. Модель оснащена регулируемыми по высоте ножками. Корпус выполнен из нержавеющей трубы AISI 430 40x40 мм.</p>",92380,800 мм,860 мм,600 мм,,Россия,,,0,https://entero.ru/manuals/270317/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Luxstahl.pdf;https://entero.ru/manuals/409551/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,17147,,,под индукционную плиту,,,,,подставка,,нерж. сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/ae/7f/ae7fe36746fe958fdd294806addd2e2a.jpg,Подставка для кипятильника Дебис КНЭ,Подставка для кипятильника Дебис КНЭ,6302,RUB,Да,Дебис,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/40185,"<p>Подставка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/40185""><b class=""b"">Дебис</b></a> предназначена для кипятильников серии <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/40185""><b class=""b"">КНЭ</b></a>.</p>",40185,540 мм,330 мм,545 мм,,Россия,,,0,,,,7.5 кг,под кипятильник,,,,,подставка,,,открытый,,,,
https://cdn.entero.ru/mp@2x/39/bf/39bfa5d9ee7d1959d2414373e2390595.jpg;https://cdn.entero.ru/mp@2x/b1/b6/b1b6120a361cb45348dc2d1ae475bcd2.jpg,Подставка ATESY ПДЭ-С-500.500.500-02,Подставка под эл.мех. ПДЭ-С-500.500.500-02,10085,RUB,Да,ATESY,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/118140,"<p>Подставка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/118140"">ATESY ПДЭ-С-500.500.500-02</a></b> используется на предприятиях общественного питания и торговли для установки электромеханического оборудования, такого как мясорубки и овощерезки. Столешница, полка и ножки в виде уголка выполнены из нержавеющей стали AISI 430 толщиной 0,8 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Выдвижная полка идеально подходит для установки емкости для сбора обработанных продуктов, значительно экономит рабочее пространство на кухне</li>
<li>Размеры полки позволяют устанавливать на нее гастроемкости GN 1/1 или кастрюли объемом 30-40 л</li>
<li>Края столешницы и все кромки изделий с подгибом, что полностью исключает получение травмы персоналом при сборке, эксплуатации и санитарной обработке</li>
<li>Регулируемые по высоте опоры ножек позволяют устранить возможные неровности пола</li>
<li>Разборная конструкция экономит место при транспортировке</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Нагрузка:
<ul>
<li>На столешницу: не более 150 кг</li>
<li>На полку: не более 70 кг</li>
</ul>
</li>
<li>Размеры выдвижной полки: 415х400х380 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Мясорубка и гастроемкость, изображенные на фото, в комплект поставки не входят.</span></em></p>",118140,500 мм,500 мм,500 мм,,Россия,,,0,https://entero.ru/manuals/120192/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%9F%D0%94%D0%AD-%D0%A1-500.500.500-02.pdf;https://entero.ru/manuals/120193/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/280547/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,,,11.1 кг,под мясорубку,,,,,подставка,,нерж. сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/8c/64/8c641fb011e0a061e9b58d740f0070a7.jpg,Подставка Abat ПМП-40-01,21000080724,9488,RUB,Да,Abat,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/97438,"<p>Подставка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/97438"">Abat ПМП-40-01</a></b> используется для установки на нее различного оборудования 700 и 900 серий на предприятиях общественного питания и торговли. Модель оснащена регулируемыми по высоте ножками с резиновыми вставками.</p>

<p>Конструкция разборная, столешница выполнена из нержавеющей стали, ножки и основание покрыты порошковой краской.</p>",97438,400 мм,600 мм,860 мм,,Россия,,,0,https://entero.ru/manuals/87194/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Abat%20%D0%9F%D0%9C%D0%9F-40-01.docx;https://entero.ru/manuals/87193/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/413649/%D0%A1%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Abat%20%D0%9F%D0%9C%D0%9F-40-01.pdf;https://entero.ru/manuals/510887/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,16.3 кг,универсальная,,,,,подставка,,окрашенная сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/7b/c6/7bc6f71fd228e4d27a0b4263ef859dea.jpg,Подтоварник VIATTO ПКИ-400-ЮТ,ПКИ-400-ЮТ VIATTO,4355,RUB,Да,VIATTO,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/97014,"<p>Подтоварник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/97014""><b class=""b"">VIATTO ПКИ-400-ЮТ </b></a>предназначена для использования на предприятиях общественного питания и торговли. Разборный каркас выполнен из оцинкованной стали, столешница - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 400x400x125 мм</li>
</ul>",97014,400 мм,400 мм,420 мм,,Россия,,,22,https://entero.ru/manuals/360223/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/498774/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20%D0%9F%D0%9A%D0%98-400-%D0%AE%D0%A2.pdf,6049,,13 кг,,,,,,подтоварник,,оцинкованная сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/7d/e3/7de3e59082e9628d84e2f39fb2976b85.jpg,Подтоварник Техно-ТТ ПТ-500/1,ПТ500/1,8340,RUB,Да,Техно-ТТ,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/92995,"<p>Подтоварник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/92995"">Техно-ТТ ПТ-500/1</a></b> используется на предприятиях общественного питания и торговли для хранения сухих продуктов, посуды, различного кухонного инвентаря и оборудования. Низкая посадка и дополнительная пара ножек, оснащенные завернутой в середину лапкой, обеспечивают повышенную устойчивость. Сварной каркас выполнен из литого металлического уголка 40х40, покрытого порошковой краской, столешница - из древесины, обработанной антисептиком.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка: 500 кг</li>
<li>Объем упаковки: 0,20 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",92995,500 мм,1000 мм,300 мм,,Россия,,,0,https://entero.ru/manuals/80574/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%9F%D0%A2-500_1.doc;https://entero.ru/manuals/100638/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,10974,,6.8 кг,универсальная,,,,,подтоварник,,окрашенная сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/c3/bf/c3bf4bdbc960bd93a1c580d2cf1d8b57.jpg,Подставка Техно-ТТ СПИ-033/807,93426,15145,RUB,Да,Техно-ТТ,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/66543,"<p>Подставка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/66543"">Техно-ТТ СПИ-033/807</a></b> предназначена для установки на неё индукционных плит <a href=""https://entero.ru/item/51413"">ИПП-410134</a>, <a href=""https://entero.ru/item/109035"">ИПК-410114</a>, грилей <a href=""https://entero.ru/item/87319"">ИПГ-240184</a>, <a href=""https://entero.ru/item/109058"">ИПГ-240164</a> и нейтральных модулей СПН-90/800 и <a href=""https://entero.ru/item/98427"">МН-91/800</a>, а также для хранения кухонного инвентаря на предприятиях общественного питания и торговли. Модель оснащена 1 сплошной полкой и регулируемыми по высоте ножками, что позволяет компенсировать неровности пола. Разборный каркас и полка выполнены из нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем упаковки: 0,04 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",66543,800 мм,700 мм,550 мм,,Россия,,,0,https://entero.ru/manuals/77968/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%A1%D0%9F%D0%98-033_807.docx;https://entero.ru/manuals/100599/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,16112,,11.6 кг,под индукционную плиту,,,,полка,подставка,,нерж. сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/1c/c7/1cc7f3e38a3e82d23172279ed4eaf0b8.jpg,Подставка Luxstahl для ПИ 6-912,ПИ 4-98 мко011,21353,RUB,Да,Luxstahl,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/93219,"<p>Подставка используется на предприятиях общественного питания и торговли для установки на нее индукционной плиты <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/93219""><b class=""b"">Luxstahl ПИ 6-912</b></a> и хранения кухонного оборудования, посуды и сухих продуктов. Модель оснащена регулируемыми по высоте ножками. Корпус выполнен из нержавеющей трубы AISI 430 40x40 мм.</p>",93219,,,,,Россия,,,0,https://entero.ru/manuals/270319/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Luxstahl.pdf;https://entero.ru/manuals/409552/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,под индукционную плиту,,,,полка,подставка,,нерж. сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/dd/f2/ddf2b373bfa23039e1364f41a1fcb6be.jpg,Подставка под кипятильник ATESY ПК-Б-400.400.870-02,Подставка под кипятильник ПК-Б-400.400.870-02 (ПК-870),5362,RUB,Да,ATESY,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/120805,"<p>Подставка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/120805"">ATESY ПК-Б-400.400.870-02</a></b> серии Бюджет используется на предприятиях общественного питания и торговли для установки электрокипятильников. Изделие выполнено из оцинкованной стали толщиной 1,2 мм.</p>

<p>В комплект поставки входят кронштейны для крепления подставки к полу и стене.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Обеспечивает удобное подключение к коммуникациям за счет наличия отверстия в столешнице</li>
<li>Регулируемые по высоте ножки позволяют устранить возможные неровности пола</li>
<li>Разборная конструкция экономит место при транспортировке</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Макс. равномерно распределенная нагрузка на крышку: 40 кг</li>
<li>Макс. размер размещаемого кипятильника: 400х400 мм</li>
</ul>",120805,400 мм,400 мм,870 мм,,Россия,,,0,https://entero.ru/manuals/125102/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%9F%D0%9A-%D0%91-400.400.870-02.pdf;https://entero.ru/manuals/125103/%D0%93%D0%B0%D0%B1%D0%B0%D1%80%D0%B8%D1%82%D0%BD%D1%8B%D0%B9%20%D1%87%D0%B5%D1%80%D1%82%D0%B5%D0%B6%20ATESY%20%D0%9F%D0%9A-%D0%91-400.400.870-02.pdf;https://entero.ru/manuals/125104/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/280545/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,,,7.5 кг,под кипятильник,,,,,подставка,,оцинкованная сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/c9/e7/c9e71149f200e9d2b99561587bff6542.jpg;https://cdn.entero.ru/mp@2x/5b/d7/5bd7516c2a4f2c36c891ec5b8b1385c9.jpg,Подтоварник Техно-ТТ ПТ-906/3,ПТ906/3,17415,RUB,Да,Техно-ТТ,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/92990,"<p>Подтоварник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/92990"">Техно-ТТ ПТ-906/3</a></b> используется на предприятиях общественного питания и торговли для хранения сухих продуктов, посуды, различного кухонного инвентаря и оборудования. Низкая посадка и дополнительная пара ножек обеспечивают повышенную устойчивость. Каркас выполнен из трубы 40х40 из нержавеющей стали AISI 430, столешница - из нержавеющей стали AISI 430. Поставляется в разобранном виде.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка: 500 кг</li>
<li>Объем упаковки: 0,16 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",92990,900 мм,600 мм,300 мм,,Россия,,,0,https://entero.ru/manuals/80569/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%9F%D0%A2-906_3.doc;https://entero.ru/manuals/100645/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,,,17.3 кг,универсальная,,,,,подтоварник,,нерж. сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/44/33/443348dea61684c4a2d04ddf9dfdb149.jpg;https://cdn.entero.ru/mp@2x/50/1f/501f4d7204b0bc62d7546f517d7feb82.jpg,Подставка Radax RS8677H7S,Подставка Radax RS8677H7S,28416,RUB,Да,Radax,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/152704,"<p>Подставка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/152704"">Radax RS8677H7S</a></b> используется совместно с пароконвектоматами <a href=""https://entero.ru/search.php?text=%D0%9F%D0%B0%D1%80%D0%BE%D0%BA%D0%BE%D0%BD%D0%B2%D0%B5%D0%BA%D1%82%D0%BE%D0%BC%D0%B0%D1%82+Radax+TOLSTOY+TL05"">TL</a><a href=""https://entero.ru/search.php?text=%D0%9F%D0%B0%D1%80%D0%BE%D0%BA%D0%BE%D0%BD%D0%B2%D0%B5%D0%BA%D1%82%D0%BE%D0%BC%D0%B0%D1%82+Radax+TOLSTOY+TL12"">12</a> и <a href=""https://entero.ru/search.php?text=%D0%9F%D0%B0%D1%80%D0%BE%D0%BA%D0%BE%D0%BD%D0%B2%D0%B5%D0%BA%D1%82%D0%BE%D0%BC%D0%B0%D1%82+Radax+CHEKHOV+CC06"">CC</a><a href=""https://entero.ru/search.php?text=%D0%9F%D0%B0%D1%80%D0%BE%D0%BA%D0%BE%D0%BD%D0%B2%D0%B5%D0%BA%D1%82%D0%BE%D0%BC%D0%B0%D1%82+Radax+CHEKHOV+CC10"">10</a>.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Допустимая нагрузка: 6 противней 600x400 - GN 1/1</li>
<li>Расстояние между уровнями: 80 мм</li>
</ul>

<p> </p>",152704,865 мм,770 мм,700 мм,,Россия,,,0,https://entero.ru/manuals/181446/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Radax.pdf,,,24.6 кг,под пароконвектомат,,,,,подставка,,,открытый,1,,,
https://cdn.entero.ru/mp@2x/d8/75/d8750a738e952b3959d4b02bbf6d59c3.jpg,Подставка Abat ПК-8-02,11000009828,21600,RUB,Да,Abat,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/47608,"<p>Подставка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/47608"">Abat ПК-8-02</a></b> используется совместно с пароконвектоматами <a href=""https://entero.ru/item/65981"">ПКА-6-1/3П</a>, <a href=""https://entero.ru/item/47614"">ПКА-6-1/2П</a> и конвекционными печами КПП-1/2 на предприятиях общественного питания и торговли. Модель оснащена регулируемыми по высоте ножками.</p>

<p>Конструкция разборная, выполнена из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость гастроемкостей: 8х GN 1/2 (325x265 мм)</li>
</ul>",47608,520 мм,660 мм,800 мм,,Россия,,,0,https://entero.ru/manuals/105623/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Abat%20%D0%9F%D0%9A-8-02.pdf;https://entero.ru/manuals/105622/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Abat%20%D0%9F%D0%9A-8-02.doc;https://entero.ru/manuals/510829/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,23226,,21 кг,под пароконвектомат,,,,,подставка,противни 325x265 мм,нерж. сталь,открытый,1,8,,
