Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Назначение,Камбузное оборудование,Количество полок,Материал полок,Конструкция дверей,Максимальная нагрузка на полку,Для хлеба
https://cdn.entero.ru/mp@2x/3d/38/3d388c7248925ea779c2d78952dc2747.jpg,Шкаф кухонный Assum ШХ-810/480/1800 (нерж. сталь),ШХ-810/480/1800,31606,RUB,Да,Assum,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/235646,"<p>Шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/235646""><b class=""b"">Assum ШХ-810/480/1800</b></a> предназначен для временного хранения хлебобулочных изделий на предприятиях общественного питания и торговли. Модель оснащена 2 распашными дверями и 7 парами направляющих для лотков. Корпус выполнен из высококачественной нержавеющей стали AISI 430, каркасные стойки и направляющие – из углового профиля из нержавеющей стали AISI 430, подпятники опор – из прочного пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Отверстия для вентиляции</li>
<li>Замок</li>
<li>Рояльные петли</li>
<li>Регулируемые по высоте опоры для компенсации неровностей пола</li>
<li>Легкость очистки и дезинфекции</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 0,69984 м³</li>
<li>Объем в упаковке: 0,236976 м³</li>
<li>Диапазон регулировки высоты опор: 35 мм</li>
<li>Толщина стали:
<ul>
<li>Корпус: 0,7 мм</li>
<li>Каркасные стойки и направляющие: 1,5 мм</li>
</ul>
</li>
<li>Габариты профиля каркаса: 40х40 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",235646,810 мм,480 мм,1800 мм,,,,0,https://entero.ru/manuals/479591/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Assum%20%D0%A8%D0%A5-810_480_1800.pdf;https://entero.ru/manuals/479596/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,49 кг,,Россия,для хлеба,,7,,распашные,,
https://cdn.entero.ru/mp@2x/65/09/65099c5183af672dc544bcf3acf178c3.jpg;https://cdn.entero.ru/mp@2x/82/3a/823af9d2ed707304020235ee5b1377c4.jpg;https://cdn.entero.ru/mp@2x/4e/09/4e090411457f65ca54bc7cb094f55232.jpg,Шкаф кухонный КОБОР ШКХ-120/50,ШКХ 120 50,62651,RUB,Да,КОБОР,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/63064,"<p>Шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/63064"">Кобор ШКХ-120/50</a></b> предназначен для хранения хлеба и хлебобулочных изделий на предприятиях общественного питания.</p>

<p>Внутреннее пространство шкафа оснащено 3 полками, которые могут быть установлены на различных уровнях. Конструкция полностью выполнена из нержавеющей стали, гарантирующей долгий срок эксплуатации. Регулируемые по высоте ножки позволяют устранить практически любые неровности пола.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",63064,1200 мм,500 мм,1700 мм,,,,0,https://entero.ru/manuals/90278/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20%D0%A8%D0%9A%D0%A5-120_50.pdf;https://entero.ru/manuals/352342/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20%D0%A8%D0%9A%D0%A5-120_50.pdf;https://entero.ru/manuals/401191/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,65948,https://vk.com/video_ext.php?oid=-177656185&id=456240107&hd=2&autoplay=0,,,Россия,,,3,нержавеющая сталь,купе,,
https://cdn.entero.ru/mp@2x/9a/5c/9a5cb007e795121b31edc3d0022b4277.jpg,Шкаф кухонный ATESY ШЗК-С-1200.600-02-К,Шкаф ШЗК-С-1200.600-02-К (ШЗК-1200),89293,RUB,Да,ATESY,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/119401,"<p>Кухонный шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/119401"">ATESY ШЗК-С-1200.600-02-К</a></b> серии Стандарт используется на предприятиях общественного питания и торговли для хранения столовой и кухонной посуды и инвентаря, а также продуктов питания, не требующих особых условий хранения. Модель оснащена дверями-купе с замком. Дно и задняя стенка выполнены из оцинкованной стали, остальные детали - из нержавеющей стали AISI 430 толщиной 0,8 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность изменения высоты полок с шагом 100 мм</li>
<li>Сборная бескаркасная конструкция</li>
<li>Регулируемые по высоте ножки из нержавеющей стали с пластиковой опорной частью (диапазон регулировки ±20 мм)</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина металла:
<ul>
<li>Элементы шкафа: 0,8 мм</li>
<li>Дно и задняя стенка: 1,2 мм</li>
</ul>
</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",119401,1200 мм,600 мм,1730 мм,98 кг,1,653x1210x1774 мм,0,https://entero.ru/manuals/132306/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D0%BE%20%D0%BF%D1%80%D0%BE%D0%B8%D1%81%D1%85%D0%BE%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D0%B8%20%D1%82%D0%BE%D0%B2%D0%B0%D1%80%D0%B0.pdf;https://entero.ru/manuals/132307/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%281%29.pdf;https://entero.ru/manuals/132308/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%282%29.pdf;https://entero.ru/manuals/282234/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,97058,,88 кг,,Россия,,,2,нержавеющая сталь,купе,30 кг,
https://cdn.entero.ru/mp@2x/88/7c/887ce2a4817d4836eb516f8a6da3f5e5.jpg;https://cdn.entero.ru/mp@2x/ea/33/ea334ea4383cfcb46da641d8b6ff5f7a.jpg;https://cdn.entero.ru/mp@2x/ad/e4/ade4f22efefff274de6100f7e41ce5a3.jpg,Шкаф кухонный КОБОР ШКХ-90/50,ШКХ 90 50,53634,RUB,Да,КОБОР,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/63061,"<p>Шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/63061"">Кобор ШКХ-90/50</a></b> предназначен для хранения хлеба и хлебобулочных изделий на предприятиях общественного питания.</p>

<p>Внутреннее пространство шкафа оснащено 3 полками, которые могут быть установлены на различных уровнях. Конструкция полностью выполнена из нержавеющей стали, гарантирующей долгий срок эксплуатации. Регулируемые по высоте ножки позволяют устранить практически любые неровности пола.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",63061,900 мм,500 мм,1700 мм,,,,0,https://entero.ru/manuals/90280/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20%D0%A8%D0%9A%D0%A5-90_50.pdf;https://entero.ru/manuals/352339/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20%D0%A8%D0%9A%D0%A5-90_50.pdf;https://entero.ru/manuals/401194/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240107&hd=2&autoplay=0,,,Россия,,,3,нержавеющая сталь,купе,,
https://cdn.entero.ru/mp@2x/99/07/9907aa0e626389be9bd89a47f77b08d5.jpg,Шкаф кухонный КОБОР ШХ-60/50,Шкаф кухонный КОБОР ШХ-60/50,39994,RUB,Да,КОБОР,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/74867,"<p>Кухонный шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/74867"">Кобор ШХ-60/50</a></b> используется на предприятиях общественного питания и торговли для хранения хозинвентаря. Модель оснащена дверью с замком, 3 полками, 2 из которых регулируются по высоте, перекладиной и 2 крючками. Каркас выполнен из нержавеющей стали AISI 430.</p>",74867,600 мм,500 мм,1750 мм,,,,0,https://entero.ru/manuals/352338/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20%D0%A8%D0%A5-60_50.pdf;https://entero.ru/manuals/401196/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,43004,,,,Россия,,,3,нержавеющая сталь,распашные,,
https://cdn.entero.ru/mp@2x/32/d0/32d06d1be71fed07bde5e3d9ff23c008.jpg,Шкаф кухонный ITERMA СТП 31-1200/500/1800,СТП 31-1200/500/1800 КУПЕ,68994,RUB,Да,ITERMA,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/65935,"<p>Кухонный шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/65935"">ITERMA СТП 31-1200/500/1800</a></b> используется на предприятиях общественного питания и торговли для хранения кухонной утвари, инвентаря и сухих продуктов. Модель оснащена 4 полками, усиленными ребрами, а также дверями-купе и ножками, регулирующимися по высоте. Корпус и полки выполнены из нержавеющей стали.</p>",65935,1200 мм,500 мм,1800 мм,,,,0,,72625,,96 кг,,Россия,,,4,,купе,,
https://cdn.entero.ru/mp@2x/e9/20/e9203a9b0347ac3cf0ec6ed44ce9b55e.jpg,Шкаф кухонный КОБОР ШХ-50/40,Шкаф кухонный КОБОР ШХ-50/40,30106,RUB,Да,КОБОР,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/74866,"<p>Кухонный шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/74866"">Кобор ШХ-50/40</a></b> используется на предприятиях общественного питания и торговли для хранения хозинвентаря. Модель оснащена дверью с замком, 3 полками, 2 из которых регулируются по высоте, перекладиной и 2 крючками. Каркас выполнен из нержавеющей стали AISI 430.</p>",74866,500 мм,400 мм,1750 мм,,,,0,https://entero.ru/manuals/352337/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20%D0%A8%D0%A5-50_40.pdf;https://entero.ru/manuals/401195/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,,Россия,,,3,нержавеющая сталь,распашные,,
https://cdn.entero.ru/mp@2x/f3/a0/f3a05d47a8f5d3a87fb974d18ff5740d.jpg;https://cdn.entero.ru/mp@2x/e9/09/e9096447d2035628e1e4024fb495c60a.jpg;https://cdn.entero.ru/mp@2x/46/87/468719204523a68bdbe2e2db89988273.jpg,Шкаф для хлеба ATESY ШЗХЛ-С-7-740.450-02-Р,Шкаф для хлеба ATESY ШЗХЛ-С-7-740.450-02-Р,56472,RUB,Да,ATESY,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/124623,"<p>Шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124623""><b class=""b"">ШЗХЛ-С-7-740.450-02-Р</b></a> серии Стандарт используется на предприятиях общественного питания и торговли для хранения хлеба и хлебобулочных изделий в специальных деревянных или пластиковых лотках. Модель оснащена 7 парами направляющих для размещения лотков. Дно и задняя стенка выполнены из оцинкованной стали, все остальные элементы - из нержавеющей стали AISI 430 толщиной 0,8 мм.</p>

<p><b class=""o"">Лотки в комплект поставки не входят и приобретаются отдельно.</b></p>

<p><b>Особенности:</b></p>

<ul>
<li>2 распашные двери с замком</li>
<li>Задняя стенка и двери имеют отверстия для обеспечения естественной вентиляции внутри шкафа</li>
<li>Все кромки имеют подгиб, что полностью исключает получение травмы персоналом при эксплуатации и санитарной обработке шкафа</li>
<li>Ножки имеют регулируемые по высоте опоры, позволяющие компенсировать неровности пола</li>
<li>Сборная бескаркасная конструкция</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры лотка: 740х450 мм</li>
<li>Толщина металла:
<ul>
<li>Элементы шкафа: 0,8 мм</li>
<li>Дно и задняя стенка: 1,2 мм</li>
</ul>
</li>
<li>Диаметр профиля ножек: 50 мм</li>
</ul>",124623,800 мм,560 мм,1700 мм,81 кг,1,576x808x1886 мм,0,https://entero.ru/manuals/133578/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%A8%D0%97%D0%A5%D0%9B-%D0%A1-7-740.450-02-%D0%A0.pdf;https://entero.ru/manuals/282183/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,58825,,70 кг,,Россия,для хлеба,,,,распашные,,Да
https://cdn.entero.ru/mp@2x/31/74/3174e89b47a3ecc1803e9ea744a578b4.jpg,Шкаф для хлеба ATESY ШЗХ-С-800.600-02-Р,Шкаф для хлеба ШЗХ-С- 800.600-02-Р,57561,RUB,Да,ATESY,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/124041,"<p>Шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124041"">ATESY ШЗХ-С-800.600-02-Р</a></b> серии Стандарт используется на предприятиях общественного питания и торговли для хранения хлеба и хлебобулочных изделий. Модель оснащена распашными дверями с перфорацией и замком. Корпус выполнен из нержавеющей стали AISI 430, полки - из древесины.</p>

<p><b class=""o"">Полки в комплект поставки не входят и приобретаются отдельно.</b></p>

<p><b>Особенности:</b></p>

<ul>
<li>Надежная и устойчивая конструкция</li>
<li>Все кромки имеют подгиб, что полностью исключает получение травмы персоналом при эксплуатации и санитарной обработке шкафа</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина металла:
<ul>
<li>Элементы шкафа: 0,8 мм</li>
<li>Дно и задняя стенка: 1,2 мм</li>
</ul>
</li>
<li>Диаметр профиля ножек: 50 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",124041,800 мм,600 мм,1730 мм,85 кг,1,653x810x1879 мм,0,https://entero.ru/manuals/282187/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,,,70 кг,,Россия,для хлеба,,,,распашные,,Да
https://cdn.entero.ru/mp@2x/c0/db/c0dbf8ce9a4ff59a1f416b6e7dbe189d.jpg,Шкаф для хлеба Техно-ТТ СТК-344/1200,Шкаф для хлеба Техно-ТТ СТК-344/1200,49863,RUB,Да,Техно-ТТ,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/334285,"<p>Шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/334285"">Техно-ТТ СТК-344/1200</a></b> предназначен для хранения хлеба и хлебобулочных изделий на предприятиях общественного питания и торговли. Модель оснащена 4 полками, 2 перфорированными дверями-купе и регулируемыми по высоте ножками, что позволяет компенсировать неровности пола. Каркас выполнен из нержавеющей стали AISI 430, задняя стенка - из оцинкованной стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала:
<ul>
<li>Нержавеющая сталь: 0,8 мм​</li>
<li>Оцинкованная сталь: 0,55 мм</li>
</ul>
</li>
</ul>",334285,1200 мм,500 мм,1750 мм,,,,0,https://entero.ru/manuals/505074/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,78 кг,Россия,Россия,для хлеба,,4,"нержавеющая сталь, оцинкованная сталь",купе,,Да
https://cdn.entero.ru/mp@2x/04/68/0468861f63c43b6017aec002ece6840f.jpg;https://cdn.entero.ru/mp@2x/5a/f8/5af857f5fe6266beee080d639ab1dccc.jpg,Шкаф кухонный ATESY ШЗК-С-800.600-02-Р,Шкаф ШЗК-С- 800.600-02-Р,54878,RUB,Да,ATESY,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/119391,"<p>Кухонный шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/119391"">ATESY ШЗК-С-800.600-02-Р</a></b> серии Стандарт используется на предприятиях общественного питания и торговли для хранения столовой и кухонной посуды и инвентаря, а также продуктов питания, не требующих особых условий хранения. Модель оснащена распашными дверями с замком. Изделие полностью выполнено из нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина металла:</li>
<li style=""margin-left: 40px;"">Элементы шкафа: 0,8 мм</li>
<li style=""margin-left: 40px;"">Дно и задняя стенка: 1,2 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",119391,800 мм,600 мм,1730 мм,76 кг,1,653x810x1774 мм,0,https://entero.ru/manuals/282227/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,58381,,75 кг,,Россия,,,2,,распашные,30 кг,
https://cdn.entero.ru/mp@2x/eb/76/eb76a2bddb0d0db2040a43240805c512.jpg,Шкаф для хлеба ATESY ШЗХ-С-700.600-02-Р,Шкаф для хлеба ШЗХ-С- 700.600-02-Р,54981,RUB,Да,ATESY,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/124040,"<p>Шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124040"">ATESY ШЗХ-С-700.600-02-Р</a></b> серии Стандарт используется на предприятиях общественного питания и торговли для хранения хлеба и хлебобулочных изделий. Модель оснащена распашными дверями с перфорацией и замком. Корпус выполнен из нержавеющей стали AISI 430, полки - из древесины.</p>

<p><b class=""o"">Полки в комплект поставки не входят и приобретаются отдельно.</b></p>

<p><b>Особенности:</b></p>

<ul>
<li>Надежная и устойчивая конструкция</li>
<li>Все кромки имеют подгиб, что полностью исключает получение травмы персоналом при эксплуатации и санитарной обработке шкафа</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина металла:
<ul>
<li>Элементы шкафа: 0,8 мм</li>
<li>Дно и задняя стенка: 1,2 мм</li>
</ul>
</li>
<li>Диаметр профиля ножек: 50 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",124040,700 мм,600 мм,1730 мм,81 кг,1,653x710x1879 мм,0,https://entero.ru/manuals/282188/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,,,64 кг,,Россия,для хлеба,,,,распашные,,Да
