Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Скорость,Количество скоростей,Количество стаканов,Объем одного стакана
https://cdn.entero.ru/mp@2x/5a/07/5a077396a1e8af5887174fb78e86cf70.jpg,Миксер для молочных коктейлей VIATTO VA-MS22,Миксер для молочных коктейлей VIATTO VA-MS22,16942,RUB,Да,VIATTO,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/156934,"<p>Миксер для молочных коктейлей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/156934"">VIATTO VA-MS22</a></b> используется на предприятиях общественного питания и торговли для приготовления шейков, муссов, коктейлей на основе молока, йогуртов или мороженого. Корпус и стаканы выполнены из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 420х420х560 мм</li>
</ul>",156934,220 В,0.16 кВт,230 мм,230 мм,530 мм,8 кг,Китай,1,420x420x560 мм,213,https://entero.ru/manuals/361106/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20VIATTO%20VA-MS22.docx;https://entero.ru/manuals/361107/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BD%D0%B0%20VIATTO%20VA-MS22.pdf;https://entero.ru/manuals/361108/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%D0%BD%D0%B0%20VIATTO%20VA-MS22.pdf,18023,,8 кг,от 8000 до 15000 об/мин.,2,2,1 л
https://cdn.entero.ru/mp@2x/c4/3a/c43a047d5b570fe5c9cc02cacea9e078.jpg,Миксер для молочных коктейлей JAU SR1,Миксер для молочных коктейлей JAU SR1,7903,RUB,Да,JAU,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/33044,"<p>Миксер для молочных коктейлей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/33044"">JAU SR1</a></b> используется на предприятиях общественного питания и торговли для приготовления шейков, муссов, коктейлей с ледяной крошкой, сорбе и т.д. Модель оснащена системой безопасности, при которой пуск происходит только при установленном стакане, и цинковой подставкой для максимальной устойчивости. Корпус выполнен из алюминия, стакан - из нержавеющей стали.</p>",33044,220 В,0.08 кВт,170 мм,170 мм,520 мм,4 кг,Китай,1,200x200x540 мм,0,https://entero.ru/manuals/414170/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20JAU%20SR1.pdf,,,3.6 кг,от 7500 до 15000 об/мин.,"вариатор скорости (плавная регулировка), 2",1,0.9 л
https://cdn.entero.ru/mp@2x/79/ed/79ed614626bdcf422193064276b89f49.jpg;https://cdn.entero.ru/mp@2x/31/f2/31f253d1fa204000571d1725822c5c33.jpg;https://cdn.entero.ru/mp@2x/6f/f7/6ff7d64d715d4ec92df3de32706830d3.jpg;https://cdn.entero.ru/mp@2x/58/3b/583baaafd1110a0b0af9b58340a84c73.jpg;https://cdn.entero.ru/mp@2x/28/fc/28fcb7e0c3f27ba5fb824b7c43f28b5b.jpg;https://cdn.entero.ru/mp@2x/af/f9/aff9655a8438c9f0151566bf0d82edde.jpg;https://cdn.entero.ru/mp@2x/08/a2/08a2ca3b67d51f42a058b370e7c83f2a.jpg;https://cdn.entero.ru/mp@2x/c6/0d/c60d6253cbd7189a46b1e9f26bbe4dc0.jpg,Миксер для молочных коктейлей VIATTO VA-DM-B-30C,4630169227527,32108,RUB,Да,VIATTO,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/215816,"<p>Миксер для молочных коктейлей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215816"">VIATTO VA-DM-B-30C</a></b> используется на предприятиях общественного питания и торговли для приготовления шейков, муссов, коктейлей на основе молока, йогуртов или мороженого. Модель оснащена стойкой на круглой платформе с 3 независимыми взбивателями и кнопками регулировки частоты вращения. Корпус и стаканы выполнены из нержавеющей стали, моторный блок – из алюминия.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Полезный объем стакана: 0,6 л</li>
<li>Минимальный объем взбиваемого продукта: 0,2 л</li>
<li>Габариты в упаковке: 600х537х368 мм</li>
</ul>",215816,220 В,1.2 кВт,304 мм,456 мм,505 мм,21.9 кг,Китай,1,600x537x368 мм,74,https://entero.ru/manuals/462974/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20VA-DM-B-30C.pdf;https://entero.ru/manuals/462975/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20VIATTO%20VA-DM-B-30C.png;https://entero.ru/manuals/462976/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,33798,,19.3 кг,от 10000 до 15000 об/мин.,2,3,0.975 л
https://cdn.entero.ru/mp@2x/fc/be/fcbe28d0cdec62e9de913d1179a36894.jpg;https://cdn.entero.ru/mp@2x/15/4f/154fcd3a9f00ff6e274eee162e61d448.jpg;https://cdn.entero.ru/mp@2x/70/20/702001db2027538b04965a05a22d7d0c.jpg;https://cdn.entero.ru/mp@2x/94/f8/94f8740b33741808d89e5d09780e139e.jpg;https://cdn.entero.ru/mp@2x/9a/65/9a6595ed6823eea5dd3cc9ce8db1753d.jpg;https://cdn.entero.ru/mp@2x/37/bf/37bf4d75c3fbc9a1963eff8d55fa1cd0.jpg,Миксер для молочных коктейлей Vema FL 2006 L,FL 2006/L / FL2006/L,65244,RUB,Да,Vema,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/25801,"<p>Миксер для молочных коктейлей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/25801"">Vema FL 2006 L</a></b> предназначен для приготовления шейков, муссов, коктейлей на основе молока, йогуртов или мороженого на предприятиях общественного питания и торговли. Плавное обтекаемое исполнение корпуса легко чиститься и препятствует скапливанию грязи. Корпус выполнен из анодированного алюминия и ABS-пластика, стаканы - из нержавеющей стали, мешалки - из нейлона.</p>

<p><b>Особенности:</b></p>

<ul>
<li>
<p>Микровыключатель, автоматически срабатывающий при снятии стакана<br>
Ручное опускание и подъем стакана</p>
</li>
</ul>",25801,220 В,0.3 кВт,280 мм,210 мм,520 мм,7 кг,Италия,1,310x220x550 мм,0,https://entero.ru/manuals/279564/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Vema%20FL%202006%20L.pdf;https://entero.ru/manuals/475578/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,67963,,5 кг,18000 об/мин.,1,2,0.8 л
https://cdn.entero.ru/mp@2x/36/85/368586fefeb368ac8ce32c438a79596b.jpg;https://cdn.entero.ru/mp@2x/48/8d/488d4bbaf95ea211f6ba822c8c18a9dc.jpg;https://cdn.entero.ru/mp@2x/35/45/354530be49999af451f4f7d989c24b1c.jpg,Миксер для молочных коктейлей Hamilton Beach HMD400P,HMD400P-CE,172620,RUB,Да,Hamilton Beach,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/33190,"<p>Миксер для молочных коктейлей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/33190""><b class=""b"">Hamilton Beach HMD400</b></a> используется в барах, кафе, ресторанах и на предприятиях фаст-фуда для приготовления шейков, муссов, коктейлей на основе молока, йогуртов или мороженого. Корпус и стакан выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>3 отдельных мотора</li>
<li>2 способа управления двигателем - включение и выключение возможно с помощью импульсного выключателя, либо автоматически с помощью нажатия на чашу</li>
<li>3 скорости: 16300, 21800, 23900 об/мин</li>
<li>Отдельный двигатель для каждого стакана</li>
<li>Двигатель включается автоматически при установке стакана на держатель и останавливается, когда стакан убирается</li>
<li>Съемный стакан можно мыть в посудомоечной машине</li>
<li>Минимальные вибрации - каждый мотор отбалансирован индивидуально</li>
<li>Герметичный двигатель</li>
</ul>",33190,220 В,0.9 кВт,318 мм,229 мм,521 мм,,США,,,0,https://entero.ru/manuals/37945/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Hamilton%20Beach%20HMD400%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/136265/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Hamilton%20Beach%202020.pdf;https://entero.ru/manuals/219579/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hamilton%20Beach%20HMD400P.pdf,181705,,,от 16300 до 23900 об/мин.,3,3,0.9 л
https://cdn.entero.ru/mp@2x/6d/38/6d3851cfcf80200ecb109676c8c00294.jpg,Миксер для молочных коктейлей Hurakan HKN-FR1GM,Миксер для молочных коктейлей Hurakan HKN-FR1GM,8061,RUB,Да,Hurakan,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/85779,"<p>​Миксер для молочных коктейлей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/85779"">Hurakan HKN-FR1GM</a></b> используется на предприятиях общественного питания и торговли для приготовления шейков, муссов, коктейлей на основе молока, йогуртов или мороженого. Корпус выполнен из алюминия, стакан - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная длительность непрерывной работы: 60 сек.</li>
<li>Габариты в упаковке: 250х250х570 мм</li>
</ul>",85779,220 В,0.15 кВт,160 мм,190 мм,530 мм,4 кг,"Китай, Тайвань",1,250x250x570 мм,344,https://entero.ru/manuals/414900/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-FR1GM.pdf;https://entero.ru/manuals/415548/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/414901/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/454236/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-FR1GM.pdf,,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241062&hash=146090e344669d6f,3.5 кг,11000 об/мин.,2,1,1 л
https://cdn.entero.ru/mp@2x/de/66/de66ae747dc42c8058702d927fc3361b.jpg,Миксер для молочных коктейлей FIMAR FP2I,65726,50366,RUB,Да,FIMAR,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/51379,"<p>Миксер для молочных коктейлей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/51379"">FIMAR FP2I</a></b> используется на предприятиях общественного питания и торговли для приготовления фраппе, коктейлей на основе молока, сока или мороженого, а также легких соусов и кремов. Модель оснащена двигателем и автоматической системой включения только при наличии вставленного стакана. Корпус выполнен из легкого алюминиевого сплава, стакан - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 370x250х530 мм</li>
<li>Объем упаковки: 0,05 м​<sup>3</sup></li>
</ul>",51379,220 В,0.24 кВт,300 мм,195 мм,485 мм,6.5 кг,Италия,1,370x250x530 мм,0,https://entero.ru/manuals/66740/%D0%9B%D0%B8%D1%81%D1%82%D0%BE%D0%B2%D0%BA%D0%B0%20%D0%BD%D0%B0%20FIMAR%20FP2I.pdf;https://entero.ru/manuals/24948/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20FIMAR%20FP2I.pdf;https://entero.ru/manuals/87415/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20FIMAR.pdf;https://entero.ru/manuals/376611/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%28%D1%80%D1%83%D1%81.%20+%20%D0%B0%D0%BD%D0%B3%D0%BB.%29%20%D0%BD%D0%B0%20FIMAR%20FP2I.pdf;https://entero.ru/manuals/376612/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/376613/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/376614/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%B4%D0%BE%2009.02.2025%29.pdf,52465,,5 кг,16000 об/мин.,,2,0.55 л
https://cdn.entero.ru/mp@2x/e7/ae/e7aea7ed9f5af27234852be99eb84d95.jpg,Миксер для молочных коктейлей GASTRORAG HBL-018,Миксер для молочных коктейлей GASTRORAG HBL-018,9879,RUB,Да,GASTRORAG,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/83332,"<p>Миксер для молочных коктейлей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/83332"">GASTRORAG HBL-018</a></b> используется на предприятиях общественного питания и торговли для приготовления шейков, муссов, коктейлей с ледяной крошкой, сорбе и т.д. Модель с массивным основанием обеспечивает устойчивость и безопасность в эксплуатации. Корпус и стакан выполнены из нержавеющей стали.</p>",83332,220 В,0.6 кВт,300 мм,240 мм,530 мм,5.64 кг,Китай,1,350x280x630 мм,0,https://entero.ru/manuals/58130/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20GASTRORAG%20HBL-018.pdf;https://entero.ru/manuals/116249/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GASTRORAG.pdf,,,4.7 кг,18000 об/мин.,2,2,0.7 л
https://cdn.entero.ru/mp@2x/42/7a/427ac784fc9ecb28f0fee9db2f5df0a8.jpg,Миксер для молочных коктейлей VIATTO VA-DM-B,4630169227480,10847,RUB,Да,VIATTO,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/215809,"<p>Миксер для молочных коктейлей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215809"">VIATTO VA-DM-B</a></b> используется на предприятиях общественного питания и торговли для приготовления шейков, муссов, коктейлей на основе молока, йогуртов или мороженого. Модель оснащена устойчивыми опорами и кнопкой регулировки частоты вращения. Корпус и стакан выполнены из нержавеющей стали, моторный блок – из алюминия.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Полезный объем стакана: 0,6 л</li>
<li>Минимальный объем взбиваемого продукта: 0,2 л</li>
<li>Габариты в упаковке: 295х255х530 мм</li>
</ul>",215809,220 В,0.4 кВт,232 мм,200 мм,497 мм,4.3 кг,Китай,1,295x255x530 мм,174,https://entero.ru/manuals/498233/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20VA-DM-B.pdf;https://entero.ru/manuals/498234/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,11299,,3.6 кг,от 10000 до 15000 об/мин.,2,1,0.975 л
https://cdn.entero.ru/mp@2x/d2/3b/d23b44bc50c80398e5507b1966ca1a99.jpg,Миксер для молочных коктейлей ROAL HBL-018,н0000119376,10921,RUB,Да,ROAL,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/87869,"<p>Миксер для молочных коктейлей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87869""><b class=""b"">ROAL HBL-018</b></a> используется на предприятиях общественного питания и торговли для приготовления различных напитков, молочных десертов и коктейлей. Стаканы выполнены из металла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 260x295x585 мм</li>
</ul>",87869,220 В,0.36 кВт,230 мм,230 мм,510 мм,,Китай,,,0,https://entero.ru/manuals/69097/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ROAL%20HBL-018.pdf,,,6.1 кг,18000 об/мин.,,2,0.7 л
https://cdn.entero.ru/mp@2x/ee/20/ee20484d41ba3aaf29f1fb1dd773cb94.jpg;https://cdn.entero.ru/mp@2x/35/cc/35ccd98f2a84936ba70d7d096b8a85e5.jpg;https://cdn.entero.ru/mp@2x/a4/5c/a45c16419e96b31985b5053c67139749.jpg;https://cdn.entero.ru/mp@2x/8b/83/8b831bc26cfbba8be05aa301b3ffe899.jpg;https://cdn.entero.ru/mp@2x/97/d6/97d6632b79638673cbb2121ba22891fa.jpg;https://cdn.entero.ru/mp@2x/03/a8/03a863f93d4856cd2716bb43365e3353.jpg;https://cdn.entero.ru/mp@2x/3d/4d/3d4d92f12d06ae1bed93fd51dc7777c5.jpg,Миксер Apach AMX1 ECO,144529,24070,RUB,Да,Apach,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/59397,"<p>Миксер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/59397"">Apach AMX1 ECO</a></b> предназначен для приготовления шейков, муссов, коктейлей на основе молока, йогуртов или мороженого на предприятиях общественного питания и торговли. Модель имеет закругленные края, что облегчает процесс очистки, и оснащена мощным вентилируемым мотором. Стакан выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 210х250х560 мм</li>
</ul>",59397,220 В,0.12 кВт,150 мм,195 мм,530 мм,3.25 кг,Италия,1,570x210x250 мм,8,https://entero.ru/manuals/81239/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach%202017.pdf;https://entero.ru/manuals/286440/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BD%D0%B0%20Apach%20AMX1%20ECO.pdf;https://entero.ru/manuals/286441/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/286442/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Apach%20AMX1%20ECO.pdf;https://entero.ru/manuals/286443/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach.pdf;https://entero.ru/manuals/396507/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Apach%20AMX1_AMX2%20ECO.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239970&hd=2&autoplay=0,3 кг,14000 об/мин.,,1,0.9 л
https://cdn.entero.ru/mp@2x/fb/8a/fb8adf4503a2005d64490d1403cfa0ed.jpg;https://cdn.entero.ru/mp@2x/09/d6/09d6b4a108be276a3383504f44969d40.jpg,Миксер для молочных коктейлей Sirman Sirio 2 Chrome,84388091,39111,RUB,Да,Sirman,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/66548,"<p>Миксер для молочных коктейлей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/66548""><b class=""b"">Sirman Sirio 2 </b></a>предназначен для приготовления муссов, шейков, молочных и фруктовых коктейлей, а также других десертов на предприятиях общественного питания и торговли. Модель оснащена мощным вентилируемым двигателем и микровыключателем, который автоматически срабатывает при снятии стакана.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Опускание и подъем стакана осуществляется вручную</li>
<li>Поверхность без углов и швов для легкой чистки</li>
<li>Колонна миксера из прессованного алюминия</li>
<li>Стакан из нержавеющей стали</li>
<li>Насадка из прочного металла </li>
<li>Основа отлита под давлением, что обеспечивает устойчивость и стабильность устройства</li>
</ul>

<p><strong>Дополнительные характеристики:</strong></p>

<ul>
<li>Габариты в упаковке: 370x260x530 мм</li>
</ul>",66548,220 В,0.2 кВт,300 мм,195 мм,485 мм,6 кг,Италия,1,350x240x510 мм,0,https://entero.ru/manuals/46794/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20Sirio%202.pdf;https://entero.ru/manuals/419538/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sirman%20Sirio%202.pdf;https://entero.ru/manuals/46795/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20Sirio%202.jpg;https://entero.ru/manuals/419539/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/72810/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,42055,,5 кг,14000 об/мин.,1,2,0.55 л
