Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Подключение,Количество зон нагрева,Вес (с упаковкой),Газовая мощность,Привод,Максимальная загрузка,Длина вертела
https://cdn.entero.ru/mp@2x/72/41/72414628144ce22c1a74318661559937.jpg,Гриль для шаурмы Sikom МК-2.2Э,МК2.2Э,31444,RUB,Да,Sikom,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/20320,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/20320"">Sikom МК-2.2Э</a></b> предназначен для обжарки различных типов и видов мяса в больших количествах на предприятиях общественного питания: в барах, кафе, закусочных и бистро. Модель оснащена поддоном для сбора жира, вилкой для фиксации вертела и тарелкой для удерживания мяса. Все элементы прибора выполнены из высококачественной пищевой нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ручной привод</li>
<li>Механическая панель управления</li>
<li>2 независимых ТЭНа</li>
</ul>",20320,,5 кВт,500 мм,590 мм,750 мм,18 кг,Россия,1,610x575x795 мм,0,https://entero.ru/manuals/34893/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sikom%20%D0%9C%D0%9A-2.2%D0%AD.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239144&hd=2&autoplay=0;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241115&hash=84bb2f1cb4a65b8e,17 кг,220 В,,,,ручной,30 кг,600 мм
https://cdn.entero.ru/mp@2x/a3/d4/a3d4bf40ca072b021ec13bea107a09c0.jpg,Гриль для шаурмы Grill Master Ф2ШМЭ(у),21207,36760,RUB,Да,Grill Master,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/169168,"<p>Электрический гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/169168"">Grill Master Ф2ШМЭ(у)</a></b> предназначен для запекания специально подготовленного свиного, говяжьего, бараньего и куриного мяса, используемого для приготовления шаурмы, на предприятиях общественного питания и торговли. Модель оснащена 2 независимо регулируемыми нагревательными элементами, усиленным электроприводом основного шампура с сохранением возможности ручного вращения и поддоном для мяса. Оборудование выполнено из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество шампуров:
<ul>
<li>Вертикальные: 1</li>
<li>Горизонтальные: 5</li>
</ul>
</li>
</ul>",169168,,4.4 кВт,430 мм,690 мм,775 мм,23 кг,Россия,1,550x570x720 мм,0,https://entero.ru/manuals/308944/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Grill%20Master%20%D0%A42%D0%A8%D0%9C%D0%AD%28%D1%83%29.docx,,,16 кг,220 В,2 шт.,,,электрический,40 кг,
https://cdn.entero.ru/mp@2x/3f/c7/3fc783883cf029aa15ec83624896cdd8.jpg;https://cdn.entero.ru/mp@2x/38/4a/384a88b726a1eda95ff3c16a3503fcd3.jpg;https://cdn.entero.ru/mp@2x/73/a6/73a68ab901845f4fbae5aaeb9ae0cd99.jpg;https://cdn.entero.ru/mp@2x/97/65/9765d2ec2fdccc7e79f19f4099168669.jpg;https://cdn.entero.ru/mp@2x/1e/53/1e53b2a0898a9941f4c85422f6391af2.jpg;https://cdn.entero.ru/mp@2x/50/48/5048840f3b8e60ac65bcb9a08fe86a2c.jpg;https://cdn.entero.ru/mp@2x/50/77/507738a61585d4a23e90bb8f245d3d6f.jpg;https://cdn.entero.ru/mp@2x/3f/78/3f78eb1df7fb77dc1077b2d58f8c9086.jpg;https://cdn.entero.ru/mp@2x/7a/ff/7aff7289ad3395bca43100b4adaa9c36.jpg;https://cdn.entero.ru/mp@2x/e7/ef/e7efaace9ffba66312d53e4b47f14316.jpg;https://cdn.entero.ru/mp@2x/f1/20/f120de628b59562ff47d10a1f01b72c4.jpg;https://cdn.entero.ru/mp@2x/56/bd/56bdf8321dc17bd102c12dae5ad25cd9.jpg;https://cdn.entero.ru/mp@2x/8d/d9/8dd906d811013354504f9cc555a71451.jpg,Гриль для шаурмы Karacasan SD17,Гриль для шаурмы Karacasan SD17,58018,RUB,Да,Karacasan,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/326516,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/326516"">Karacasan SD17</a></b> предназначен для обжарки мяса на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления, стеклокерамическими нагревательными элементами и с индивидуальным переключателем уровня нагрева. Корпус изготовлен из нержавеющей стали.</p>

<p>В комплект поставки входит поддон для сборки мяса и жира.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Плавная регулировка температуры</li>
<li>Регулировка расстояния между тэнами и шампуром</li>
<li>Вращение вертикального шампура в обе стороны при помощи двигателя</li>
<li>Камни шамот для равномерного распределения жара</li>
<li>Вращение двигателя</li>
<li>Прочное немецкое стекло DURAN</li>
<li>Немецкие переключатели SIemens</li>
<li>Шампур, полезная часть 65 см</li>
</ul>

<p><b>Опции:</b></p>

<ul>
<li>Боковые шторки</li>
</ul>

<p><span style=""color:red;"">Внимание! На фото модель с боковыми шторками! Эта опция заказывается дополнительно!</span></p>

<p> </p>",326516,от 50 до 300 °С,6 кВт,540 мм,640 мм,940 мм,31 кг,Турция,1,520x330x950 мм,0,https://entero.ru/manuals/400793/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Karacasan%20SD17.pdf,63063,,28 кг,"220 В, 380 В",4 шт.,,,электрический,,650 мм
https://cdn.entero.ru/mp@2x/bb/6a/bb6a40bdf7e82b02363b29eb8948790e.jpg,Гриль для шаурмы OZTI 4E,8859.000E4.8T,146026,RUB,Да,OZTI,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/27418,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/27418"">OZTI 4E</a></b> предназначен для обжарки большого количества различных видов мяса и птицы на предприятиях общественного питания, а также в производственных цехах, деятельность которых связана с выпуском гастрономических товаров. Корпус выполнен из нержавеющей стали, панель перед нагревательными элементами - из керамического стекла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Независимая работа нагревательных элементов</li>
<li>Система с двумя направляющими для выбора положения мяса: рядом, вдали или под углом</li>
<li>Выбор направления вращения вертела</li>
<li>Верхний привод</li>
<li>Восьмиугольный поддон для сбора жира</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная высота насадки мяса: 630 мм</li>
<li>Скорость вращения вертела: 1 об/мин.</li>
<li>Класс защиты: IP 21</li>
</ul>",27418,,7.2 кВт,450 мм,560 мм,1150 мм,,Турция,,,0,https://entero.ru/manuals/80877/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20OZTI%204E.doc;https://entero.ru/manuals/421238/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20OZTI%204E.pdf;https://entero.ru/manuals/421248/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20OZTI%202024%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,153712,,31.5 кг,380 В,,,,электрический,80 кг,630 мм
https://cdn.entero.ru/mp@2x/56/9c/569c254659a606473cd2a99487b3421d.jpg,Гриль для шаурмы INOKSAN INO-PDE503,Гриль для шаурмы INOKSAN INO-PDE503,387430,RUB,Да,INOKSAN,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/59883,"<p>Гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/59883"">INOKSAN INO-PDE503</a></b> используется для автоматического обжаривания мяса, используемого для приготовления шаурмы. Мясная вырезка насаживается на вертикальный вращающийся шампур в оптимальной близости к нагревательным элементам, обеспечивая идеальное прожаривание и исключая пригорание. Круговые нагревательные элементы, скрытые под керамическим стеклом с высокой теплопроводностью, способствуют равномерному приготовлению мяса.</p>

<p>Устойчивый к негативному влиянию внешних факторов корпус из нержавеющей стали отвечает за долговечность оборудования.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Горизонтальные керамические нагревательные элементы (5 рядов по 3 элемента), регулируемые по отдельности</li>
<li>Поддержка расстояния, установленного для нагревательных приборов, в зависимости от наклонной работы вертела с мясом</li>
<li>Керамостекло предотвращает расплескивание жира на нагревательные приборы</li>
<li>Сушильный лист и поддон для сбора масла</li>
<li>Лопатка из нержавеющей стали с бакелитовой рукояткой</li>
<li>Мотор в нижней части</li>
<li>Регулирование расстояния между нагревательными приборами и мясом</li>
<li>Вплавленная розетка для электрического ножа для разделки донера/кебаба</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость мяса: 75-90 кг</li>
</ul>",59883,,9 кВт,632 мм,772 мм,1132 мм,,Турция,,,0,,,,51 кг,380 В,,,,электрический,90 кг,750 мм
https://cdn.entero.ru/mp@2x/c8/50/c850ec32553374b6ed840bf2f698b31c.jpg,Гриль для шаурмы Sikom МК-2.3ЭП,МК2.3ЭП,43862,RUB,Да,Sikom,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/40240,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/40240"">Sikom МК-2.3ЭП</a></b> предназначен для обжарки различных типов и видов мяса в больших количествах на предприятиях общественного питания: в барах, кафе, закусочных и бистро. Модель оснащена поддоном для сбора жира, вилкой для фиксации вертела и тарелкой для удерживания мяса. Все элементы прибора выполнены из высококачественной пищевой нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электрический привод</li>
<li>Механическая панель управления</li>
<li>3 ТЭНа</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость вращения вертела: 2 об./мин.</li>
<li>Габариты в упаковке: 675х615х1040 мм</li>
</ul>",40240,,7.55 кВт,500 мм,590 мм,1220 мм,25 кг,Россия,1,675x615x1040 мм,0,https://entero.ru/manuals/34896/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sikom%20%D0%9C%D0%9A-2.3%D0%AD%D0%9F.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239144&hd=2&autoplay=0,25 кг,380 В,3 шт.,,,электрический,50 кг,900 мм
https://cdn.entero.ru/mp@2x/ee/89/ee899bcc3c11dd24e923838b4540f222.jpg,Гриль для шаурмы Grill Master Ф3ШМЭ(У) с электроприводом,21206,47100,RUB,Да,Grill Master,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/119357,"<p>Электрический гриль для шаурмы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/119357""><b class=""b"">Grill Master Ф3ШМЭ(У)</b></a> предназначен для запекания специально подготовленного свиного, говяжьего, бараньего и куриного мяса, используемого для приготовления шаурмы, на предприятиях общественного питания и торговли. Модель оснащена 3 независимо регулируемыми нагревательными элементами, усиленным электроприводом с возможностью ручного вращения и поддоном для мяса. Оборудование выполнено из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество шампуров:
<ul>
<li>Вертикальные: 1</li>
<li>Горизонтальные: 8</li>
</ul>
</li>
<li>Скорость вращения вертикального шампура: 2 об/мин.</li>
<li>Габариты в упаковке: 615х900х1020 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель без усиленного электропривода.</span></em></p>",119357,,7.1 кВт,515 мм,800 мм,870 мм,29 кг,Россия,1,560x560x900 мм,0,,50106,,20 кг,220 В,3 шт.,,,электрический,70 кг,
https://cdn.entero.ru/mp@2x/c4/ae/c4ae3f34157990d7aa94af861a773b94.jpg,Гриль для шаурмы Grill Master Ф2ШМГ(У),11211,54500,RUB,Да,Grill Master,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/169036,"<p>Газовый гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/169036"">Grill Master Ф2ШМГ(У)</a></b> предназначен для запекания специально подготовленного свиного, говяжьего, бараньего и куриного мяса, используемого для приготовления шаурмы, на предприятиях общественного питания и торговли. Модель оснащена 2 горелками с системой газ-контроль, усиленным электроприводом основного шампура с сохранением возможности ручного вращения и поддоном для мяса. Оборудование выполнено из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество шампуров:
<ul>
<li>Вертикальные: 1</li>
<li>Горизонтальные: 8</li>
</ul>
</li>
<li>Расход газа:
<ul>
<li>Природный: 0,82 м<sup>3</sup>/ч</li>
<li>Пропан-бутан: 0,32 кг/ч</li>
</ul>
</li>
<li>Размеры горелки: 297х216х184 мм</li>
<li>Размер поддона: 428х602х28 мм</li>
<li>Габариты в упаковке: 615х900х1220 мм</li>
</ul>",169036,,,515 мм,800 мм,970 мм,20 кг,Россия,1,615x900x1220 мм,9,https://entero.ru/manuals/194969/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Grill%20Master%20%D0%A42%D0%A8%D0%9C%D0%93%28%D0%A3%29.docx;https://entero.ru/manuals/194968/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Grill%20Master%20%D0%A42%D0%A8%D0%9C%D0%93%28%D0%A3%29.jpg,57979,,15 кг,газ,2 шт.,,7.2 кВт,электрический,60 кг,
https://cdn.entero.ru/mp@2x/ac/8a/ac8a9c1b16918e10c3a0f29cbe84f86f.jpg;https://cdn.entero.ru/mp@2x/36/18/3618173e6a6090c365398b1d6572256c.jpg;https://cdn.entero.ru/mp@2x/0e/31/0e3116d49cfba02afcadf425c7c075cf.jpg;https://cdn.entero.ru/mp@2x/71/e9/71e932ad6bba61e3fc6c084c2386f581.jpg;https://cdn.entero.ru/mp@2x/ba/02/ba0208b3f7c7522accc8b90e98e8fdc5.jpg,Гриль для шаурмы Karacasan SD20,Гриль для шаурмы Karacasan SD20,74520,RUB,Да,Karacasan,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/326507,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/326507"">Karacasan SD20</a></b> предназначен для обжарки мяса на предприятиях общественного питания и торговли. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Плавная регулировка температуры</li>
<li>Вращение шампура в обе стороны</li>
<li>Камни шамот для равномерного распределения жара</li>
<li>Вращение двигателя</li>
<li>Прочное немецкое стекло DURAN</li>
<li>Немецкие переключатели SIemens</li>
<li>Шампур, полезная часть 80 см</li>
</ul>

<p><b>Опции:</b></p>

<ul>
<li>Боковые шторки</li>
</ul>

<p><span style=""color:red;"">Внимание! На фото модель с боковыми шторками! Эта опция заказывается дополнительно!</span></p>

<p> </p>",326507,от 50 до 300 °С,7.5 кВт,600 мм,600 мм,1100 мм,,Турция,,,0,https://entero.ru/manuals/400795/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Karacasan%20SD20.pdf,81000,,35 кг,"220 В, 380 В",,,,электрический,,
https://cdn.entero.ru/mp@2x/75/83/7583e7c5c77bb1d66dd60590e0421fdd.jpg,Гриль для шаурмы Osba 3.2KT с двигателем Турция,110031,40200,RUB,Да,,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/286608,"<p>Гриль для шаурмы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/286608""><b class=""b"">Osba 3.2KT</b></a> предназначен для обжарки большого количества различных видов мяса и птицы для приготовления начинки для шаурмы, донера и других блюд на предприятиях общественного питания и торговли. Модель оснащена 2 нагревательными элементами и защитной сеткой. Корпус выполнен из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 режима мощности нагрева</li>
<li>Система с одной направляющей для регулировки расстояния от мяса до зоны нагрева</li>
</ul>",286608,,4 кВт,510 мм,670 мм,700 мм,,Россия,,,0,https://entero.ru/manuals/404318/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Osba%203.2KT.pdf,41875,,21 кг,220 В,2 шт.,,,электрический,30 кг,530 мм
https://cdn.entero.ru/mp@2x/4c/ee/4cee35d666f043315f2218aa1cc559b2.jpg,Гриль для шаурмы электрический OZTI 5E,8859.000E5.8T / 5E,129630,RUB,Да,OZTI,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/339989,"<p>Электрический гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/339989"">OZTI 5E</a></b> используется на предприятиях общественного питания и торговли для приготовления мясной начинки для шаурмы. Модель оснащена вертикально-ориентированным жарочным блоком с 5 трубчатыми электронагревательными элементами (ТЭНами) за стеклокерамическим экраном и расположенной на боковой стенке электромеханической панелью управления. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Верхний электропривод с реверсивным механизмом вращения</li>
<li>Независимая регулировка мощности нагрева каждой зоны с помощью поворотных переключателей</li>
<li>Система с 2 направляющими для регулировки глубины и угла наклона вертела относитель зон нагрева</li>
<li>Гигиеничная и безопасная эксплуатация</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота вращения вертела: 1 об/мин.</li>
<li>Максимальная высота загрузки: 810 мм</li>
</ul>",339989,,9 кВт,560 мм,450 мм,1313 мм,,Турция,,,0,https://entero.ru/manuals/421231/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20OZTI%205E%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/421239/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20OZTI%205E.pdf;https://entero.ru/manuals/421250/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20OZTI%202024%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,380 В,5 шт.,,,электрический,120 кг,1064 мм
