Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Количество уровней
https://cdn.entero.ru/mp@2x/a5/a3/a5a32e29ffeb1ab4710388bf87cb5129.jpg;https://cdn.entero.ru/mp@2x/2c/67/2c67c6120de872acbf4b9aa49b92be88.jpg,Тележка для сбора посуды Hessen ТС-2 8/5,ТС-2-8/5,11426,RUB,Да,Hessen,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/78029,"<p>Тележка для сбора посуды <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/78029"">Hessen ТС-2 8/5</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли для сбора и транспортировки посуды. Модель оснащена 4 колесами, одно из которых с тормозом. Изделие произведено с использованием программы Technology without Injuries - комплекса технологических решений, направленных на уменьшение травмоопасности для персонала, работающего на оборудовании. Опорные дуги выполнены из нержавеющего квадратного профиля 20х20 мм, поддоны - из пищевой нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка:
<ul>
<li>Общая: 40 кг</li>
<li>На полку: 20 кг</li>
</ul>
</li>
<li>Глубина поддона: 90 мм</li>
<li>Толщина металла:
<ul>
<li>Опорные дуги: 1,2 мм</li>
<li>Поддон: 0,6 мм</li>
</ul>
</li>
<li>Диаметр колес: 75 мм</li>
</ul>",78029,для сбора посуды,800 мм,500 мм,970 мм,13 кг,1,870x520x210 мм,0,https://entero.ru/manuals/344811/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,12155,,,,Россия,2
https://cdn.entero.ru/mp@2x/bf/9d/bf9dffd9be54bd8f40fa1692b98d983d.jpg,Тележка сервировочная ATESY ТС-Л-2-800.500.850-02,Тележка сервировочная ТС-Л-2-800.500.850-02 (ТС-2),17466,RUB,Да,ATESY,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/119156,"<p>Сервировочная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/119156"">ATESY ТС-Л-2-800.500.850-02</a></b> серии Люкс используется на предприятиях общественного питания для перемещения готовых блюд, напитков и посуды в зал приема пищи, а также для подачи грязной посуды из зала в моечное отделение. Модель оснащена 2 вместительными полками с герметичными бортиками. Полки выполнены из нержавеющей стали AISI 304, рамы - из нержавеющей трубы AISI 304 сечением 25х25 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сварная конструкция</li>
<li>4 поворотных колеса, 2 из которых оснащены тормозом</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество уровней: 2 шт.</li>
<li>Расстояние между уровнями: 440 мм</li>
<li>Макс. нагрузка на тележку: 40 кг</li>
<li>Макс. нагрузка на полку: 20 кг</li>
<li>Размеры полки: 750х500 мм</li>
<li>Высота борта полок: 20 мм</li>
<li>Диаметр колес: 75 мм</li>
<li>Габариты: 800х500х850 мм</li>
<li>Вес: 12 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",119156,сервировочная,800 мм,500 мм,850 мм,,,,0,https://entero.ru/manuals/122057/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%A2%D0%A1-%D0%9B-2-800.500.850-02.pdf,,,12 кг,,,2
https://cdn.entero.ru/mp@2x/50/72/5072b7156c37c02cd7b3e192ac162fa8.jpg,Тележка для сбора посуды Техно-ТТ ТП-222,ТП222,34653,RUB,Да,Техно-ТТ,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/92377,"<p>Тележка для сбора посуды <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://m.entero.ru/item/92377"">Техно-ТТ ТП-222</a></b> используется на предприятиях общественного питания и торговли для доставки готовых блюд, сбора тарелок, чашек и стаканов со столов. Модель оснащена 2 глубокими полками и 4 колесами, 2 из которых с тормозными устройствами. Разборный каркас выполнен из квадратной трубы из нержавеющей стали AISI 304, полки - из нержавеющей стали AISI 304.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колес: 125 мм</li>
<li>Объем упаковки: 0,31 м<sup>3</sup></li>
</ul>",92377,для сбора посуды,800 мм,500 мм,965 мм,,,,0,https://entero.ru/manuals/80116/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%A2%D0%9F-222.doc;https://entero.ru/manuals/100995/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,36477,,14 кг,,Россия,2
https://cdn.entero.ru/mp@2x/15/29/1529c0bd720f0409eb4b17536aea50ad.jpg,Тележка для сбора посуды KAYMAN ТСП-11/2,Тележка для сбора посуды KAYMAN ТСП-11/2,20593,RUB,Да,KAYMAN,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/87395,"<p>Сервировочная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87395"">KAYMAN ТСП-11/2</a></b> используется на предприятиях общественного питания для сбора кухонного инвентаря, тарелок, стаканов и чашек. Каркас выполнен из нержавеющей трубы AISI 304 20х20 мм толщиной 1,2 мм, полки - из нержавеющей стали AISI 304 толщиной 0,8 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 уровня</li>
<li>Обрезиненные поворотные колес, 2 из которых оборудованы тормозом и пластиковым отбойником</li>
<li>Разборный каркас</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Нагрузка на полку: 25 кг</li>
</ul>",87395,для сбора посуды,800 мм,500 мм,930 мм,,,,0,,21907,,14 кг,,,2
https://cdn.entero.ru/mp@2x/0e/70/0e70bcb3ce10b33488b39efa30ab4f66.jpg,Тележка для сбора посуды ATESY ТСП-Л-2-800.500.850-02,Тележка для сбора посуды ТСП-Л-2-800.500.850-02 (ТСП),23088,RUB,Да,ATESY,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/119152,"<p>Тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/119152"">ATESY ТСП-Л-2-800.500.850-02</a></b> серии Люкс используется на предприятиях общественного питания и торговли для сбора, временного хранения и транспортировки грязной посуды из зала приема пищи в моечное отделение. Модель оснащена 2 вместительными полками с герметичными бортиками. Полки выполнены из нержавеющей стали AISI 304, рамы - из нержавеющей трубы AISI 304 сечением 25х25 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сварная конструкция</li>
<li>4 поворотных колеса, 1 из которых оснащено тормозом</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Макс. нагрузка на тележку: 100 кг</li>
<li>Расстояние между уровнями: 450 мм</li>
<li>Максимальная нагрузка на полку 50 кг</li>
<li>Высота борта полок: 100 мм</li>
<li>Диаметр колес: 75 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",119152,для сбора посуды,800 мм,500 мм,850 мм,17 кг,1,865x556x875 мм,0,https://entero.ru/manuals/132334/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%A2%D0%A1%D0%9F-%D0%9B-2-800.500.850-02.pdf;https://entero.ru/manuals/282071/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,24562,,14 кг,,Россия,2
https://cdn.entero.ru/mp@2x/7c/18/7c180a3916cb678b714c122659ea6f5e.jpg;https://cdn.entero.ru/mp@2x/36/3b/363bec951fce45dd5e9e65d9862b8dc2.jpg,Тележка сервировочная Hessen ТО-3 8/5,ТО-3-8/5,12617,RUB,Да,Hessen,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/78028,"<p>Сервировочная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/78028"">Hessen ТО-3 8/5</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли для сушки, транспортировки тарелок. Модель оснащена 4 колесами, одно из которых с тормозом. Изделие произведено с использованием программы Technology without Injuries - комплекса технологических решений, направленных на уменьшение травмоопасности для персонала, работающего на оборудовании. Опорные дуги выполнены из нержавеющего квадратного профиля 20х20 мм, поддоны - из пищевой нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка:
<ul>
<li>Общая: 40 кг</li>
<li>На полку: 20 кг</li>
</ul>
</li>
<li>Глубина поддона: 30 мм</li>
<li>Расстояние между поддонами: 300 мм</li>
<li>Толщина металла:
<ul>
<li>Опорные дуги: 1,2 мм</li>
<li>Поддон: 0,6 мм</li>
</ul>
</li>
<li>Диаметр колес: 75 мм</li>
</ul>",78028,сервировочная,800 мм,500 мм,970 мм,21.2 кг,1,870x520x220 мм,0,https://entero.ru/manuals/344565/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,Россия,Россия,3
https://cdn.entero.ru/mp@2x/a8/f8/a8f817ecb3f41c568becd85683f86022.jpg,Тележка сервировочная Hessen ТО-2 8/5,ТО-2-8/5,10078,RUB,Да,Hessen,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/93306,"<p>Сервировочная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/93306"">Hessen ТО-2 8/5</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли для сушки, транспортировки тарелок. Модель оснащена 4 колесами, одно из которых с тормозом. Изделие произведено с использованием программы Technology without Injuries - комплекса технологических решений, направленных на уменьшение травмоопасности для персонала, работающего на оборудовании. Опорные дуги выполнены из нержавеющего квадратного профиля 20х20 мм, поддоны - из пищевой нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка:
<ul>
<li>Общая: 40 кг</li>
<li>На полку: 20 кг</li>
</ul>
</li>
<li>Глубина поддона: 30 мм</li>
<li>Расстояние между поддонами: 300 мм</li>
<li>Толщина металла:
<ul>
<li>Опорные дуги: 1,2 мм</li>
<li>Поддон: 0,6 мм</li>
</ul>
</li>
<li>Диаметры колес: 75 мм</li>
</ul>",93306,сервировочная,870 мм,520 мм,190 мм,15.5 кг,1,870x520x190 мм,0,https://entero.ru/manuals/451071/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,10837,,,,Россия,2
https://cdn.entero.ru/mp@2x/5f/42/5f42c235ddbde75a375e503f4db05892.jpg,Тележка сервировочная Empero EMP.PSV.03,Тележка EMP.PSV.03 сервировочная,14877,RUB,Да,Empero,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/124546,"<p>Сервировочная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124546"">Empero EMP.PSV.03</a></b> используется на предприятиях общественного питания для перемещения готовых блюд, напитков и посуды в зал приема пищи, а также для подачи грязной посуды из зала в моечное отделение. Модель оснащена 3 вместительными полками и 4 подвижными колесами. Стойки выполнены из алюминия, полки - из ударопрочного пластика.</p>

<p> </p>",124546,сервировочная,960 мм,520 мм,1070 мм,,,,0,https://entero.ru/manuals/133377/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Empero%202019.pdf,15660,,,,,3
https://cdn.entero.ru/mp@2x/e1/10/e110b68345dec9bf6c9674b6b8138aca.jpg,Тележка сервировочная Техно-ТТ ТПР-330/905,ТПР330/905,21206,RUB,Да,Техно-ТТ,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/92387,"<p>Сервировочная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/92387"">Техно-ТТ ТПР-330/905</a></b> предназначена для доставки готовых блюд, сбора тарелок, чашек и стаканов со столов на предприятиях общественного питания и торговли. Модель оснащена 3 полками и 4 колесами, 2 из которых с тормозными устройствами. Разборный каркас выполнен из круглой трубы из нержавеющей стали AISI 201, полки - из нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем упаковки: 0,1 м<sup>3</sup></li>
</ul>",92387,сервировочная,955 мм,500 мм,960 мм,,,,0,https://entero.ru/manuals/80123/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%A2%D0%9F%D0%A0-330_905.doc;https://entero.ru/manuals/101001/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,,,12.1 кг,,,3
https://cdn.entero.ru/mp@2x/58/b7/58b7ccbaeb0503cd5db1bcb226647e55.jpg;https://cdn.entero.ru/mp@2x/7f/bd/7fbdd60bf7e557cfb3cfc649a4cf59f0.jpg,Тележка сервировочная Luxstahl 3 уровня (нерж. сталь),Тележка сервировочная Luxstahl 3 уровня (нерж. сталь),23189,RUB,Да,Luxstahl,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/263550,"<p>Сервировочная тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/263550""><b class=""b"">Luxstahl 3 уровня</b></a> используется на предприятиях общественного питания для транспортировки готовых блюд, напитков и посуды в зал приема пищи, а также грязной посуды из зала в моечное отделение. Модель оснащена 3 полками с бортиками и 2 ручками. Полки выполнены из высококачественной нержавеющей стали AISI 430, каркас – из профиля трубы квадратного сечения из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>4 маневренных поворотных колеса, включая 2 со стояночным тормозом</li>
<li>Легкость очистки и дезинфекции</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку: 40 кг</li>
<li>Толщина стали полок: 1,5 мм</li>
<li>Габариты профиля каркаса: 25х25 мм</li>
</ul>",263550,сервировочная,850 мм,500 мм,900 мм,,,,0,https://entero.ru/manuals/326175/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Luxstahl.pdf;https://entero.ru/manuals/409609/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,Россия,Россия,3
https://cdn.entero.ru/mp@2x/89/89/8989030a861dedb1f47e09f7e76279a3.jpg,Тележка для сбора посуды Assum ТС-1 (800х500х930),Тележка для сбора посуды Assum ТС-1 (800х500х930),12802,RUB,Да,Assum,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/235644,"<p>Тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/235644""><b class=""b"">Assum ТС-1</b></a> используется на предприятиях общественного питания для сбора и транспортировки грязной посуды из зала приема пищи в моечное отделение. Модель оснащена 2 глубокими полками и 2 ручками. Полки выполнены из высококачественной нержавеющей стали AISI 430, каркас – из профиля трубы квадратного сечения из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>4 маневренных поворотных колеса, включая 2 со стояночным тормозом</li>
<li>Легкость очистки и дезинфекции</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 0,372 м³</li>
<li>Объем в упаковке: 0,120204 м³</li>
<li>Диаметр колес: 75 мм</li>
<li>Глубина полок: 100 мм</li>
<li>Толщина стали:
<ul>
<li>Полки: 1 мм</li>
<li>Каркас: 1,2 мм</li>
</ul>
</li>
<li>Габариты профиля каркаса: 20х20 мм</li>
</ul>",235644,для сбора посуды,800 мм,500 мм,930 мм,,,,0,https://entero.ru/manuals/479565/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Assum%20%D0%A2%D0%A1-1%20%28800%D1%85500%D1%85930%29.pdf;https://entero.ru/manuals/479568/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,Россия,Россия,2
https://cdn.entero.ru/mp@2x/3f/83/3f83a40a0d0faf92193c2f1c84853c9a.jpg,Тележка сервировочная ПищТех ТОО-2-01,н0000175996,8425,RUB,Да,ПищТех,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/128327,"<p>Сервировочная тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128327""><b class=""b"">Пищевые Технологии ТОО-2-01</b></a> предназначена для демонстрации и транспортировки сервированных блюд, напитков и посуды на предприятиях общественного питания и торговли. Модель оснащена 2 полками и 4 поворотными колесами со стопором на одном из них. Каркас выполнен из 2-х труб квадратного сечения 20х20 мм из стали, окрашенной порошковой краской, полки - из стали, окрашенной порошковой краской.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка:
<ul>
<li>На полку: 20 кг</li>
<li>На тележку: 40 кг</li>
</ul>
</li>
<li>Глубина полки: 30 мм</li>
<li>Диаметр колес: 100 мм</li>
<li>Габариты в упаковке: 860х550х120 мм</li>
</ul>",128327,сервировочная,800 мм,500 мм,925 мм,14 кг,1,860x550x120 мм,0,https://entero.ru/manuals/424756/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9F%D0%B8%D1%89%D0%A2%D0%B5%D1%85%20%D0%A2%D0%9E%D0%9E-2-01.pdf;https://entero.ru/manuals/424757/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%9F%D0%B8%D1%89%D0%A2%D0%B5%D1%85.pdf,11385,,12.5 кг,,Россия,2
https://cdn.entero.ru/mp@2x/72/79/72792da3496b0afbd7d2dd39bd494924.jpg,Тележка сервировочная ATESY ТС-С-2-800.500.850-02,Тележка сервировочная ТС-С-2-800.500.850-02 (ТС-2 разборная),12840,RUB,Да,ATESY,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/124111,"<p>Сервировочная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124111"">ATESY ТС-С-2-800.500.850-02</a></b> серии Стандарт используется на предприятиях общественного питания для перемещения готовых блюд, напитков и посуды в зал приема пищи, а также для подачи грязной посуды из зала в моечное отделение. Модель оснащена 2 вместительными полками с бортиками. Полки выполнены из нержавеющей стали AISI 430, рамы - из нержавеющей трубы AISI 201 диаметром 25 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Полки фиксируются к рамам с помощью болтового соединения</li>
<li>4 поворотных колеса, 2 из которых оснащены тормозом</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Расстояние между уровнями: 450 мм</li>
<li>Макс. нагрузка на тележку: 40 кг</li>
<li>Макс. нагрузка на полку: 20 кг</li>
<li>Диаметр колес: 75 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",124111,сервировочная,500 мм,800 мм,850 мм,15 кг,1,508x778x128 мм,0,https://entero.ru/manuals/132372/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%A2%D0%A1-%D0%A1-2-800.500.850-02.pdf;https://entero.ru/manuals/282079/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,13375,,13 кг,Россия,Россия,2
https://cdn.entero.ru/mp@2x/dc/41/dc4102bc08f64ef1b70b718efb5bc0ac.jpg,Тележка сервировочная Restoinox ТС-3-8/5,Тележка сервировочная Restoinox ТС-3-8/5,15977,RUB,Да,Restoinox,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/150793,"<p>Сервировочная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/150793"">Restoinox ТС-3-8/5</a></b> предназначена для транспортировки готовых блюд и посуды на предприятиях общественного питания. Модель оснащена 3 полками и 4 поворотными колесами, 2 из которых со стопорами. Каркас выполнен из трубы 25х25 мм нержавеющей стали AISI 430, полки - из нержавеющей стали AISI 430 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Полки фиксируются к рамам при помощи болтового соединения</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колес: 75 мм</li>
</ul>",150793,сервировочная,800 мм,500 мм,950 мм,,,,0,https://entero.ru/manuals/509109/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,16997,,,,,3
