Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Вес (с упаковкой),Материал корпуса,Максимальная высота реза,Максимальная толщина реза,Длина полотна,Размер рабочей поверхности
https://cdn.entero.ru/mp@2x/5e/8c/5e8cde5ef4ea22f7293721b7b996a552.jpg;https://cdn.entero.ru/mp@2x/7f/80/7f80a901183ac05912dc01087f3709c1.jpg;https://cdn.entero.ru/mp@2x/98/ed/98edb0b69716a61e4bd6f2f355f5dae3.jpg;https://cdn.entero.ru/mp@2x/06/4d/064dd83064952b964dcbf704e709de42.jpg;https://cdn.entero.ru/mp@2x/00/98/0098c6304798d103b4cd520797a89c75.jpg;https://cdn.entero.ru/mp@2x/a7/9e/a79e2533359d2ed2ba47ed035fbc49b0.jpg;https://cdn.entero.ru/mp@2x/46/68/4668977eeb0de8e5e9de6dec8d1a7b0a.jpg;https://cdn.entero.ru/mp@2x/9f/ff/9fff8b60a0b43e8bfdc2812f0aeabfc0.jpg;https://cdn.entero.ru/mp@2x/ca/ef/caef695f69066acf7f68e5772895c21b.jpg;https://cdn.entero.ru/mp@2x/45/77/4577b262481ca492e7557e2dfa794b9b.jpg;https://cdn.entero.ru/mp@2x/31/f0/31f0ff1bdcd719cb2422d33a17b40d13.jpg;https://cdn.entero.ru/mp@2x/b6/39/b6391b6c15f44f1702ebd386d88880a9.jpg;https://cdn.entero.ru/mp@2x/e0/65/e065437a873e018c1b3b0cad9523c02f.jpg;https://cdn.entero.ru/mp@2x/77/63/7763de6d73ae6cce347f93dd909fabbd.jpg,Пила для мяса Foodatlas JG-210,Пила для мяса Foodatlas JG-210,40340,RUB,Да,Foodatlas,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/112288,"<p>Настольная ленточная пила <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/112288"">Foodatlas JG-210</a></b> предназначена для нарезки на куски свежих и замороженных мясных продуктов, рыбы и курицы на предприятиях общественного питания и торговли. Модель оснащена кнопочной панелью управления, регулятором ширины реза, ручным натяжным устройством для полотен и неподвижным столом. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 2 полотна.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость лезвия: 15 м/сек.</li>
<li>Мощность:
<ul>
<li>Номинальная: 0,9 кВт</li>
<li>Двигатель: 0,75 кВт</li>
</ul>
</li>
<li>Габариты в упаковке: 540x540x980 мм</li>
</ul>",112288,настольная,220 В,0.9 кВт,520 мм,490 мм,840 мм,,Китай,,,0,https://entero.ru/manuals/110973/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20JG-210.pdf;https://entero.ru/manuals/456906/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F.pdf,42021,https://vk.com/video_ext.php?oid=-177656185&id=456239596&hd=2&autoplay=0;https://vk.com/video_ext.php?oid=-177656185&id=456240176&hd=2&autoplay=0,38 кг,,нержавеющая сталь,210 мм,180 мм,1666 мм,380х365 мм
https://cdn.entero.ru/mp@2x/d5/cb/d5cbf5cb992fcf6bf2a8f2342593ccd5.jpg,Пила для резки мяса Apach ASW183 220В краш.,ASW183 1Ф,141871,RUB,Да,Apach,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/59999,"<p>Пила <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/59999""><b class=""b"">Apach ASW183</b></a> предназначена для резки мяса, птицы и рыбы на куски нужного размера на предприятиях общественного питания и торговли. Модель оснащена встроенным дозатором отреза и толкателем мяса, который повышает безопасность работы персонала. Натяжение ножовочного полотна регулируется. Корпус выполнен из металлического сплава с покрытием из нитроэмали, рабочая поверхность - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рабочая высота отреза: 225 мм</li>
<li>Габариты в упаковке: 1000х530х400 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",59999,настольная,220 В,0.75 кВт,530 мм,420 мм,910 мм,,Италия,,,0,https://entero.ru/manuals/107114/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Apach%20ASW183.pdf;https://entero.ru/manuals/81362/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach%202017.pdf;https://entero.ru/manuals/288552/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20ASW183%20220%D0%92%20%D0%BA%D1%80%D0%B0%D1%88..pdf;https://entero.ru/manuals/288554/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach%20Cook%20Line.pdf;https://entero.ru/manuals/521736/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,154208,https://vk.com/video_ext.php?oid=-177656185&id=456240324&hd=2&autoplay=0,36 кг,,металлический сплав,320 мм,200 мм,1830 мм,410х410 мм
https://cdn.entero.ru/mp@2x/59/ba/59ba4326911fb10c48b804a994a1f48b.jpg,Пила ленточная VIATTO HLS-1650,Пила ленточная VIATTO HLS-1650,67320,RUB,Да,VIATTO,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/66759,"<p>Ленточная пила <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/66759"">VIATTO HLS-1650</a>A</b> используется на предприятиях общественного питания, торговли, а также в производственных цехах для нарезки на куски свежего и замороженного мяса, рыбы и птицы. Корпус и рабочий стол выполнены из нержавеющей стали. Предусмотрена регулировка ширины реза. Полотно выполняет ровный, гладкий срез без дробления кости.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 565х550х1000 мм</li>
</ul>",66759,настольная,220 В,0.75 кВт,511 мм,606 мм,803 мм,55 кг,Китай,1,565x550x1000 мм,0,https://entero.ru/manuals/409907/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20HLS-1650.pdf;https://entero.ru/manuals/409908/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/86160/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20VIATTO.pdf;https://entero.ru/manuals/464271/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20VIATTO%20HLS-1650.xls,,,40 кг,,нержавеющая сталь,210 мм,180 мм,1650 мм,464х439 мм
https://cdn.entero.ru/mp@2x/ce/85/ce852ce514e17b91533262399740a170.jpg,"Пила ленточная FIMAR SE1830A 220В, анодированная",SE1830AX23050M,151184,RUB,Да,FIMAR,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/24788,"<p>Ленточная пила <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/24788""><b class=""b"">FIMAR SE/1830</b></a> предназначена для нарезки на куски свежего и замороженного мяса, рыбы и птицы на предприятиях общественного питания и торговли. Модель оснащена микровыключателем на крышке и тормозом двигателя. Полотно выполняет ровный, гладкий срез без дробления кости. Корпус выполнен из анодированного алюминия, направляющая пилы и толкатель для мяса - из нержавеющей стали.</p>

<p><span style=""color:#FF0000;"">ВНИМАНИЕ! В Россию оборудование поставляется без кнопки аварийной остановки!</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулятор высоты и толщины реза</li>
<li>Дозатор</li>
<li>Рабочая поверхность</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры стойки: 550x570x650 мм</li>
<li>Габариты в упаковкее: 1020х560х500 мм</li>
<li>Объем упаковки: 0,286 м<sup>3</sup></li>
</ul>",24788,настольная,220 В,0.75 кВт,630 мм,450 мм,970 мм,,Италия,,,0,https://entero.ru/manuals/66791/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20FIMAR%20SE_1830.pdf;https://entero.ru/manuals/87281/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20FIMAR.pdf;https://entero.ru/manuals/377171/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BD%D0%B0%20FIMAR%20SE1830A%20220%D0%92_%20%D0%B0%D0%BD%D0%BE%D0%B4%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%B0%D1%8F.pdf;https://entero.ru/manuals/377172/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/377173/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/377178/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%B4%D0%BE%2009.02.2025%29.pdf,162563,,39 кг,,анодированный алюминий,225 мм,200 мм,1830 мм,410x410 мм
https://cdn.entero.ru/mp@2x/78/f4/78f490f36459dc17d0d0ae1ddf225580.jpg,Пила для мяса Hurakan HKN-SE/2580,213763,154254,RUB,Да,Hurakan,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/128418,"<p>Пила для мяса <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128418"">Hurakan HKN-SE/2580</a></b> используется на предприятиях общественного питания и торговли для резки свежего и замороженного мяса, в том числе на кости, а также рыбы и птицы. Модель оснащена толкателем, обеспечивающим безопасную работу персонала. Корпус выполнен из чугуна, рабочая поверхность - из нержавеющей стали.</p>

<p>В комплект поставки входят 2 полотна.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость полотна: 22 м/сек.</li>
<li>Габариты в упаковке: 920x810x1780 мм</li>
</ul>",128418,напольная,220 В,1.5 кВт,820 мм,770 мм,1700 мм,186 кг,Китай,1,810x920x1780 мм,0,https://entero.ru/manuals/417078/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-SE_2580.pdf;https://entero.ru/manuals/417079/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/454512/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-SE_2580.pdf,165865,,140 кг,,чугун,440 мм,280 мм,2580 мм,800х570 мм
https://cdn.entero.ru/mp@2x/a0/1a/a01a70d6aab1c88befd0187b0eaeaebf.jpg;https://cdn.entero.ru/mp@2x/92/59/9259c70244205b258793819003815824.jpg;https://cdn.entero.ru/mp@2x/eb/e0/ebe0eb821e2e6169adb08e94062d78f7.jpg;https://cdn.entero.ru/mp@2x/1e/d9/1ed9d7eb01836be3021383d2163345f9.jpg;https://cdn.entero.ru/mp@2x/f8/2e/f82e1bdf5a3004e317698b7e127389b9.jpg;https://cdn.entero.ru/mp@2x/79/83/7983064c9639c8c5e88c07c62cb0d82b.jpg,Пила для мяса Kocateq 339-19,Пила для мяса Kocateq 339-19,5008,RUB,Да,Kocateq,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/158189,"<p>Ручная пила для мяса <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/158189"">Kocateq 339-19</a></b> используется на предприятиях общественного питания и торговли для распиловки замороженного и свежего мяса и костей на куски. Корпус выполнен из нержавеющей стали Aisi 304, эргономичная ручка - из пластика.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Длина лезвия: 480 мм</li>
<li>Габариты в упаковке: 660х220х300 мм </li>
</ul>",158189,,,,,,,,Ю. Корея,,,0,,6860,,,1 кг,нержавеющая сталь,,,,
https://cdn.entero.ru/mp@2x/a3/66/a366328995f58ccff54c8999bce16b99.jpg,Пила для мяса Rosso J-210,Пила для мяса Rosso J-210,44155,RUB,Да,Rosso,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/121847,"<p>Пила​ <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121847"">Rosso J-210</a></b> предназначена для нарезки на куски свежих и замороженных мясных продуктов, рыбы и курицы на предприятиях общественного питания и торговли. Модель оснащена толкателем и скребком для мяса. Корпус выполнен из полированного и окисленного алюминиево-магниевого сплава, пила - из углеродистой стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина реза: от 5 до 155 мм</li>
<li>Высота нарезки: от 0 до 180 мм</li>
<li>Скорость вращения: 1420 об/мин.</li>
</ul>",121847,настольная,220 В,0.75 кВт,525 мм,470 мм,850 мм,87 кг,Китай,1,570x520x900 мм,0,https://entero.ru/manuals/359400/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rosso%20J-210.pdf;https://entero.ru/manuals/450076/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,80 кг,,нержавеющая сталь,180 мм,155 мм,1650 мм,437х465 мм
https://cdn.entero.ru/mp@2x/18/c0/18c0a28ee635159ce35aef53c496dbe7.jpg,Пила для мяса SAP SO183VECO,Пила для мяса SAP SO183VECO,149898,RUB,Да,SAP,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/283109,"<p>Пила для мяса <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/283109""><b class=""b"">SAP SO183VECO</b></a> используется для нарезки кускового, костного и бескостного мяса, в том числе и замороженного, а также рыбы, птицы и т.д. Корпус аппарата изготовлен из алюминия с анодированным покрытием, рабочая поверхность - из нержавеющей стали. На двигатель установлена термозащита.</p>",283109,настольная,380 В,0.75 кВт,530 мм,420 мм,910 мм,,Италия,,,0,https://entero.ru/manuals/503976/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SAP%20SO183VECO.pdf,162933,,38 кг,,анодированный алюминий,320 мм,,1830 мм,410х410 мм
https://cdn.entero.ru/mp@2x/32/35/32357af9490b3477a1c7510dd36a2c3e.jpg;https://cdn.entero.ru/mp@2x/84/ca/84caf6c5f54322dacf0367e1652d9e35.jpg,Пила для мяса Sirman SO 1840 F3 220В,SO-1840 F3 / SO-1840F 3 / 90763,159746,RUB,Да,Sirman,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/25072,"<p>Пила для мяса <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/25072""><b class=""b"">Sirman SO 1840 F3 </b></a>предназначена для разделки мяса, птицы и рыбы на куски нужного размера на предприятиях общественного питания и торговли. Модель оснащена асинхронным двигателем с вентиляцией на 4 полюса и герметичным маслоотражателем.</p>

<p>В комплект поставки вхлдят стол, толкающее и порционное устройства из нержавеющей стали марки AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Команды управления с микровыключателем на дверце, блок управления с дублированием и тормоз двигателя</li>
<li>Максимальная простота и точность в горизонтальной и вертикальной регулировке верхнего шкива</li>
<li>Максимальное прилегание резака к шкиву за счет полукруглой формы шкива и идеальной регулировки</li>
<li>Корпус из анодированного алюминия</li>
<li>Закаленные резаки от 16 мм для резки костей, замороженного и свежего мяса</li>
<li>Герметичные подшипники на верхнем шкиве</li>
<li>Легко разбирается для чистки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Шкив: 250 мм</li>
<li>Габариты в упаковке: 750x580x1230 мм</li>
</ul>",25072,настольная,220 В,0.735 кВт,530 мм,600 мм,915 мм,,Италия,,,0,https://entero.ru/manuals/27091/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20Sirman%20SO%201840%20F3.pdf;https://entero.ru/manuals/419568/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sirman%20SO%201840%20F3.pdf;https://entero.ru/manuals/46818/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20SO%201840%20F3.jpg;https://entero.ru/manuals/419569/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/72781/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,40 кг,,анодированный алюминий,250 мм,,1840 мм,430x475 мм
https://cdn.entero.ru/mp@2x/95/cd/95cd233c53cf4179b8341c1fd89758fb.jpg;https://cdn.entero.ru/mp@2x/15/82/158261b51be6db3ef0573dfa9729e0ef.jpg;https://cdn.entero.ru/mp@2x/e9/3f/e93fac7157368b398d4f3c095347cd4c.jpg;https://cdn.entero.ru/mp@2x/99/9d/999d444e53cc8742cf27e6af688b40f2.jpg;https://cdn.entero.ru/mp@2x/2c/ce/2cce53e5126d132d2826c6ab6baf30ee.jpg,Пила ленточная Станкостроитель В2-ФР-2П (350 мм),Пила ленточная Станкостроитель В2-ФР-2П (350 мм),238035,RUB,Да,Станкостроитель,Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/40253,"<p>Пила ленточная <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/40253""><b class=""b"">Станкостроитель В2-ФР-2П</b></a> предназначена для разрезания отрубов мяса. Пила позволяет распиливать замороженное и свежее мясо, кости и мясо на костях.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 550 кг/час</li>
<li>Скорость движения пильного полотна: 19,5 м/с</li>
<li>Толщина пильного полотна: 0,7-0,9 мм</li>
<li>Количество кареток: 2 </li>
<li>Величина хода кареток: 530 мм</li>
</ul>",40253,напольная,380 В,2.2 кВт,1000 мм,1020 мм,2000 мм,,Россия,,,0,https://entero.ru/manuals/312684/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%A1%D1%82%D0%B0%D0%BD%D0%BA%D0%BE%D1%81%D1%82%D1%80%D0%BE%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%20%D0%922-%D0%A4%D0%A0-2%D0%9F.pdf,250563,,195 кг,,углеродистая сталь,350 мм,480 мм,3680 мм,800х900 мм
https://cdn.entero.ru/mp@2x/0e/db/0edb9724a222c311df7f0d0d2455d234.jpg,Пила для мяса Koneteollisuus Oy (KT) 325,KT-325/ 080902-013-001,485475,RUB,Да,Koneteollisuus Oy (KT),Профоборудование,Мясоперерабатывающее,Пилы для мяса,https://entero.ru/item/23313,"<p>Пила для мяса <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/23313"">Koneteollisuus Oy (KT) 325</a></b> используется на предприятиях пищевой промышленности и торговли для нарезки на куски свежего и замороженного мяса, рыбы и птицы. Модель с 1 скоростью оснащена подвижным столом и тормозным двигателем, благодаря которому режущее полотно останавливается мгновенно после отключения электропитания. Рабочее полотно, защитный кожух и кожух полотна выполнены из нержавеющей стали, корпус пилы и ножки - из алюминия.</p>

<p><strong>Дополнительные характеристики:</strong></p>

<ul>
<li>Размер полотна: 2345х20 мм</li>
<li>Скорость движения полотна: 16 м/сек.</li>
<li>Габариты в упаковке: 1040х810х1900 мм</li>
</ul>",23313,напольная,380 В,1.8 кВт,790 мм,650 мм,1690 мм,,Финляндия,,,6,https://entero.ru/manuals/43894/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Koneteollisuus%20Oy%20%28KT%29%20325.jpg;https://entero.ru/manuals/312671/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Koneteollisuus%20Oy%20%28KT%29%20325%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,527690,,88 кг,,алюминий,250 мм,300 мм,2345 мм,650х475 мм
