Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Тип установки,Применение,Инфракрасный нагрев,Количество зон нагрева / ламп,Гастронормированный,Размер зоны нагрева
https://cdn.entero.ru/mp@2x/db/ae/dbae403e555235c03a96fb8355c0c648.jpg,Лампа инфракрасная Hurakan HKN-DL825 серебряная,153686,5072,RUB,Да,Hurakan,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/94228,"<p>Инфракрасная лампа <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94228""><b class=""b"">Hurakan HKN-DL825</b></a> предназначена для поддержания в горячем состоянии готовых блюд перед подачей на предприятиях общественного питания и торговли. Модель оснащена механизмом регулировки и фиксации по высоте. Корпус выполнен из крашеного металла.</p>

<p>В комплект поставки входит лампочка.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр плафона: 175 мм</li>
<li>Диапазон регулировки по высоте: от 600 до 1500 мм</li>
</ul>",94228,,220 В,0.25 кВт,175 мм,175 мм,600 мм,1 кг,Китай,1,260x230x390 мм,0,https://entero.ru/manuals/414041/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Hurakan%20HKN-DL825.pdf;https://entero.ru/manuals/414042/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-DL825.pdf;https://entero.ru/manuals/414043/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-DL825.pdf;https://entero.ru/manuals/414044/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf,,,1.2 кг,подвесной,для блюд,Да,1,,
https://cdn.entero.ru/mp@2x/8e/bd/8ebd3ebe57fe526db8eb029f87faa5bb.jpg,Лампа-подогреватель Kocateq DH635S NW,DH 635S NW,6191,RUB,Да,Kocateq,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/167450,"<p>Лампа-подогреватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/167450"">Kocateq DH635S NW</a></b> используется на предприятиях общественного питания и торговли для поддержания тарелок, готовых блюд и продуктов в разогретом состоянии. Источником инфракрасного излучения является ИК-элемент, который создает на поверхности тепловое пятно круглой формы при помощи декоративного рефлектора со специальным внутренним покрытием.</p>

<p>В комплект поставки входит ИК-лампа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Стандартный цоколь E27</li>
<li>Выключатель в верхней поверхности рефлектора</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр:
<ul>
<li>Плафон: 250 мм</li>
<li>Тепловое пятно: 440 мм</li>
</ul>
</li>
<li>Цвет плафона: серебристый</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого цвета.</span></em></p>",167450,,220 В,0.275 кВт,250 мм,250 мм,1500 мм,,Ю. Корея,,,0,,7643,,,подвесной,"для блюд, для тарелок",Да,1,,
https://cdn.entero.ru/mp@2x/5f/56/5f56bce3f03bd343ccd130aeca5a1e55.jpg,Лампа-подогреватель Kocateq DH639G NW,DH 639G NW 33260,6978,RUB,Да,Kocateq,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/168026,"<p>Лампа-подогреватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/168026"">Kocateq DH639G NW</a> </b>используется на предприятиях общественного питания и торговли для поддержания тарелок, готовых блюд и продуктов в разогретом состоянии. Источником инфракрасного излучения является ИК-элемент, который создает на поверхности тепловое пятно круглой формы при помощи декоративного рефлектора со специальным внутренним покрытием.</p>

<p>В комплект поставки входит ИК-лампа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Стандартный цоколь E27</li>
<li>Выключатель в верхней поверхности рефлектора</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр:
<ul>
<li>Плафон: 290 мм</li>
<li>Тепловое пятно: 440 мм</li>
</ul>
</li>
<li>Высота плафона: 150 мм</li>
<li>Цвет плафона: золотой</li>
<li>Габариты в упаковке: 320x320x350 мм</li>
</ul>",168026,,220 В,0.275 кВт,290 мм,290 мм,1500 мм,,Ю. Корея,,,0,,8615,,,подвесной,"для блюд, для тарелок",Да,1,,
https://cdn.entero.ru/mp@2x/f9/f8/f9f84702c9decf6ba32e359784e262cd.jpg,Поверхность тепловая INDOKOR WT230,Поверхность тепловая INDOKOR WT230,6993,RUB,Да,INDOKOR,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/365431,"<p>Тепловая поверхность <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/365431"">INDOKOR WT230</a></b> предназначена для демонстрации, подогрева и поддержания в теплом состоянии горячих закусок, основных блюд, гарниров и десертов в отелях и на выездных мероприятиях с организацией питания по принципу ""шведский стол"". Модель оснащена LED-дисплеем с сенсорным управлением, . Рама выполнена из алюминия, рабочая поверхность - из закаленного стекла, дно - из металла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>9 температурных режимов</li>
<li>Функция блокировки для предотвращения случайного изменения настроек</li>
<li>Устойчивость к регулярной санитарной обработке</li>
<li>Интуитивно понятная индикация выбранных настроек</li>
<li>Компактные размеры для транспортировки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Шаг температуры: 5 °С</li>
<li>Подходящие гастроемкости: GN 1/1</li>
</ul>",365431,от +65 до +105 °C,220 В,0.23 кВт,380 мм,550 мм,25 мм,2 кг,Ю. Корея,1,453x630x68 мм,0,https://entero.ru/manuals/475614/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20INDOKOR%20WT230.pdf,,,2 кг,настольный,для блюд,,1,,
https://cdn.entero.ru/mp@2x/8a/cf/8acf75aba1a450ff5eba63c9aba8011f.jpg,Лампа инфракрасная Hurakan HKN-DL800 бронзовая,Лампа инфракрасная Hurakan HKN-DL800 бронзовая,4892,RUB,Да,Hurakan,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/80036,"<p>Инфракрасная лампа <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80036""><b class=""b"">Hurakan HKN-DL800</b></a> предназначена для поддержания в горячем состоянии готовых блюд перед подачей на предприятиях общественного питания и торговли. Модель оснащена механизмом регулировки и фиксации по высоте. Корпус выполнен из крашеного металла.</p>

<p>В комплект поставки входит лампочка.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр плафона: 270 мм</li>
<li>Диапазон регулировки по высоте: от 600 до 1500 мм</li>
</ul>",80036,,220 В,0.25 кВт,275 мм,275 мм,600 мм,1 кг,Китай,1,320x320x370 мм,11,https://entero.ru/manuals/414052/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Hurakan%20HKN-DL800.pdf;https://entero.ru/manuals/414053/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-DL800.pdf;https://entero.ru/manuals/414054/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-DL800.pdf;https://entero.ru/manuals/414055/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf,,,1.5 кг,подвесной,для блюд,Да,1,,
https://cdn.entero.ru/mp@2x/c2/af/c2af8fee578910ccb8f8c13d26633762.jpg,Лампа инфракрасная Hurakan HKN-DL800 серебряная,153684,5717,RUB,Да,Hurakan,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/94227,"<p>Инфракрасная лампа <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94227""><b class=""b"">Hurakan HKN-DL800</b></a> предназначена для поддержания в горячем состоянии готовых блюд перед подачей на предприятиях общественного питания и торговли. Модель оснащена механизмом регулировки и фиксации по высоте. Корпус выполнен из крашеного металла.</p>

<p>В комплект поставки входит лампочка.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр плафона: 270 мм</li>
<li>Диапазон регулировки по высоте: от 600 до 1500 мм</li>
</ul>",94227,,220 В,0.25 кВт,275 мм,275 мм,600 мм,1 кг,Китай,1,320x320x390 мм,50,https://entero.ru/manuals/414046/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Hurakan%20HKN-DL800.pdf;https://entero.ru/manuals/414047/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-DL800.pdf;https://entero.ru/manuals/414048/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-DL800.pdf;https://entero.ru/manuals/414049/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf,,,1.5 кг,подвесной,для блюд,Да,1,,
https://cdn.entero.ru/mp@2x/ba/f7/baf70476cf94104e505b3896013fa785.jpg,Лампа тепловая Kocateq DH635RB NW,Лампа тепловая Kocateq DH635RB NW,6897,RUB,Да,Kocateq,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/221545,"<p>Тепловая лампа <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/221545""><b class=""b"">Kocateq DH635RB NW </b></a>предназначена для поддержания в горячем состоянии готовых блюд на предприятиях общественного питания и торговли. Модель оснащена плафоном на регулируемом кабеле с выключателем. </p>

<p>В комплект поставки входит инфракрасная лампа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Выключатель в верней части рефлектора</li>
<li>Оптимально для линий раздачи</li>
<li>Предназначена для работы с ИК лампами со стандартным цоколем E27</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр теплового пятна: 440 мм</li>
<li>Диапазон регулировки кабеля: от 600 до 1500 мм</li>
<li>Размер плафона:
<ul>
<li>Диаметр: 250 мм</li>
<li>Высота: 220 мм</li>
</ul>
</li>
<li>Цвет плафона: медный</li>
</ul>

<p><br>
</p>

<p> </p>",221545,,220 В,0.275 кВт,250 мм,250 мм,1500 мм,,Ю. Корея,,,0,https://entero.ru/manuals/264128/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,подвесной,"для блюд, для тарелок, для чашек",Да,1,,
https://cdn.entero.ru/mp@2x/ce/b4/ceb4a2338c4ba6a16deab8045e371214.jpg,Подогреватель пищи VIATTO VA-WL550-3,4630169227589,7520,RUB,Да,VIATTO,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/215827,"<p>Настольный подогреватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215827"">VIATTO VA-WL550-3</a> </b>предназначен для поддержания в теплом состоянии готовых блюд на предприятиях общественного питания и торговли. Модель оснащена регулируемой по высоте стойкой с 2 лампами и выключателем. Корпус выполнен из алюминия.</p>

<p><span style=""color:#FF0000;"">Гастроемкость не входит в комплект поставки.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Тип гастроемкости: GN1/1</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость гастроемкостей: 1 шт.</li>
<li>Габариты в упаковке: 570х360х260 мм</li>
</ul>

<p> </p>",215827,,220 В,0.55 кВт,510 мм,355 мм,745 мм,2.75 кг,Китай,1,570x360x260 мм,0,https://entero.ru/manuals/498237/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20VA-WL550-3.pdf;https://entero.ru/manuals/498238/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,2 кг,настольный,для блюд,,2,,
https://cdn.entero.ru/mp@2x/9a/89/9a8958046eb01838cf7429307b8526c8.jpg,Подогреватель блюд Airhot WL-2,Подогреватель блюд Airhot WL-2,7805,RUB,Да,Airhot,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/93955,"<p>Подогреватель блюд <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/93955"">Airhot WL-2</a></b> используется на предприятиях общественного питания и торговли для демонстрации и поддержания заданной температуры готового блюда. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 2 лампочки 250 Вт.</p>",93955,,220 В,0.5 кВт,450 мм,350 мм,720 мм,3 кг,Китай,1,550x290x300 мм,0,https://entero.ru/manuals/96225/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20WL-2.pdf;https://entero.ru/manuals/481891/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,настольный,для блюд,Да,2,,
https://cdn.entero.ru/mp@2x/bf/22/bf22c570dc5af4f201f65d18ccc2a5b9.jpg;https://cdn.entero.ru/mp@2x/fb/97/fb97cee8c4218596dc2087bba5273b35.jpg,Мармит для картофеля фри Airhot FW-1,C2578,11683,RUB,Да,Airhot,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/115586,"<p>Подогреватель блюд <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/115586"">Airhot FW-1</a> </b>используется на предприятиях общественного питания и торговли для демонстрации и поддержания заданной температуры различных блюд. Корпус выполнен из нержавеющей стали.</p>

<p>Размер ёмкости GN 1/1: 530х325х65 мм</p>",115586,,220 В,0.685 кВт,335 мм,575 мм,465 мм,6.2 кг,Китай,1,605x365x480 мм,0,https://entero.ru/manuals/114954/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20WL-2.pdf,,,,настольный,для блюд,Да,1,,
https://cdn.entero.ru/mp@2x/04/18/0418deb4dcfafa16cc359d6ff340bfe7.jpg,Лампа-подогреватель Enigma A032 Silver,122917,5585,RUB,Да,Enigma,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/94655,"<p>Лампа-подогреватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94655"">Enigma A032 Silver</a></b> предназначена для поддержания готовых блюд в теплом состоянии на предприятиях общественного питания. Модель оснащена регулируемым по высоте проводом.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр абажура: 175 мм</li>
<li>Регулируемая высота: от 600 до 1800 мм</li>
<li>Цвет абажура: серебро</li>
</ul>",94655,,220 В,0.25 кВт,175 мм,175 мм,1800 мм,1.4 кг,Китай,1,235x255x385 мм,0,https://entero.ru/manuals/475890/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Enigma%20A032%20Silver.pdf,7253,,,подвесной,для блюд,Да,1,,
https://cdn.entero.ru/mp@2x/76/d7/76d77d2d4b4109ae837d2dcdcc4f2878.jpg;https://cdn.entero.ru/mp@2x/a3/f5/a3f5b7b06a06fd2c321b3e51964cff6c.jpg,Лампа инфракрасная Hurakan HKN-DL750 бронзовая,Лампа инфракрасная Hurakan HKN-DL750 бронзовая,5970,RUB,Да,Hurakan,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/127026,"<p>Инфракрасная лампа <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/127026""><b class=""b"">Hurakan HKN-DL750</b></a> предназначена для поддержания в горячем состоянии готовых блюд перед подачей на предприятиях общественного питания и торговли. Модель оснащена механизмом регулировки и фиксации по высоте. Корпус выполнен из крашеного металла.</p>

<p>В комплект поставки входит лампочка.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр плафона: 290 мм</li>
<li>Диапазон регулировки по высоте: от 600 до 2000 мм</li>
</ul>",127026,,220 В,0.25 кВт,290 мм,290 мм,600 мм,1 кг,Китай,1,340x340x380 мм,7,https://entero.ru/manuals/414078/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Hurakan%20HKN-DL750.pdf;https://entero.ru/manuals/414079/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-DL750.pdf;https://entero.ru/manuals/414080/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf,7557,,1.3 кг,подвесной,для блюд,Да,1,,
https://cdn.entero.ru/mp@2x/1d/3a/1d3a672cd11209a819b96355d82bdc9c.jpg;https://cdn.entero.ru/mp@2x/96/d9/96d9a0b236d28248f60e1e460afa2380.jpg;https://cdn.entero.ru/mp@2x/53/6e/536ef3e0029736c3429820012a15f32d.jpg;https://cdn.entero.ru/mp@2x/c1/37/c137eedc40f24c18304c92b1ed5daf22.jpg,Подогреватель инфракрасный Bartscher 114003,114.356,2976072,RUB,Да,Bartscher,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/49595,"<p>Инфракрасный подогреватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/49595"">Bartscher 114003</a></b> предназначен для подогрева и поддержания в теплом состоянии готовых блюд на предприятиях общественного питания и торговли. Модель оснащена инфракрасными нагревательными трубами. Корпус выполнен из алюминия.</p>

<p><em><span style=""color:#FF0000;"">Внимание! Ножки и цепь в комплект поставки не входят.</span></em></p>",49595,60 °C,220 В,0.95 кВт,1070 мм,225 мм,65 мм,,Китай,,,0,https://entero.ru/manuals/117143/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bartscher%20114003.pdf;https://entero.ru/manuals/117144/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/117145/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%B2%20%D1%80%D0%B0%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%BD%D0%BD%D0%BE%D0%BC%20%D0%B2%D0%B8%D0%B4%D0%B5.pdf;https://entero.ru/manuals/507820/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,3.61 кг,"настольный, подвесной",для блюд,Да,1,,
https://cdn.entero.ru/mp@2x/e5/74/e57428634720dbd798b89db068f70064.jpg,Диспенсер для тарелок Airhot PW-75,Диспенсер для тарелок Airhot PW-75,31219,RUB,Да,Airhot,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/128963,"<p>Диспенсер для тарелок <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128963""><b class=""b"">Airhot PW-75</b></a> используется на предприятиях общественного питания и выездных банкетах для подогрева тарелок перед подачей клиенту. Модель оснащена бункером для тарелок, системой настройки пружин и колесами для удобной траспортировки. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость тарелок: 75</li>
<li>Диаметр тарелок: от 245 до 300 мм</li>
</ul>",128963,от 30 до 85 °C,220 В,0.4 кВт,455 мм,555 мм,925 мм,32 кг,Китай,1,620x550x1030 мм,0,https://entero.ru/manuals/482035/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,33212,,27 кг,напольный,для тарелок,,1,,
https://cdn.entero.ru/mp@2x/8b/0d/8b0d2481a79712b759745c383db6a442.jpg,Лампа инфракрасная Airhot IR-S-750 серебряный,Лампа инфракрасная Airhot IR-S-750 серебряный,4784,RUB,Да,Airhot,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/122059,"<p>Инфракрасная лампа <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122059""><b class=""b"">Airhot IR-S-750</b></a> предназначена для поддержания в горячем состоянии готовых блюд перед подачей на предприятиях общественного питания и торговли. Модель оснащена механизмом регулировки и фиксации по высоте. Корпус выполнен из крашенного металла.</p>

<p>В комплект поставки входит лампочка 250 Вт.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки по высоте: от 600 до 1500 мм</li>
<li>Цвет: серебряный</li>
</ul>",122059,,220 В,0.25 кВт,290 мм,290 мм,285 мм,1.8 кг,Китай,1,305x300x310 мм,0,https://entero.ru/manuals/128112/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20IR-S-750.pdf;https://entero.ru/manuals/481633/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,5764,,1.23 кг,подвесной,для блюд,Да,1,,
