Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Установка,Назначение,Вес (с упаковкой),Подсветка,Размер подогреваемой ванны,Колеса
https://cdn.entero.ru/mp@2x/48/6d/486d27076af913e835418080276e0382.jpg,Мармит электрический для картофеля фри Вулкан Лайт VMF64321E,Мармит электрический для картофеля фри Вулкан Лайт VMF64321E,0,RUB,Нет,Вулкан,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/299815,"<p>Электрический мармит <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/299815"">Вулкан Лайт VMF64321E</a> </b>используется на предприятиях общественного питания и торговли отдельно или в составе <a href=""http://entero.ru/search.php?text=%D0%92%D1%83%D0%BB%D0%BA%D0%B0%D0%BD+%D0%9B%D0%B0%D0%B9%D1%82+600"">тепловой линии Лайт 600</a> для подогрева и кратковременного хранения картофеля-фри. Модель оснащена фарфоровым инфракрасным нагревателем, съемным поддоном для сбора масла и регулируемыми ножками. Корпус выполнен из нержавеющей стали. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер поддона: GN 2/3</li>
</ul>",299815,,220 В,1 кВт,400 мм,600 мм,300 мм,,,,0,https://entero.ru/manuals/360525/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%92%D1%83%D0%BB%D0%BA%D0%B0%D0%BD%20%D0%9B%D0%B0%D0%B9%D1%82%202023.pdf,,22.1 кг,,Россия,настольная,,,,,
https://cdn.entero.ru/mp@2x/15/64/15645e2422a7a69f811c000089bea5cc.jpg,Мармит электрический для картофеля фри Вулкан Лайт VP74311E-S,Мармит электрический для картофеля фри Вулкан Лайт VP74311E-S,0,RUB,Нет,Вулкан,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/301419,"<p>Электрический мармит <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/301419"">Вулкан Лайт VP74311E-S</a> </b>используется на предприятиях общественного питания и торговли отдельно или в составе <a href=""https://entero.ru/search.php?text=%D0%92%D1%83%D0%BB%D0%BA%D0%B0%D0%BD+%D0%9B%D0%B0%D0%B9%D1%82+700-S"">тепловой линии Лайт 700-S</a> для подогрева и кратковременного хранения картофеля-фри. Модель оснащена фарфоровым инфракрасным нагревателем, съемным поддоном для сбора масла и регулируемыми ножками. Корпус выполнен из нержавеющей стали. </p>

<p> <b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер поддона: GN 1/1</li>
</ul>",301419,,220 В,1 кВт,400 мм,730 мм,300 мм,,,,0,https://entero.ru/manuals/361642/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%92%D1%83%D0%BB%D0%BA%D0%B0%D0%BD%20%D0%9B%D0%B0%D0%B9%D1%82%202023.pdf,,22.5 кг,,Россия,настольная,,,,,
https://cdn.entero.ru/mp@2x/c2/5c/c25cad7a872d50b98005f749d38e60f4.jpg,Мармит электрический для картофеля фри Вулкан Лайт VMF74912E-D,Мармит электрический для картофеля фри Вулкан Лайт VMF74912E-D,0,RUB,Нет,Вулкан,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/301010,"<p>Электрический мармит <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/301010"">Вулкан Лайт VMF74912E-D</a> </b>используется на предприятиях общественного питания и торговли отдельно или в составе <a href=""http://entero.ru/search.php?text=%D0%92%D1%83%D0%BB%D0%BA%D0%B0%D0%BD+%D0%9B%D0%B0%D0%B9%D1%82+700"">тепловой линии Лайт 700</a> для подогрева и кратковременного хранения картофеля-фри. Модель оснащена фарфоровым инфракрасным нагревателем, съемным поддоном для сбора масла, стендом с 3 сторон, распашной дверью и регулируемыми ножками. Корпус выполнен из нержавеющей стали. </p>

<p> <b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер поддона: GN 1/1</li>
</ul>",301010,,220 В,1 кВт,400 мм,730 мм,900 мм,,,,0,https://entero.ru/manuals/361279/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%92%D1%83%D0%BB%D0%BA%D0%B0%D0%BD%20%D0%9B%D0%B0%D0%B9%D1%82%202023.pdf,,65 кг,,Россия,напольная,,,,,
https://cdn.entero.ru/mp@2x/da/1c/da1c72cd1924e5765d7b1ba5d550c2bc.jpg,Станция для подогрева и фасовки картофеля фри Fabristeel F70-180,Dual Heat Fries Station,0,RUB,Нет,Fabristeel,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/51965,"<p>Станция <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/51965"">Fabristeel F70-180</a></b> предназначена для подогрева и фасовки картофеля фри. Подогрев осуществляется сверху и снизу. Корпус сделан из нержавеющей стали.</p>

<p>В оборудовании предусмотрены отсеки для упаковки, емкость с перфорацией для картофеля, решетка для пакетов с продуктом, вставка-поддон для стекания масла и навесная емкость для утилизации продукта.</p>",51965,,220 В,2.39 кВт,1070 мм,720 мм,1500 мм,,,,0,,,100 кг,,Сингапур,напольная,,,,,
https://cdn.entero.ru/mp@2x/30/b3/30b32d40833a335f3da6f7ea162b2477.jpg,Стол тепловой для картофеля фри Simeco S СТ0607,Стол тепловой для картофеля фри Simeco S СТ0607,0,RUB,Нет,Simeco,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/279937,"<p>Тепловой стол <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/279937""><b class=""b"">Симеко S СТ0607</b></a> используется на предприятиях общественного питания и торговли для временного хранения, поддержания в теплом состоянии и последующей раздачи уже готового картофеля фри. Модель оснащена контроллером температуры, разделителем для пакетиков, распашной дверью, 2 выключателями и регулируемыми по высоте ножками. Оборудование выполнено из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 инфракрасных нагревателя</li>
<li>Механическое управление</li>
</ul>",279937,60 °С,220 В,2.4 кВт,750 мм,600 мм,1500 мм,,,,0,https://entero.ru/manuals/344944/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%A1%D0%B8%D0%BC%D0%B5%D0%BA%D0%BE%20S%20%D0%A1%D0%A20607.webp,,140 кг,Россия,Россия,напольная,,,Да,,
https://cdn.entero.ru/mp@2x/19/31/19313a4565150fca5a9dc6f4fa88385a.jpg,Станция для фасовки картофеля фри ТТМ RLFSL-A6,133458,0,RUB,Нет,ТТМ,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/116768,"<p>Станция для фасовки картофеля фри <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/116768"">ТТМ RLFSL-A6</a></b> используется на предприятиях общественного питания. Инфракрасный мягкий нагрев позволяет не высушивать продукт. Модель оснащена перегородкой, разделяющей ванну на две части, светодиодной подсветкой и распашной дверью. Корпус выполнен из нержавеющей стали AISI 430, ванна и столешница - из нержавеющей стали AISI 304.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Конвективный нагрев для более длительного хранения картофеля</li>
<li>Ниша для упаковки в нижней части с возможностью регулировки ширины одной из 4 зон</li>
<li>Съемное боковое стеклянное ограждение для защты внутреннего объема, которое может устанавливаться с правой или левой стороны</li>
<li>Универсальный кронштейн под фасовочный совок</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Предустановленная температура нагрева: 70 °C</li>
<li>Высота ножек: 200 мм</li>
</ul>",116768,70 °С,220 В,1.7 кВт,900 мм,600 мм,1520 мм,,,,0,https://entero.ru/manuals/117367/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D0%A2%D0%A2%D0%9C%20RLFSL-A6.pdf;https://entero.ru/manuals/502817/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,Россия,напольная,,,,,
https://cdn.entero.ru/mp@2x/e0/6a/e06a0cb3ad055d9b768eccfc78762917.jpg,Станция хранения и фасовки картофеля фри Follett 1283191,"01283191 / FRIES WARMER EXPRESS, 600mm",0,RUB,Нет,Follett,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/220746,"<p>Станция <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/220746"">Follett 1283191</a></b> используется на предприятиях общественного питания и торговли для временного хранения, поддержания в теплом состоянии и последующей раздачи уже готового картофеля фри. Модель оснащена цифровым контроллером и аналоговым термостатом. Оборудование выполнено из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рекоммендуемая рабочая температура: 70 °C</li>
<li>Время разогрева до рабочей температуры: 20 мин.</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",220746,,220 В,2.46 кВт,600 мм,950 мм,1660 мм,,,,0,https://entero.ru/manuals/262737/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Follett%20Kiosk%20PFT.pdf,,70 кг,,Польша,напольная,,,,,
https://cdn.entero.ru/mp@2x/94/c9/94c9bd613d77a086feae8849c207220c.jpg,Станция хранения и фасовки картофеля фри Follett L1200,"FRIES WARMER, 1200mm",0,RUB,Нет,Follett,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/220843,"<p>Станция <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/220843"">Follett L1200</a></b> используется на предприятиях общественного питания и торговли для временного хранения, поддержания в теплом состоянии и последующей раздачи уже готового картофеля фри. Оборудование выполнено из нержавеющей стали.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",220843,,220 В,3.5 кВт,1200 мм,950 мм,1666 мм,,,,0,,,187 кг,,Польша,напольная,,,,,
https://cdn.entero.ru/mp@2x/74/14/7414e434522c9b5afcb2415180a75f67.jpg,Стол тепловой для картофеля фри Simeco СТ1007 (с 1-ой скобой для совка),999.0US.44971,0,RUB,Нет,Simeco,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/284690,"<p>Тепловой стол <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/284690""><b class=""b"">Симеко СТ1007</b></a> используется на предприятиях общественного питания и торговли для временного хранения, поддержания в теплом состоянии и последующей раздачи уже готового картофеля фри. Модель оснащена контроллером температуры, органайзером для пакетиков, 2 распашными дверями, скобой для совка и регулируемыми по высоте ножками. Корпус выполнен из нержавеющей стали AISI 430, боковые стенки надстройки - из поликарбоната.</p>

<p>​В комплект поставки входят 3 гастроемкости: 2х GN1/3-150 мм и GN1/6-150 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>3 инфракрасных нагревателя</li>
<li>3 выключателя с фронтальной стороны</li>
<li>Съемная ванна с подогревом</li>
<li>Сварная конструкция</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура окружающего воздуха: от 15 до 30ºС</li>
<li>Относительная влажность воздуха: от 30 до 60%</li>
</ul>",284690,65 °С,220 В,2.4 кВт,1010 мм,720 мм,1500 мм,,,,0,https://entero.ru/manuals/349201/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%A1%D0%B8%D0%BC%D0%B5%D0%BA%D0%BE%20%D0%A1%D0%A21007.pdf,,121 кг,,Россия,напольная,,,Да,,
https://cdn.entero.ru/mp@2x/25/ba/25baaa099789a5f6b90295223ecf508b.jpg,Станция хранения и фасовки картофеля фри Follett L900,"01246586 / FRIES WARMER PASS THRU , 900mm",0,RUB,Нет,Follett,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/220831,"<p>Станция <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/220831"">Follett L900</a></b> используется на предприятиях общественного питания и торговли для временного хранения, поддержания в теплом состоянии и последующей раздачи уже готового картофеля фри. Оборудование выполнено из нержавеющей стали.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",220831,,220 В,2.5 кВт,900 мм,750 мм,1450 мм,,,,0,https://entero.ru/manuals/263010/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Follett%20L900.pdf,,105 кг,,Польша,напольная,,,,,
https://cdn.entero.ru/mp@2x/c1/d0/c1d01461041c779433a290d4d33e0180.jpg;https://cdn.entero.ru/mp@2x/9f/b7/9fb71ec393e7e33f81d03b664709d684.jpg,Станция хранения и фасовки картофеля фри Follett FSS-FL,"01230721 / FRIES WARMER WALL STANDING, 1010mm, FSS-FL",0,RUB,Нет,Follett,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/220824,"<p>Станция <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/220824"">Follett FSS-FL</a></b> используется на предприятиях общественного питания и торговли для временного хранения, поддержания в теплом состоянии и последующей раздачи уже готового картофеля фри. Оборудование выполнено из нержавеющей стали.</p>",220824,,220 В,,1010 мм,720 мм,1500 мм,,,,0,,,90 кг,,Польша,напольная,,,,,
https://cdn.entero.ru/mp@2x/4d/0b/4d0b82acf4448b8e45109ae4bd313e92.jpg,Стол тепловой для картофеля фри Simeco СТ0614,Стол тепловой для картофеля фри Simeco СТ0614,0,RUB,Нет,Simeco,Профоборудование,Тепловое,Станции для фасовки картофеля фри,https://entero.ru/item/279927,"<p>Тепловой стол <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/279927""><b class=""b"">Симеко СТ0614</b></a> используется на предприятиях общественного питания и торговли для временного хранения, поддержания в теплом состоянии и последующей раздачи уже готового картофеля фри. Модель оснащена разделителем для пакетиков и 2 распашными дверями. Оборудование выполнено из нержавеющей стали AISI 430.</p>

<p>В комплект поставки входят 2 съемные корзины и 2 скобы для совка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Инфракрасный нагрев</li>
<li>Механическое управление</li>
</ul>",279927,65 °С,220 В,2.4 кВт,600 мм,1450 мм,1450 мм,,,,0,,,140 кг,Россия,Россия,напольная,,,Да,,
