Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Назначение,Количество уровней,Вес (с упаковкой),Расстояние между уровнями,Размер противней / подносов,Для теплового оборудования,Совместимое оборудование,Двойная
https://cdn.entero.ru/mp@2x/6d/e1/6de1721cac7b3435c2406dec0b543849.jpg,Тележка-шпилька вкатная UNOX XEBTL-16EU для пароконвектоматов и расстоечных шкафов серии BakerTop MIND.Maps,D3154,120392,RUB,Да,UNOX,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/122359,"<p>Вкатная тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/122359""><b class=""b"">UNOX XEBTL-16EU</b></a> используется совместно с 16-уровневыми пароконвектоматами (<a href=""https://entero.kz/search.php?text=XEBL-16EU"">XEBL-16EU</a>) и расстоечными шкафами (<a href=""https://entero.kz/search.php?text=XEBPL-16EU"">XEBPL-16EU</a>) серии BakerTop MIND.Maps на предприятиях общественного питания и торговли, в пекарнях и кондитерских для удобного перемещения, быстрой загрузки и выгрузки листов для выпечки и противней. Оборудование выполнено из нержавеющей стали.</p>

<p>Листы для выпечки и противни в комплект поставки не входят и приобретаются отдельно.</p>",122359,776 мм,615 мм,1741 мм,42 кг,Италия,1,900x850x1870 мм,25,,,,26 кг,для противней,16,,81 мм,600х400 мм,Да,"пароконвектомат, расстоечный шкаф",
https://cdn.entero.ru/mp@2x/aa/ff/aaff6b7b2be4100c53dccfaba3d17a65.jpg;https://cdn.entero.ru/mp@2x/92/c6/92c6969bd71067b90cdb26eef26b92e9.jpg,Тележка-шпилька для противней Luxstahl ТШГ-10 (450x335) нерж.,Тележка-шпилька для противней Luxstahl ТШГ-10 (450x335) нерж.,27900,RUB,Да,Luxstahl,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/250164,"<p>Тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/250164""><b class=""b"">Luxstahl ТШГ-10</b></a> используется на предприятиях пищевой промышленности, общественного питания и торговли для хранения и транспортировки противней и подносов. Модель оснащена обрезиненными поворотными колесами. Сварной каркас выполнен из нержавеющей стали.</p>",250164,455 мм,560 мм,1570 мм,,Россия,,,0,,30000,,,"для противней, для подносов",10,,125 мм,450х355 мм,,,
https://cdn.entero.ru/mp@2x/18/d8/18d83385d1b453c0a99761fa234c06f0.jpg,Тележка-шпилька для подносов Техно-ТТ СТС-229/800,СТС229/800,82236,RUB,Да,Техно-ТТ,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/76002,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/76002"">Техно-ТТ СТС-229/800</a></b> предназначена для транспортировки и хранения подносов на предприятиях общественного питания и торговли. Модель оснащена 4 поворотными колёсами, 2 из которых с тормозными устройствами и отбойниками. Каркас и решетчатые полки выполнен из нержавеющей стали AISI 304, отбойники - из пластика, колеса покрыты резиной.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость: 18 подносов</li>
<li>Размер полки: 770х505 мм</li>
<li>Диаметр колес: 100 мм</li>
<li>Объем упаковки: 0,64 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",76002,810 мм,500 мм,1500 мм,,Россия,,,0,https://entero.ru/manuals/77998/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%A1%D0%A2%D0%A1-229_800.doc;https://entero.ru/manuals/100824/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,,,22.5 кг,для подносов,9,,,,,,
https://cdn.entero.ru/mp@2x/f0/ad/f0ad95a91afc689aa56ab2b67579cb4a.jpg,Тележка-шпилька для гастроемкостей ITERMA СТР 32Ш-604 Ш430,430 СТР 32Ш/604 ПЕРЕДВИЖНОЙ,28185,RUB,Да,ITERMA,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/32929,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/32929"">ITERMA СТР 32Ш-604 Ш430</a></b> используется на предприятиях общественного питания и торговли для временного хранения и транспортировки полуфабрикатов и готовой продукции, а также в процессе работы с расстоечными шкафами. Модель оснащена 4 прорезиненными поворотными колесами, 2 из которых оборудованы тормозами. Конструкция выполнена из нержавеющей стали.</p>",32929,600 мм,400 мм,1800 мм,,Россия,,,0,,30636,,,для гастроемкостей,12,,,GN 1/1,,,
https://cdn.entero.ru/mp@2x/7f/03/7f038145a1bfb87953486be705eaa181.jpg;https://cdn.entero.ru/mp@2x/d0/9e/d09e23b5017d14178db77b51c294113a.jpg,Тележка-шпилька для гастроемкостей Luxstahl ТШГ-14 (GN 1/1) нерж.,мко215,29100,RUB,Да,Luxstahl,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/123104,"<p>Тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/123104""><b class=""b"">Luxstahl ТШГ-14</b></a> используется на предприятиях пищевой промышленности, общественного питания и торговли для хранения и транспортировки гастроемкостей. Модель оснащена обрезиненными поворотными колесами, 2 из которых - с тормозами. Сварной каркас выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колеса: 75 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с другим количеством уровней.</span></em></p>",123104,375 мм,560 мм,1570 мм,40 кг,Россия,,,0,https://entero.ru/manuals/270559/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Luxstahl.pdf,,,,для гастроемкостей,14,,90 мм,GN 1/1,,,
https://cdn.entero.ru/mp@2x/4e/1a/4e1ab148e18fbd3e4d1eefe174ba694c.jpg;https://cdn.entero.ru/mp@2x/bb/78/bb781f9bf2eab99f275799aafdc55636.jpg,Тележка-шпилька для подносов ATESY КШП-Л-1.12-350.600-02,Шпилька КШП-Л-1.12-350.600-02 (КШ-3),33114,RUB,Да,ATESY,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/124026,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124026"">ATESY КШП-Л-1.12-350.600-02</a></b> серии Люкс используется на предприятиях общественного питания и торговли для транспортировки и хранения подносов. Модель оснащена 4 поворотными колесами, 2 из которых снабжены тормозными устройствами. Сварная конструкция полностью выполнена из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Конструкция направляющих обеспечивает фиксацию подносов и предотвращает их выпадение при движении шпильки</li>
<li>Все кромки имеют подгиб, исключающий травмирование при эксплуатации и санитарной обработке</li>
<li>Сварная конструкция</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина подноса: от 300 до 350 мм</li>
<li>Макс. длина подноса: 600 мм</li>
<li>Максимальная распределенная нагрузка:
<ul>
<li>Общая: 160 кг</li>
<li>На одну полку: 10 кг</li>
</ul>
</li>
<li>​Диаметр колес: 100 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера. Подносы, изображенные на фото, в комплект поставки не входят и приобретаются отдельно.</span></em></p>",124026,600 мм,440 мм,1575 мм,28 кг,Россия,1,649x505x1605 мм,0,https://entero.ru/manuals/281986/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,34857,,23 кг,для подносов,12,,113 мм,"350х600 мм, 325х440 мм, 410х310 мм, 420х300 мм, 435х320 мм, 520х320 мм",,,
https://cdn.entero.ru/mp@2x/c1/f9/c1f963868ee314f2a46842ac331b4a70.jpg;https://cdn.entero.ru/mp@2x/ca/17/ca17b491d315e7ed6cf9fce95827deac.jpg;https://cdn.entero.ru/mp@2x/ff/23/ff2328b66d61610d4ab7d1070b578470.jpg;https://cdn.entero.ru/mp@2x/87/02/8702d16b6f0996a64c091dc2a7b644cb.jpg;https://cdn.entero.ru/mp@2x/1f/5e/1f5ea960cca0b6229b8d71dcaa55e44a.jpg;https://cdn.entero.ru/mp@2x/e2/07/e207c05c1763b45a95cfc3916e9be9e4.jpg;https://cdn.entero.ru/mp@2x/2c/e5/2ce5c5354bff770f42df65e5e4dfa746.jpg,Тележка-шпилька для противней Restoinox ТШРП-12 600х400,ТШРП-12,20307,RUB,Да,Restoinox,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/150435,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/150435"">Restoinox ТШРП-12 600х400</a></b> предназначена для хранения и транспортировки подносов и противней на предприятиях общественного питания и торговли. Модель оснащена 4 поворотными колесами, 2 из которых со стопорами. Разборный каркас выполнен из квадратной трубы 25х25 мм нержавеющей стали Aisi 430, направляющие - из нержавеющей стали Aisi 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Простая сборка и демонтаж</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали ножек: 1,2 мм</li>
<li>Диаметр колес: 75 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",150435,620 мм,460 мм,1650 мм,15 кг,Россия,1,1660x465x150 мм,0,https://entero.ru/manuals/519700/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,"для подносов, для противней",12,,114 мм,600х400 мм,,,
https://cdn.entero.ru/mp@2x/5c/c1/5cc1402db6bf4e2f071c3b47e9c968b6.jpg,Тележка-шпилька для гастроемкостей ПищТех ТШ-11,н0000120511,20863,RUB,Да,ПищТех,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/96882,"<p>Тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/96882""><b class=""b"">Пищевые Технологии ТШ-11 </b></a>предназначена для хранения и транспортировки противней, подносов и гастроемкостей на предприятиях общественного питания и торговли. Модель оснащена 4 колесиками, со стопором на одном колесе. Разборный каркас выполнен из нержавеющей трубы, направляющие - из нержавеющего листового металла, подогнутого с двух сторон, для предотвращения выскакивания емкостей.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 14х GN 1/1 или 28х GN 1/2</li>
<li>Размер трубы: 20х20 мм</li>
<li>Габариты в упаковке: 1480х590х70 мм</li>
</ul>",96882,373 мм,565 мм,1560 мм,14.5 кг,Россия,1,1480x590x70 мм,0,https://entero.ru/manuals/401440/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9F%D0%B8%D1%89%D0%B5%D0%B2%D1%8B%D0%B5%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8%20%D0%A2%D0%A8-11.pdf;https://entero.ru/manuals/424766/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%9F%D0%B8%D1%89%D0%A2%D0%B5%D1%85.pdf,22677,,13.8 кг,для гастроемкостей,14,,90 мм,"GN 1/1, GN 1/2",,,
https://cdn.entero.ru/mp@2x/cd/f4/cdf4762ad438c0aba4fd78f52584c1a7.jpg,Тележка-шпилька для подносов Техно-ТТ СТС-229/404,СТС229/404,62574,RUB,Да,Техно-ТТ,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/51439,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/51439"">Техно-ТТ СТС-229/404</a></b> предназначена для транспортировки и хранения подносов на предприятиях общественного питания и торговли. Модель оснащена 4 поворотными колёсами, 2 из которых с тормозными устройствами и отбойниками. Каркас и решетчатые полки выполнены из нержавеющей стали AISI 304, отбойники - из пластика, колеса покрыты резиной.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость: 9 подносов</li>
<li>Размер полки: 325х455 мм</li>
<li>Диаметр колес: 100 мм</li>
<li>Объем упаковки: 0,26 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",51439,365 мм,455 мм,1500 мм,,Россия,,,0,https://entero.ru/manuals/77997/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%A1%D0%A2%D0%A1-229_404.doc;https://entero.ru/manuals/100823/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,,,16.4 кг,для подносов,9,,,,,,
https://cdn.entero.ru/mp@2x/04/68/046888634b0c04437e3985ac1246eeb0.jpg;https://cdn.entero.ru/mp@2x/e2/17/e2172fb7ef47353959f8c1474b31ecf4.jpg;https://cdn.entero.ru/mp@2x/88/a3/88a3969c5c97a84b0590198575b43e45.jpg;https://cdn.entero.ru/mp@2x/be/6d/be6d49028122a6f1644e3abd3cede5c6.jpg;https://cdn.entero.ru/mp@2x/82/13/821343c8eed5c2934c5f95d1f9b1c52c.jpg;https://cdn.entero.ru/mp@2x/48/8e/488e38113f4dd781cb38d2715523d880.jpg;https://cdn.entero.ru/mp@2x/cc/04/cc049e2a61bccf472165e4bd53e0ef63.jpg,Тележка-шпилька для гастроемкостей Restoinox ТШРГ-14 GN 1/1 (530х325),ТШРГ-14,21242,RUB,Да,Restoinox,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/150451,"<p>Тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/150451""><b class=""b"">Restoinox ТШРГ-14 GN 1/1</b></a> предназначена для хранения и транспортировки гастроемкостей на предприятиях общественного питания и торговли. Модель оснащена 4 поворотными колесами, 2 из которых со стопорами. Разборный каркас выполнен из квадратной трубы 25х25 мм нержавеющей стали Aisi 430, направляющие - из нержавеющей стали Aisi 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подходит для гастроемкостей формата GN 1/1</li>
<li>Простая сборка и демонтаж</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали ножек: 1,2 мм</li>
<li>Диаметр колес: 75 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",150451,550 мм,385 мм,1650 мм,15 кг,Россия,1,1650x580x65 мм,0,https://entero.ru/manuals/519699/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,22127,,,для гастроемкостей,14,,95 мм,GN 1/1,,,
https://cdn.entero.ru/mp@2x/24/83/248385011a7caba5bea6c9a9f76c3896.jpg,Тележка-шпилька для противней ПищТех ТШ-П12,н0000121038,23479,RUB,Да,ПищТех,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/88314,"<p>Тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/88314""><b class=""b"">Пищевые Технологии ТШ-П12 </b></a>предназначена для хранения и транспортировки противней и подносов на предприятиях общественного питания и торговли. Модель оснащена 4 колесиками, со стопором на одном колесе. Разборный каркас выполнен из нержавеющей трубы, направляющие - из нержавеющего листового металла, подогнутого с двух сторон, для предотвращения выскакивания емкостей.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер трубы: 20х20 мм</li>
<li>Габариты в упаковке: 1600х450х100 мм</li>
<li>Объем упаковки: 0,07 м<sup>3</sup></li>
</ul>",88314,650 мм,430 мм,1560 мм,18.5 кг,Россия,1,1600x450x100 мм,0,https://entero.ru/manuals/404563/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9F%D0%B8%D1%89%D0%B5%D0%B2%D1%8B%D0%B5%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8%20%D0%A2%D0%A8-%D0%9F12.pdf;https://entero.ru/manuals/424769/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%9F%D0%B8%D1%89%D0%A2%D0%B5%D1%85.pdf,24457,,17 кг,для противней,12,,110 мм,600х400 мм,,,
https://cdn.entero.ru/mp@2x/d5/04/d5046c38072fac87ee55fd67c2546cbe.jpg;https://cdn.entero.ru/mp@2x/39/bf/39bf535b2d75dc2be4e6f7acab3d4123.jpg,Тележка-шпилька для противней Luxstahl ТШГ-12 (600x400) нерж.,мко187,28500,RUB,Да,Luxstahl,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/120630,"<p>Тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/120630""><b class=""b"">Luxstahl ТШГ-12</b></a> используется на предприятиях пищевой промышленности, общественного питания и торговли для хранения и транспортировки противней и подносов. Модель оснащена обрезиненными поворотными колесами, 2 из которых - с тормозами. Сварной каркас выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колеса: 75 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель с другим количеством уровней.</span></em></p>",120630,460 мм,660 мм,1570 мм,,Россия,,,0,https://entero.ru/manuals/270561/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Luxstahl.pdf,,,,"для подносов, для противней",12,,105 мм,600х400 мм,,,
https://cdn.entero.ru/mp@2x/0d/8d/0d8de32b94b33720810cf1de2bab717f.jpg,Тележка-шпилька для гастроемкостей Техно-ТТ СТС-220/604У,СТС220/604У,62445,RUB,Да,Техно-ТТ,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/80983,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80983"">Техно-ТТ СТС-220/604У</a></b> предназначена для транспортировки и хранения противней и гастроемкостей на предприятиях общественного питания и торговли. Модель оснащена 4 поворотными колёсами, 2 из которых с тормозными устройствами и отбойниками. Каркас выполнен из квадратной трубы 20х20 мм из нержавеющей стали AISI 304, полозки - из нержавеющей стали AISI 304, отбойники - из пластика, колеса покрыты резиной.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость: 10 противней / 10 гастроемкостей</li>
<li>Диаметр колес: 100 мм</li>
<li>Объем упаковки: 0,42 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",80983,610 мм,440 мм,1500 мм,,Россия,,,0,https://entero.ru/manuals/77996/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%A1%D0%A2%D0%A1-220_604%D0%A3.doc;https://entero.ru/manuals/100819/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,65732,,10.1 кг,"для гастроемкостей, для противней",10,,,"GN 1/1, 600х400 мм",,,
https://cdn.entero.ru/mp@2x/67/ff/67ff675df739be317d6cc33981e2c0cc.jpg,Тележка-шпилька для гастроемкостей REDGASTRO TR-15A GN 1/1-15,Тележка-шпилька для гастроемкостей REDGASTRO TR-15A GN 1/1-15,17562,RUB,Да,,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/335133,"<p>Тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/335133""><b class=""b"">REDGASTRO TR-15A</b></a> используется на предприятиях общественного питания и торговли для временного хранения и транспортировки полуфабрикатов и готовой продукции. Модель оснащена 4 поворотными колесами, 2 из которых оборудованы тормозными механизмами. Изделие выполнено из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колеса: 100 мм</li>
</ul>",335133,,,,,Китай,,,61,,,,,для гастроемкостей,15,,,GN 1/1,,,
