Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Установка,Конструкция,Оснащение,Подсветка,Тип гастроемкости,Температурный режим теплового отсека,Вместимость гастроемкостей,Температурный режим холодильного отсека
https://cdn.entero.ru/mp@2x/34/96/349656edb8d4871c38d83ab756a2cef5.jpg,Буфет нейтральный Техно-ТТ БН-120/1616,120956,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/215006,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215006"">Техно-ТТ БН-120/1616</a> </b>предназначен для выкладки, хранения и раздачи продуктов, не требующих определенной температуры на предприятиях общественного питания и торговли. Модель оснащена ящиком. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: венге</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с нишей вместо ящика.</span></em></p>",215006,нейтральный,,0.025 кВт,1616 мм,851 мм,900 мм,,Россия,,,0,https://entero.ru/manuals/514827/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,"стационарный, островной",сплошная столешница,,,,,,
https://cdn.entero.ru/mp@2x/95/43/954373106952c62d52bbd2565b8fbfdf.jpg,Буфет нейтральный Техно-ТТ БН-110/1946,120949,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/215010,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215010"">Техно-ТТ БН-110/1946</a> </b>предназначен для выкладки, хранения и раздачи продуктов, не требующих определенной температуры на предприятиях общественного питания и торговли. Модель оснащена нишей. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: венге</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",215010,нейтральный,,0.03 кВт,1946 мм,851 мм,900 мм,,Россия,,,0,https://entero.ru/manuals/514833/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,"стационарный, островной",сплошная столешница,,,,,,
https://cdn.entero.ru/mp@2x/2b/ea/2bea4ac71e4e0616562db64df7f3f6b6.jpg,Буфет с ванной для льда Техно-ТТ БВЛ-122/1946Д,120718,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/214065,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/214065"">Техно-ТТ БВЛ-122/1946Д</a> </b>предназначен для выкладки, кратковременного хранения и раздачи напитков и холодных закусок на предприятиях общественного питания и торговли. Модель оснащена ящиком. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня. </p>

<p>Ванна в комплект поставки не входит и приобретается отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессор Danfoss</li>
<li>Центральная закрытая полка</li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: венге</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с нишей вместо ящика.</span></em></p>",214065,холодильный,,0.45 кВт,1946 мм,851 мм,1555 мм,,Россия,,,0,https://entero.ru/manuals/252114/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/252115/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5%29.pdf,,,"стационарный, островной",ванна для льда,закрытая полка,Да,,,,от -1 до 1 °C
https://cdn.entero.ru/mp@2x/7d/c5/7dc53c966a1e7a433b81ae6cfd8e4c7f.jpg,Модуль хлебный ТММ Антарес-Премиум ХЛМ/1200 (1200х750х900),Антарес-Премиум/ХЛМ/1200 (1200х750х900),0,RUB,Нет,ТММ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/88781,"<p>Хлебный модуль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/88781""><b class=""b"">ТММ Антарес-Премиум ХЛМ/1200</b></a> используется в составе линии раздачи в качестве дополнительного места для размещения хлеба на предприятиях общественного питания и торговли. Корпус выполнен из МДФ, ламинированного противоударным HPL-пластиком, столешница - из акрилового камня.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Закрытый модуль</li>
<li>Шарнирные колеса</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>МДФ: 16 мм</li>
<li>HPL-пластик: 0,6 мм</li>
<li>Акриловый камень: 12 мм</li>
</ul>
</li>
<li>Цвет: светлый дуб / венге</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Надстройка</li>
</ul>",88781,нейтральный,,,1200 мм,750 мм,900 мм,,Россия,,,0,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/9f/d9/9fd9b26475f8938f2fd38776d628b50f.jpg,Стол шведский ПищТех Лира СОЭП-О,н0000111912,0,RUB,Нет,ПищТех,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/88717,"<p>Шведский стол <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/88717""><b class=""b"">Пищевые Технологии Лира СОЭП-О </b></a>предназначен для кратковременного хранения и демонстрации холодных закусок, салатов, охлажденных напитков в составе линий раздач или самостоятельно на предприятиях общественного питания и торговли. Модель оснащена нишей для хранения инвентаря, направляющими для подносов и регулируемыми по высоте ножками. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессор NE6181E</li>
<li>Хладагент: R22</li>
<li>Эксплуатация при температуре окружающей среды от 20 до 25 °С и относительной влажности воздуха от 45 до 70%</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 50 л</li>
<li>Холодопроизводительность: 0,413 кВт</li>
<li>Потребляемая мощность: 0,37 кВт</li>
<li>Потребление электроэнергии: 3,1 кВт/ч х сутки</li>
<li>Уровень звукового давления: 59 дБа</li>
<li>Количество хладагента: 0,4 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Фото представлено в ознакомительных целях и отличается от оригинала.</span></em></p>",88717,холодильный,220 В,0.37 кВт,1210 мм,1100 мм,1160 мм,,Россия,,,0,https://entero.ru/manuals/71029/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9F%D0%B8%D1%89%D0%B5%D0%B2%D1%8B%D0%B5%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8%20%D0%9B%D0%B8%D1%80%D0%B0%20%D0%A1%D0%9E%D0%AD%D0%9F-%D0%9E.pdf;https://entero.ru/manuals/422376/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%9F%D0%B8%D1%89%D0%A2%D0%B5%D1%85.pdf,,105 кг,,,,,,,,от -1 до 5 °C
https://cdn.entero.ru/mp@2x/dd/c5/ddc52f8c4fa1d396e2c9534ff96d4a27.jpg,Модуль хлебный ТММ Антарес-Премиум ХЛМ/1500 (1500х750х900),Антарес-Премиум/ХЛМ/1500 (1500х750х900),0,RUB,Нет,ТММ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/88782,"<p>Хлебный модуль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/88782""><b class=""b"">ТММ Антарес-Премиум ХЛМ/1500</b></a> используется в составе линии раздачи в качестве дополнительного места для размещения хлеба на предприятиях общественного питания и торговли. Корпус выполнен из МДФ, ламинированного противоударным HPL-пластиком, столешница - из акрилового камня.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Закрытый модуль</li>
<li>Шарнирные колеса</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>МДФ: 16 мм</li>
<li>HPL-пластик: 0,6 мм</li>
<li>Акриловый камень: 12 мм</li>
</ul>
</li>
<li>Цвет: светлый дуб / венге</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Надстройка</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",88782,нейтральный,,,1500 мм,750 мм,900 мм,,Россия,,,0,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/61/e6/61e6b3c5c867d90e7500a31ca4469054.jpg,Модуль хлебный ТММ Антарес-Премиум ХЛМ/2100 (2100х750х900),Антарес-Премиум/ХЛМ/2100 (2100х750х900),0,RUB,Нет,ТММ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/88783,"<p>Хлебный модуль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/88783""><b class=""b"">ТММ Антарес-Премиум ХЛМ/2100</b></a> используется в составе линии раздачи в качестве дополнительного места для размещения хлеба на предприятиях общественного питания и торговли. Корпус выполнен из МДФ, ламинированного противоударным HPL-пластиком, столешница - из акрилового камня.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Закрытый модуль</li>
<li>Шарнирные колеса</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материала: 
<ul>
<li>МДФ: 16 мм</li>
<li>HPL-пластик: 0,6 мм</li>
<li>Акриловый камень: 12 мм</li>
</ul>
</li>
<li>Цвет: светлый дуб / венге</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Надстройка</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",88783,нейтральный,,,2100 мм,750 мм,900 мм,,Россия,,,0,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/6b/1d/6b1d60b8fb2b77090040e85b7d836d1b.jpg,Модуль суповой ТММ Антарес-Премиум СПМ/1500-2 (1500х750х900),Антарес-Премиум/СПМ/1500-2 (1500х750х900),0,RUB,Нет,ТММ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/109174,"<p>Суповой модуль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/109174""><b class=""b"">ТММ Антарес-Премиум СПМ/1500-2 </b></a>предназначен для кратковременного хранения горячих первых блюд на предприятиях общественного питания и торговли. Корпус выполнен из МДФ, ламинированного противоударным HPL-пластиком, столешница - из акрилового камня.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 мармит-супницы</li>
<li>Шарнирные колеса</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Емкость супницы: 10 л</li>
<li>Размеры супницы: 400x400x370 мм</li>
<li>Толщина материала: 
<ul>
<li>МДФ: 16 мм</li>
<li>HPL-пластик: 0,6 мм</li>
<li>Акриловый камень: 12 мм</li>
</ul>
</li>
<li>Цвет: светлый дуб / венге</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель с 3 супницами.</span></em></p>",109174,нейтральный,,,1500 мм,750 мм,900 мм,,Россия,,,0,https://entero.ru/manuals/102375/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%B0%D0%BB%D0%B0%D1%82-%D0%B1%D0%B0%D1%80%D0%BE%D0%B2%20%D0%A2%D0%9C%D0%9C.pdf;https://entero.ru/manuals/102376/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.docx;https://entero.ru/manuals/102377/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.jpg,,,,,,,,,,
https://cdn.entero.ru/mp@2x/99/1c/991cf127045ed6f4fb7bceef57adc0d0.jpg,Салат-бар холодильный Kocateq RF2,RF-2,0,RUB,Нет,Kocateq,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/34212,"<p>Встраиваемый салат-бар <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/34212"">Kocateq RF2</a></b> предназначен для организации линии раздачи, выкладки салатов, закусок и охлажденных блюд на предприятиях общественного питания и торговли. Модель оснащена цифровым термостатом для регулировки температуры. Все части, контактирующие с пищей, выполнены из нержавеющей стали AISI 304, облицовка - из пищевого алюминия.</p>

<p>Гастроемкости заказываются отдельно.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Глубина гастроемкости: 150 мм</li>
<li>Размер отверстия для встраивания: 691х569 мм</li>
<li>Мощность: 0,51 кВт</li>
<li>Габариты в упаковке: 820x690x640 мм</li>
</ul>",34212,холодильный,220 В,0.51 кВт,609 мм,609 мм,516 мм,,Ю. Корея,,,0,https://entero.ru/manuals/111321/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/279824/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20RF2.docx,,50 кг,встраиваемый,под гастроемкости,,,,,2,от 5 до 10 °C
https://cdn.entero.ru/mp@2x/c5/ee/c5ee59b684538a9f758231e2959e3d52.jpg,Модуль суповой ТММ Антарес-Премиум СПМ/1500-3 (1500х750х900),Антарес-Премиум/СПМ/1500-3 (1500х750х900),0,RUB,Нет,ТММ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/109177,"<p>Суповой модуль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/109177""><b class=""b"">ТММ Антарес-Премиум СПМ/1500-3 </b></a>предназначен для кратковременного хранения горячих первых блюд на предприятиях общественного питания и торговли. Корпус выполнен из МДФ, ламинированного противоударным HPL-пластиком, столешница - из акрилового камня.</p>

<p><b>Особенности:</b></p>

<ul>
<li>3 мармит-супницы</li>
<li>Шарнирные колеса</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Емкость супницы: 10 л</li>
<li>Размеры супницы: 400x400x370 мм</li>
<li>Толщина материала: 
<ul>
<li>МДФ: 16 мм</li>
<li>HPL-пластик: 0,6 мм</li>
<li>Акриловый камень: 12 мм</li>
</ul>
</li>
<li>Цвет: светлый дуб / венге</li>
</ul>",109177,нейтральный,,,1500 мм,750 мм,900 мм,,Россия,,,0,https://entero.ru/manuals/102390/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%B0%D0%BB%D0%B0%D1%82-%D0%B1%D0%B0%D1%80%D0%BE%D0%B2%20%D0%A2%D0%9C%D0%9C.pdf;https://entero.ru/manuals/102388/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.docx;https://entero.ru/manuals/102389/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.jpg,,,,,,,,80 °C,,
