Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Температурный режим,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Подключение,Количество зон нагрева,Объем,Вес (с упаковкой),Линия 700,Линия 900,Структура жарочной поверхности,Материал поверхности,Лавовый,Галечный гриль
https://cdn.entero.ru/mp@2x/2d/e0/2de0de5f1c8f5e237ea0be384da8995e.jpg;https://cdn.entero.ru/mp@2x/b9/d8/b9d8631c752968a6820355c34c190d98.jpg,Гриль лавовый Hurakan HKN-140D,148256,27774,RUB,Да,Hurakan,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/71826,"<p>Лавовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/71826"">Hurakan HKN-140D</a></b> предназначен для приготовления различных блюд на предприятиях общественного питания и торговли. Лавовый камень впитывает лишнюю жидкость и исключает появление неприятных запахов в процессе готовки. Процесс жарки происходит без применения масла. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят лавовые камни.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Вулканическая лава равномерно распределяет жар по продукту</li>
<li>Подъёмная решётка</li>
<li>Предохранительный бортик</li>
</ul>",71826,настольная,от 50 до 300 °С,5 кВт,650 мм,580 мм,260 мм,22.97 кг,Китай,1,710x630x350 мм,9,https://entero.ru/manuals/40360/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Hurakan%20HKN-140D.pdf;https://entero.ru/manuals/415924/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-140D.pdf;https://entero.ru/manuals/415925/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/415926/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/453832/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-140D.pdf,,,15 кг,220 В,2,,,,,решетка,,Да,
https://cdn.entero.ru/mp@2x/00/bb/00bb165da1ce8596a9c2a63fe9423e47.jpg,Поверхность жарочная Tatra TGP 6845 R+S,213834,54396,RUB,Да,Tatra,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/128681,"<p>Жарочная поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128681""><b class=""b"">Tatra​ TGP 6845 R+S</b></a> предназначена для жарки мяса, птицы, рыбы, овощей и быстрого разогрева полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления с терморегулятором и индикаторами питания и нагрева, системой независимого управления каждой зоной нагрева и емкостью для сбора жира. Корпус выполнен из нержавеющей стали. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева до рабочей температуры: 10 мин.</li>
<li>Оптимальная температура использования: от 200 до 250 °C</li>
<li>Размеры жарочной поверхности: 680x450 мм</li>
<li>Габариты в упаковке: 800х625х310 мм</li>
</ul>",128681,настольная,от 50 до 300 °С,5 кВт,700 мм,525 мм,210 мм,40 кг,Турция,1,800x625x310 мм,7,https://entero.ru/manuals/141813/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Tatra%20TGP%206845%20R+S.pdf;https://entero.ru/manuals/418386/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Tatra%20TGP%206845%20R+S.pdf;https://entero.ru/manuals/418387/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra.pdf;https://entero.ru/manuals/418388/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra%202024-2025.pdf;https://entero.ru/manuals/473930/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Tatra%20TGP%206845%20R+S.pdf;https://entero.ru/manuals/509574/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,39 кг,220 В,2,,,,,комбинированная,чугун,,
https://cdn.entero.ru/mp@2x/22/56/22567d6510df916483ac8d469227acde.jpg,Гриль лавовый Roller Grill 140 D,Гриль лавовый Roller Grill 140 D,54725,RUB,Да,Roller Grill,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/20328,"<p>Лавовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/20328"">Roller Grill 140 D</a></b> предназначен для приготовления различных блюд на предприятиях общественного питания и торговли. Процесс жарки происходит без применения масла. Вулканическая лава равномерно распределяет жар по продукту; лавовый камень впитывает лишнюю жидкость и исключает появление неприятных запахов в процессе готовки. Модель оснащена съемным блоком управления и эмалированным поддоном. Корпус выполнен из нержавеющей стали, поддон </p>

<p><b>Особенности:</b></p>

<ul>
<li>Электромеханическая система управления</li>
<li>2 зоны нагрева с независимой регулировкой температуры</li>
<li>10 положений регулятора нагрева ТЭНов</li>
<li>Противопожарный кожух из нержавеющей стали для защиты от брызг</li>
<li>Съемная гриль-решетка</li>
<li>Сигнальные лампочки</li>
<li>Лавовые камни можно мыть в посудомоечной машине</li>
<li>4 резиновые ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры жарочной поверхности: 2x 230x310 мм</li>
</ul>",20328,настольная,,5 кВт,590 мм,500 мм,305 мм,16 кг,Франция,1,540x850x470 мм,9,https://entero.ru/manuals/425226/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Roller%20Grill%20140%20D.pdf;https://entero.ru/manuals/425227/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,59484,,15 кг,220 В,2,,,,,решетка,,Да,
https://cdn.entero.ru/mp@2x/c0/45/c0459f10ebcf813f3d362bcc20c973a0.jpg,Поверхность жарочная Roller Grill PSF 600 E 380В,PSF 600 E (380V) / 83041,59788,RUB,Да,Roller Grill,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/19354,"<p>Жарочная поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/19354""><b class=""b"">Roller Grill PSF 600 E </b></a>используется на предприятиях общественного питания и торговли для приготовления различных типов продуктов: мяса, рыбы, овощей и т.д. Модель оснащена бортиком, защищающим от разбрызгивания жира, и съемным поддоном для сбора лишнего жира. Благодаря равномерному прогреванию можно избежать пригорания. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 термостата</li>
<li>1 спиральный нагревательный элемент</li>
<li>4 сигнальные лампочки</li>
<li>Регулируемые по высоте ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер рабочей поверхности: 600х400 мм</li>
</ul>",19354,настольная,от 0 до 300 °С,6 кВт,600 мм,475 мм,230 мм,34 кг,Франция,1,660x530x260 мм,9,https://entero.ru/manuals/309062/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Roller%20Grill%20PSF%20600%20E%20380%D0%92%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,33 кг,380 В,2,,,,,гладкая,чугун,,
https://cdn.entero.ru/mp@2x/6b/a8/6ba850be764a2f7773d1a473b39d9a90.jpg,Поверхность жарочная Roller Grill PSF 400 E,Поверхность жарочная Roller Grill PSF 400 E,39422,RUB,Да,Roller Grill,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/20229,"<p>Жарочная поверхность <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/20229"">Roller Grill PSF 400 E</a></b> используется на предприятиях общественного питания и торговли для приготовления различных типов продуктов: мяса, рыбы, овощей и т.д. Модель оснащена бортиком, защищающим от разбрызгивания жира, и съемным поддоном для сбора лишнего жира. Благодаря равномерному прогреванию можно избежать пригорания. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Термостат</li>
<li>1 спиральный нагревательный элемент</li>
<li>Сигнальная лампочка</li>
<li>Регулируемые по высоте ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер рабочей поверхности: 400х400 мм</li>
</ul>",20229,настольная,от 0 до 300 °С,3 кВт,420 мм,475 мм,230 мм,23 кг,Франция,1,520x575x330 мм,23,https://entero.ru/manuals/20583/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/417289/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Roller%20Grill%20PSF%20400%20E.pdf,,,19 кг,220 В,1,,,,,гладкая,чугун,,
https://cdn.entero.ru/mp@2x/7a/f3/7af3848234b9529c6eb8ce9851abbb38.jpg,Поверхность жарочная Abat АКО-90/1КП-С-00,21000801808 / АКО-90П-02,100947,RUB,Да,Abat,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/24905,"<p>Жарочная поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/24905""><b class=""b"">Abat АКО-90/1КП-С-00</b></a> предназначена для приготовления мяса, рыбы, овощей и других продуктов методом жарки на предприятиях общественного питания и торговли. Модель оснащена контрольными лампами, 2 лотками для сбора масла и регулируемыми по высоте ножками.</p>

<p>В комплект поставки входит крашенная подставка с полкой.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Площадь жарочной поверхности: 0,59 м<sup>2</sup></li>
<li>Размер жарочной поверхности: 834х703 мм</li>
<li>Время разогрева до максимальной температуры: 25 мин.</li>
</ul>",24905,напольная,от 65 до 270 °С,12 кВт,844 мм,900 мм,950 мм,143 кг,Россия,1,1345x999x1108 мм,0,https://entero.ru/manuals/102083/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Abat%20%D0%90%D0%9A%D0%9E-90_1%D0%9A%D0%9F-%D0%A1-00.pdf;https://entero.ru/manuals/416977/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/416978/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/452483/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Abat%20%D0%90%D0%9A%D0%9E-90_1%D0%9A%D0%9F-%D0%A1-00.pdf,106260,,106 кг,"380 В, 220 В",1,,,,Да,комбинированная,сталь,,
https://cdn.entero.ru/mp@2x/ec/f8/ecf857c86f34ffd9952c82c29152508a.jpg,Поверхность жарочная Tatra TET.87S,217523,120561,RUB,Да,Tatra,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/128686,"<p>Жарочная поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128686""><b class=""b"">Tatra​ TET.87S</b></a> предназначена для жарки мяса, птицы, рыбы, овощей и быстрого разогрева полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления с термостатом, регулируемыми ножками, 2 зонами нагрева с независимой регулировкой и съемной емкостью для сбора жира. Корпус выполнен из нержавеющей стали. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Гладкая жарочная поверхность</li>
<li>Борт для защиты от брызг по периметру поверхности</li>
<li>Можно использовать самостоятельно и в составе технологической линии</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Оптимальная температура использования: от 200 до 250 °C</li>
<li>Толщина жарочной поверхности: 15 мм</li>
<li>Толщина столешницы: 2 мм</li>
<li>Размеры жарочной поверхности: 789х495 мм</li>
</ul>",128686,настольная,от 50 до 300 °С,8.4 кВт,800 мм,760 мм,380 мм,110 кг,Турция,1,900x900x600 мм,14,https://entero.ru/manuals/418393/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Tatra%20TET.87S.pdf;https://entero.ru/manuals/141825/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Tatra%20TET.87S.pdf;https://entero.ru/manuals/418394/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra.pdf;https://entero.ru/manuals/418395/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra%202024-2025.pdf;https://entero.ru/manuals/473933/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Tatra%20TET.87S.pdf;https://entero.ru/manuals/509576/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,96 кг,380 В,1,,,Да,,гладкая,,,
https://cdn.entero.ru/mp@2x/3c/14/3c14cefc2ff99be18e8e7600158d3768.jpg;https://cdn.entero.ru/mp@2x/76/b6/76b67022e8320da28c4fb65a6b12df18.jpg,Поверхность жарочная VIATTO VA-EG-818A,Поверхность жарочная VIATTO VA-EG-818A,9620,RUB,Да,VIATTO,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/193832,"<p>Жарочная поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/193832""><b class=""b"">VIATTO VA-PO2ST</b></a> используется на предприятиях общественного питания и торговли для контактной жарки мяса, птицы, рыбы и овощей. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер поверхности: 530х380 мм</li>
<li>Толщина: 8 мм</li>
</ul>",193832,настольная,от 50 до 300 °С,4.4 кВт,550 мм,442 мм,228 мм,17 кг,Китай,1,460x600x260 мм,131,https://entero.ru/manuals/408864/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20VA-EG-818A.pdf;https://entero.ru/manuals/408865/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/463234/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20VIATTO%20VA-EG-818A.xlsx;https://entero.ru/manuals/463235/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20VIATTO%20VA-EG-818A.pdf,,,15 кг,220 В,1,,,,,гладкая,,,
https://cdn.entero.ru/mp@2x/f9/8d/f98d407d2bc01cf12c6d8c42adea3744.jpg,Гриль лавовый Вулкан ETK-BST1 «Августин»,6411311,189475,RUB,Да,Вулкан,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/78819,"<p>Лавовый гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/78819""><b class=""b"">Вулкан ETK-BST1 «Августин» </b></a>предназначен для жарки различных продуктов на предприятиях общественного питания и торговли. В процессе приготовления блюда получают такой же вкус, аромат и внешний вид, словно их готовили на открытом огне. Вулканическая лава равномерно распределяет жар по продукту; лавовый камень впитывает лишнюю жидкость и исключает появление неприятных запахов в процессе готовки.</p>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Напряжение: 220 В</li>
<li>Мощность: 3,5 кВт</li>
</ul>",78819,настольная,,4.5 кВт,400 мм,700 мм,350 мм,,Россия,,,0,https://entero.ru/manuals/309155/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%92%D1%83%D0%BB%D0%BA%D0%B0%D0%BD%20ETK-BST1%20%C2%AB%D0%90%D0%B2%D0%B3%D1%83%D1%81%D1%82%D0%B8%D0%BD%C2%BB.pdf,,,,380 В,1,,,Да,,решетка,чугун,Да,
https://cdn.entero.ru/mp@2x/9f/a7/9fa7ede712a6c3269f3857c7028a1875.jpg,Поверхность жарочная Kovinastroj (Kogast) EZ-T87/P-L,EZ-T 87/P-L8 / 55850,302418,RUB,Да,Kovinastroj (Kogast),Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/25468,"<p>Жарочная поверхность <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/25468"">Kovinastroj (Kogast) EZ-T87/P-L</a></b> предназначена для приготовления различных блюд методом жарки на предприятиях общественного питания и торговли. Модель оснащена 1/2 гладкой и 1/2 ребристой поверхностью, жиросборником и бортиком по периметру. Корпус выполнен из нержавеющей стали AISI 304.</p>",25468,напольная,от 100 до 300 °С,12 кВт,800 мм,700 мм,900 мм,,Словения,,,7,https://entero.ru/manuals/140620/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kovinastroj%20%28Kogast%29%20EZ-T87_P-L.pdf;https://entero.ru/manuals/140621/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,318335,,,380 В,1,,,Да,,комбинированная,чугун,,
