Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Назначение,Вес (с упаковкой),Количество емкостей,Объем емкости
https://cdn.entero.ru/mp@2x/da/e6/dae6ed445bc551ac804893e530e09e86.jpg,Диспенсер для холодных напитков и сухих продуктов P.L. Proff Cuisine U18-1000 6х6 л,U18-1000,56043,RUB,Нет,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/299371,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/299371""><b class=""b"">P.L. Proff Cuisine U18-1000 </b></a>используется на предприятиях общественного питания и в домашних условиях для дозированной подачи холодных напитков и сыпучих продуктов, таких как мюсли или кукурузные хлопья. Модель состоит из 6 колб и опоры. Емкости оснащены кранами и крышками, опора – круглым основанием с углублениями для тары. Опора и крышки выполнены из металла с серебристой поверхностью, емкости – из прозрачного материала. </p>",299371,,,,,,,0,,,,,Китай,Китай,для холодных напитков,,6,6 л
https://cdn.entero.ru/mp@2x/1c/c2/1cc2100ab95056c2f0bad23a706b18f2.jpg,Диспенсер для холодных напитков F&B Project P15-8X3,Диспенсер для холодных напитков F&B Project P15-8X3,66900,RUB,Нет,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/351057,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/351057""><b class=""b"">F&B Project P15-8X3</b></a> предназначен для порционного розлива соков и других охлажденных напитков на предприятиях общественного питания и в домашних условиях. Модель оснащена прозрачными емкостями, кранами для розлива, крышками и каплесборниками. Корпус выполнен из нержавеющей стали и акрила.</p>",351057,393 мм,416 мм,745 мм,,,,0,https://entero.ru/manuals/434268/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20F%26B%20Project%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,69688,,,Китай,Китай,для холодных напитков,,3,8 л
https://cdn.entero.ru/mp@2x/b9/29/b9291ccae666b334af38e8f1ad7da15c.jpg,"Диспенсер для холодных напитков Kingo HOTEL 10403-2, 24 л",81240654,73000,RUB,Нет,,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/340085,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/340085""><b class=""b"">Kingo HOTEL 10403-2 </b></a>используется на предприятиях общественного питания, в кухнях отелей и уличных барах при обслуживании банкетных, кейтеринговых мероприятий и кофе-брейков для порционного розлива сока и охлажденных напитков. Модель оснащена 3 емкостями с кранами для розлива, крышками с ручкой, подставками для тары и устойчивыми опорами. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 3х 8 л</li>
</ul>",340085,,,,,,,0,,78495,,19 кг,,Китай,для холодных напитков,,2,24 л
https://cdn.entero.ru/mp@2x/38/d8/38d83ac7efb6f7a44f2195548e7d6d49.jpg,Диспенсер для сока EKSI 90212,Диспенсер для сока EKSI 90212,0,RUB,Нет,EKSI,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/39434,"<p>Диспенсер для сока выполнен из высококачественной нержавеющей полированной стали. Оснащен колбой, куда помещается лед для охлаждения напитка. Наиболее популярное решение для организации ""шведского стола"". Диспенсер имеет классический лаконичный дизайн. Прекрасно подходит для использования в выездном обслуживании, а также для организации питания в отелях, гостиничных комплексах, пансионатах и санаториях.</p>

<p><b>Характеристики:</b></p>

<p>Материал изготовления -нержавеющая сталь+ пластик<br>
</p>",39434,230 мм,370 мм,600 мм,,,,0,,,,,,Италия,для холодных напитков,,1,7 л
https://cdn.entero.ru/mp@2x/60/f4/60f4585e638a27635b0e232619b02831.jpg,Диспенсер для напитков Triton ORIGINAL 3L,Диспенсер для напитков Triton ORIGINAL 3L,0,RUB,Нет,Triton,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/280420,"<p>Диспенсер для сока <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/280420""><b class=""b"">Triton ORIGINAL 3L</b></a> используется на предприятиях общественного питания и торговли для порционного розлива соков и других охлажденных напитков. Модель оснащена трубкой для льда. Емкость выполнена из прочного поликарбоната.</p>",280420,,,910 мм,,,,0,,,,,,Китай,для холодных напитков,,1,3 л
https://cdn.entero.ru/mp@2x/0b/51/0b518956665f564ca75accb29849b1be.jpg,Диспенсер для сока VIATTO VJD-1,Диспенсер для сока VIATTO VJD-1,0,RUB,Нет,VIATTO,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/110375,"<p>Диспенсер для сока <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110375"">VIATTO VJD-1</a></b> используется на предприятиях общественного питания и торговли для порционного розлива сока и других холодных напитков. Отсек со льдом позволяет поддерживать напитки в охлажденном состоянии. Корпус выполнен из нержавеющей стали, емкости - из пластика.</p>

<p><em><span style=""color:#FF0000;"">Внимание! Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",110375,350 мм,260 мм,580 мм,,,,0,https://entero.ru/manuals/110592/%D0%9E%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%20%D0%B4%D0%BB%D1%8F%20%D1%80%D0%B0%D0%B7%D0%B4%D0%B0%D1%87%D0%B8%20%D0%B1%D0%BB%D1%8E%D0%B4%20VIATTO.jpg;https://entero.ru/manuals/525591/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,2.5 кг,,Россия,для холодных напитков,,1,8 л
https://cdn.entero.ru/mp@2x/ca/6d/ca6d0ce1f90d87b2dd80ae34dd61b609.jpg,Диспенсер для напитков GASTRORAG ZCF501,Диспенсер для напитков GASTRORAG ZCF501,0,RUB,Нет,GASTRORAG,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/103784,"<p>Диспенсер для напитков <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/103784""><b class=""b"">GASTRORAG ZCF501 </b></a>используется на предприятиях общественного питания, в отелях и санаториях. Модель оснащена трубкой для измельченного льда и подставкой с каплесборником. Корпус выполнен из нержавеющей стали, контейнер - из прозрачного поликарбоната.</p>",103784,260 мм,350 мм,590 мм,,,,0,,,,3.8 кг,,Китай,для холодных напитков,,1,7 л
https://cdn.entero.ru/mp@2x/3b/03/3b0316ca01215e58cd35aed617755e96.jpg,Диспенсер для напитков GASTRORAG ZCG401,Диспенсер для напитков GASTRORAG ZCG401,0,RUB,Нет,GASTRORAG,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/51646,"<p>Диспенсер для напитков <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/51646"">GASTRORAG ZCG401</a> </b>используется на предприятиях общественного питания, в отелях и санаториях для подогрева напитков. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входит держатель для баночки с топливом.</p>",51646,220 мм,220 мм,560 мм,,,,0,https://entero.ru/manuals/116734/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GASTRORAG.pdf,,,3 кг,,Китай,для горячих напитков,,1,10.5 л
https://cdn.entero.ru/mp@2x/df/fc/dffc74d1c719407bbf86dd38a4d1f558.jpg,Диспенсер для напитков GASTRORAG ZCG403,Диспенсер для напитков GASTRORAG ZCG403,0,RUB,Нет,GASTRORAG,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/51647,"<p>Диспенсер для напитков <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/51647"">GASTRORAG ZCG403</a> </b>используется на предприятиях общественного питания, в отелях и санаториях. Модель оснащена подогревом и подставкой с каплесборником. Корпус выполнен из нержавеющей стали.</p>",51647,220 мм,220 мм,560 мм,,,,0,https://entero.ru/manuals/116735/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GASTRORAG.pdf,,,4.4 кг,,Китай,для горячих напитков,,1,10.5 л
https://cdn.entero.ru/mp@2x/1b/d2/1bd2c5c22e993fb77d7932d3a1f17215.jpg,Диспенсер для сока EKSI 90512-2,Диспенсер для сока EKSI 90512-2,0,RUB,Нет,EKSI,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/89309,"<p>Диспенсер для сока <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/89309"">EKSI 90512-2</a></b> используется на предприятиях общественного питания и торговли для порционного розлива сока и охлажденных напитков. Корпус выполнен из высококачественной нержавеющей полированной стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 8 х2 л</li>
<li>Габариты: 350х540х580 мм</li>
</ul>",89309,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/eb/ed/ebeda9e15e9c27c6a23a7ed73d9a01df.jpg,Диспенсер для напитков GASTRORAG ZCF502,Диспенсер для напитков GASTRORAG ZCF502,0,RUB,Нет,GASTRORAG,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/103783,"<p>Диспенсер для напитков <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/103783"">GASTRORAG ZCF502</a> </b>используется на предприятиях общественного питания, в отелях и санаториях. Модель оснащена трубкой для измельченного льда и подставкой с каплесборником. Корпус выполнен из нержавеющей стали, контейнеры - из прозрачного поликарбоната.</p>",103783,500 мм,350 мм,590 мм,,,,0,,,,7.5 кг,,Китай,для холодных напитков,,2,7 л
https://cdn.entero.ru/mp@2x/07/60/07603d2d705dfdd638b3e94cf11b97a2.jpg,Диспенсер для сока VIATTO VJD-3,Диспенсер для сока VIATTO VJD-3,0,RUB,Нет,VIATTO,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/110377,"<p>Диспенсер для сока <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110377"">VIATTO VJD-3</a></b> используется на предприятиях общественного питания и торговли для порционного розлива сока и других холодных напитков. Отсек со льдом позволяет поддерживать напитки в охлажденном состоянии. Корпус выполнен из нержавеющей стали, емкости - из пластика.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Изображение товара отличается от оригинала и представлено в ознакомительных целях. На фото модель с меньшим количеством емкостей.</span></em></p>",110377,820 мм,350 мм,580 мм,,,,0,https://entero.ru/manuals/110608/%D0%9E%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%20%D0%B4%D0%BB%D1%8F%20%D1%80%D0%B0%D0%B7%D0%B4%D0%B0%D1%87%D0%B8%20%D0%B1%D0%BB%D1%8E%D0%B4%20VIATTO.jpg;https://entero.ru/manuals/525592/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,8 кг,,Россия,для холодных напитков,,3,8 л
https://cdn.entero.ru/mp@2x/b4/ad/b4ad94765cb0db0a775aae282134faac.jpg,Подставка для диспенсера для холодных напитков Bonna WDHRM64DSP,Подставка для диспенсера для холодных напитков Bonna WDHRM64DSP,3689,RUB,Да,Bonna,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/342280,"<p>Подставка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/342280""><b class=""b"">Bonna WDHRM64DSP</b></a> используется на предприятиях общественного питания и в домашних условиях совместно с диспенсерами для холодных напитков <a href=""https://entero.ru/item/342274"">HRM6400DSP</a>. Модель оснащена 4 ножками.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты: 261x261x20 мм</li>
<li>Вес: 1,4 кг</li>
</ul>",342280,,,,,,,0,,5270,,,,,,,,
https://cdn.entero.ru/mp@2x/ea/d6/ead6a244f5973eeef8bf21436ea64f61.jpg,Колба для диспенсера Pintinox 97150038,Колба для диспенсера Pintinox 97150038,14423,RUB,Нет,Pintinox,Профоборудование,Для баров,Диспенсеры для напитков,https://entero.ru/item/247461,"<p>Колба <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/247461"">Pintinox 97150038</a> </b>используется совместно с диспенсером <a href=""https://entero.ru/item/247078"">Pintinox 511B5413</a> на предприятиях общественного питания и торговли. </p>",247461,,,160 мм,,,,0,,15509,,1.53 кг,,Италия,,,,4.5 л
