Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Установка,Назначение,Объем,Гастронормированная,Количество уровней,Вес (с упаковкой)
https://cdn.entero.ru/mp@2x/58/44/58441d00559f51515ad203eb1c8754fc.jpg,Витрина тепловая КОБОР SE-6H желтая,SE-6H Yellow,28568,RUB,Нет,КОБОР,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/224230,"<p>Тепловая витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224230""><b class=""b"">Кобор SE-6H</b></a> серии Space предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд на предприятиях общественного питания и торговли. Витрина имеет округлые формы и неповторимый дизайн. Модель оснащена светодиодной подсветкой.</p>

<p>В комплект поставки входят 6 гастроемкостей GN 1/3 глубиной 40 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 6 уровней</li>
</ul>",224230,от 30 до 80 °C,220 В,1.5 кВт,1100 мм,395 мм,360 мм,,Россия,,,0,https://entero.ru/manuals/270820/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20SE-6H.pdf;https://entero.ru/manuals/270821/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,29758,,32 кг,настольная,,,Да,,
https://cdn.entero.ru/mp@2x/60/ea/60eaf6f3078404769bba79d16690b791.jpg,Витрина тепловая КОБОР CR1-80H красная,СR1-80H Red,32248,RUB,Нет,КОБОР,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/73799,"<p>Тепловая витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/73799""><b class=""b"">Кобор CR1-80H</b></a> серии Standart предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд на предприятиях общественного питания и торговли. Модель оснащена перфорированной полкой 754х350 мм и подсветкой.</p>

<p>В комплект поставки входят 4 гастроемкости GN 1/2 глубиной 40 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество уровней (вместимость): 2</li>
<li>Количество полок: 1</li>
</ul>",73799,от 30 до 80 °C,220 В,1 кВт,800 мм,650 мм,630 мм,,Россия,,,0,https://entero.ru/manuals/90225/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,34306,,40 кг,настольная,для готовых блюд,,Да,2,
https://cdn.entero.ru/mp@2x/5a/e4/5ae4d97789744ac00d36bbafcdb5243c.jpg,Витрина тепловая КОБОР CR1-80H зеленая,СR1-80H Green,32248,RUB,Нет,КОБОР,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/224093,"<p>Тепловая витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224093""><b class=""b"">Кобор CR1-80H</b></a> серии Standart предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд на предприятиях общественного питания и торговли. Модель оснащена перфорированной полкой 754х350 мм и подсветкой.</p>

<p>В комплект поставки входят 4 гастроемкости GN 1/2 глубиной 40 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество уровней (вместимость): 2</li>
<li>Количество полок: 1</li>
</ul>",224093,от 30 до 80 °C,220 В,1 кВт,800 мм,650 мм,630 мм,,Россия,,,0,https://entero.ru/manuals/270647/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,33945,,40 кг,настольная,для готовых блюд,,Да,2,
https://cdn.entero.ru/mp@2x/fc/8a/fc8a90428557424628f1ff694069144c.jpg,Витрина тепловая КОБОР CR1-80H черная,СR1-80H Black,32248,RUB,Нет,КОБОР,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/224094,"<p>Тепловая витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224094""><b class=""b"">Кобор CR1-80H</b></a> серии Standart предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд на предприятиях общественного питания и торговли. Модель оснащена перфорированной полкой 754х350 мм и подсветкой.</p>

<p>В комплект поставки входят 4 гастроемкости GN 1/2 глубиной 40 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество уровней (вместимость): 2</li>
<li>Количество полок: 1</li>
</ul>",224094,от 30 до 80 °C,220 В,1 кВт,800 мм,650 мм,630 мм,,Россия,,,0,https://entero.ru/manuals/270648/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,40 кг,настольная,для готовых блюд,,Да,2,
https://cdn.entero.ru/mp@2x/c1/e6/c1e6b033039cf8c630625981eeab1a18.jpg,Витрина тепловая КОБОР CR1-80H белая,СR1-80H White,32248,RUB,Нет,КОБОР,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/224095,"<p>Тепловая витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224095""><b class=""b"">Кобор CR1-80H</b></a> серии Standart предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд на предприятиях общественного питания и торговли. Модель оснащена перфорированной полкой 754х350 мм и подсветкой.</p>

<p>В комплект поставки входят 4 гастроемкости GN 1/2 глубиной 40 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество уровней (вместимость): 2</li>
<li>Количество полок: 1</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого цвета.</span></em></p>",224095,от 30 до 80 °C,220 В,1 кВт,800 мм,650 мм,630 мм,,Россия,,,0,https://entero.ru/manuals/270649/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,35052,,40 кг,настольная,для готовых блюд,,Да,2,
https://cdn.entero.ru/mp@2x/51/98/519854aec42559ffff4d352b9b46953e.jpg,Витрина тепловая КОБОР CR1-80H синяя,СR1-80H Blue,32248,RUB,Нет,КОБОР,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/224096,"<p>Тепловая витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224096""><b class=""b"">Кобор CR1-80H</b></a> серии Standart предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд на предприятиях общественного питания и торговли. Модель оснащена перфорированной полкой 754х350 мм и подсветкой.</p>

<p>В комплект поставки входят 4 гастроемкости GN 1/2 глубиной 40 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество уровней (вместимость): 2</li>
<li>Количество полок: 1</li>
</ul>",224096,от 30 до 80 °C,220 В,1 кВт,800 мм,650 мм,630 мм,,Россия,,,0,https://entero.ru/manuals/270650/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,40 кг,настольная,для готовых блюд,,Да,2,
https://cdn.entero.ru/mp@2x/ef/f6/eff6dd3b0e2745c3ea695ccbbbe7f9f6.jpg,Витрина тепловая КОБОР CR1-80H желтая,СR1-80H Yellow,32248,RUB,Нет,КОБОР,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/224097,"<p>Тепловая витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224097""><b class=""b"">Кобор CR1-80H</b></a> серии Standart предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд на предприятиях общественного питания и торговли. Модель оснащена перфорированной полкой 754х350 мм и подсветкой.</p>

<p>В комплект поставки входят 4 гастроемкости GN 1/2 глубиной 40 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество уровней (вместимость): 2</li>
<li>Количество полок: 1</li>
</ul>",224097,от 30 до 80 °C,220 В,1 кВт,800 мм,650 мм,630 мм,,Россия,,,0,https://entero.ru/manuals/270651/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,40 кг,настольная,для готовых блюд,,Да,2,
https://cdn.entero.ru/mp@2x/79/4a/794a2ede14515829f01aa74e490128b7.jpg,Витрина тепловая КОБОР CR1-80H серебряная,СR1-80H Silver,32248,RUB,Нет,КОБОР,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/224098,"<p>Тепловая витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224098""><b class=""b"">Кобор CR1-80H</b></a> серии Standart предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд на предприятиях общественного питания и торговли. Модель оснащена перфорированной полкой 754х350 мм и подсветкой.</p>

<p>В комплект поставки входят 4 гастроемкости GN 1/2 глубиной 40 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество уровней (вместимость): 2</li>
<li>Количество полок: 1</li>
</ul>",224098,от 30 до 80 °C,220 В,1 кВт,800 мм,650 мм,630 мм,,Россия,,,0,https://entero.ru/manuals/270652/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,40 кг,настольная,для готовых блюд,,Да,2,
https://cdn.entero.ru/mp@2x/ab/cd/abcd853e6f680d7b748d85c9df5836cb.jpg,Витрина тепловая Grill Master ВТЭ,21902,32490,RUB,Нет,Grill Master,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/336640,"<p>Тепловая витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/336640"">Grill Master ВТЭ</a></b> предназначена для непродолжительного хранения кур-гриль или других блюд в подогретом состоянии на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления, пароувлажнением, 4-х сторонним остеклением и дверью. Каркас выполнен из нержавеющей стали, дверь и боковые стенки - из стекла.</p>

<p>В комплект поставки входят полка-решетка и поддон.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер:
<ul>
<li>Полки-решетки: 755х295 мм</li>
<li>Поддона: 754х344 мм</li>
</ul>
</li>
<li>Количество тушек для загрузки: 12</li>
<li>Потребляемая мощность: 1,5 кВт</li>
</ul>",336640,от 50 до 120 °C,220 В,0.6 кВт,810 мм,445 мм,445 мм,28 кг,Россия,1,890x535x690 мм,0,https://entero.ru/manuals/514866/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Grill%20Master%20%D0%92%D0%A2%D0%AD.docx,34200,,18 кг,настольная,для готовых блюд,,,2,
https://cdn.entero.ru/mp@2x/d6/f1/d6f1c63998d530b4cafebb009253865e.jpg,Витрина тепловая Grill Master ШТЭ,21901,36260,RUB,Нет,Grill Master,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/64299,"<p>Тепловая витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/64299""><b class=""b"">Grill Master Ф2БкрЭ</b></a> предназначена для непродолжительного хранения кур-гриль в подогретом состоянии на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления, 2 распашными дверьми, пароувлажнением и 4-х сторонним остеклением. Корпус выполнен из нержавеющей стали, дверь и боковые стенки - из стекла.</p>

<p>В комплект поставки входят поддон и 2 решетки.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер поддона и решетки: 465х440 мм</li>
<li>Количество тушек цыплят для загрузки: 10</li>
<li>Потребляемая мощность: 1,5 кВт</li>
</ul>",64299,от 50 до 120 °C,220 В,1.5 кВт,580 мм,590 мм,500 мм,35 кг,Россия,1,650x660x570 мм,0,,,,30 кг,настольная,для готовых блюд,,,2,
