Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Конструкция,Цвет,Тип попкорна,Разовая загрузка,С тележкой
https://cdn.entero.ru/mp@2x/56/8e/568e00fe47bcc195818cbbdbca59801a.jpg,Нож для растопки масла RoboLabs VPM-OM,Нож для растопки масла RoboLabs VPM-OM,57132,RUB,Да,RoboLabs,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/379084,"<p>Нож для растопки масла <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/379084""><b class=""b"">RoboLabs VPM-OM</b></a> предназначен для растопки кокосового масла при приготовлении попкорна на предприятиях общественного питания и торговли. Модель оснащена 2 ручками и шнуром с вилкой. Изделие выполнено из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Напряжение: 220 В</li>
<li>Мощность: 0,6 кВт</li>
<li>Размер: 350x110x500 мм\</li>
<li>Вес: 2 кг</li>
</ul>",379084,,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/4d/c8/4dc8492e22c531f8e6ba932a98214481.jpg,Насос для попкорн аппарата Cretors 7700SSE-X,Насос для попкорн аппарата Cretors 7700SSE-X,58929,RUB,Да,Cretors,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/37430,"<p>Насос <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37430"">Cretors 7700SSE-X</a></b> с опцией соль/сахар подогревает, отмеряет и подает масло в котел. Насос рассчитан на использование в ведре с 22,68 кг масла и имеет 30-ти минутный таймер для подогрева.</p>


<p><b>Характеристики:</b></p>

<ul>
<li>Габариты (мм): 330x559x330</li>
<li>Напряжение (В): 220</li>
<li>Мощность (Вт): 700</li>
<li>Вес (кг): 7</li>
</ul>",37430,,,,,,,,,,0,,62690,,,,,,,,
https://cdn.entero.ru/mp@2x/ff/f8/fff8c767f7b826e8f6c17bcde52200f7.jpg;https://cdn.entero.ru/mp@2x/6d/b0/6db0a1aea1425601a6d09575521f7436.jpg,Сифтер RoboLabs Grand Sifter 220,Сифтер RoboLabs Grand Sifter 220,583322,RUB,Да,RoboLabs,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/287962,"<p>Сифтер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/287962"">RoboLabs Grand Sifter 220</a></b> используется совместно с аппаратом для попкорна <a href=""https://entero.ru/item/215239"" target=""_blank"">Grand Robopop 220</a> для сепарации нераскрытого зерна на предприятиях общественного питания и торговли. Модель оснащена панелью управления и лотком для сбора нераскрытого зерна и шелухи. Оборудование выполнено из нержавеющей стали.</p>

<p><b class=""o"">Внимание! В экспортной модели предоставляется донумантация на английском языке. Документацию на русском языке можно получить на электронную почту по запросу.</b></p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты: 1510x870x1520 мм</li>
<li>Вес: 150 кг</li>
</ul>",287962,,,,,,,,,,0,,607627,,,,,,,,
https://cdn.entero.ru/mp@2x/3f/e9/3fe9ece689ece23286ab07ce62cf900b.jpg;https://cdn.entero.ru/mp@2x/b6/b2/b6b2bebb46ce99c61f6c86d6fc8ae2ab.jpg,Тележка для попкорн-витрины RoboLabs Last Minute,Тележка для попкорн-витрины RoboLabs Last Minute,0,RUB,Нет,RoboLabs,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/37605,"<p>Тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37605"">RoboLabs Last Minute</a></b> для попкорн-витрины окрашена в красный цвет, сверху расположена вывеска. Внутри тележки находится охлаждаемый объем для бутылок с газировкой. Дно у тележки под наклоном сделано для того, чтобы бутылки сами скатывались к краю и упирались в борт. Закрывается это все дверкой их оргстекла. Справа у тележки 2 полки для бутылок, сверху 3 диспенсера для стаканов.</p>

<p>Вместе с витриной для попкорна VTP-060A (в комплект не входит; приобретается отдельно) тележка представляет собой мобильную торговую точку. Тележка предназначена для эксплуатации внутри помещений.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость тележки: 21 бутылка в 1 слой (эффективное охлаждение), максимально до 60 бутылок</li>
<li>Размеры столешницы (мм): 1200х550</li>
<li>Габариты (мм): 1500x750x2030</li>
<li>Мощность (Вт): 500</li>
<li>Вес (кг): 89</li>
</ul>",37605,,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/ba/0a/ba0a3c53b5d00e57c0698cf8d658984e.jpg;https://cdn.entero.ru/mp@2x/fc/24/fc242772577164955982cf644ba549ed.jpg;https://cdn.entero.ru/mp@2x/71/98/7198d060f52a976c7d237c5b9133236d.jpg;https://cdn.entero.ru/mp@2x/1f/89/1f895164825859019acdede3af9f48dc.jpg;https://cdn.entero.ru/mp@2x/71/6a/716ad2c02e243e92dc8dd171f21652cf.jpg;https://cdn.entero.ru/mp@2x/e2/df/e2dfd2a629f7b91e35db2d476c9d5bdd.jpg,Стол для попкорн-аппарата RoboLabs VPM-PTPA72,Стол для попкорн-аппарата RoboLabs VPM-PTPA72,85106,RUB,Нет,RoboLabs,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/325456,"<p>Стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/325456"">RoboLabs VPM-PTPA72</a></b> используется совместно с аппаратами для попкорна на предприятих общественного питания и торговли. Модель оснащена съемным лотком для готовой продукции, поддоном для сбора не раскрывшихся зерен и 4 поворотными колесами с тормозами. Каркас выполнен из профильной трубы из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты: 1400x990x850 мм</li>
<li>Вес: 45 кг</li>
</ul>",325456,,,,,,,,,,0,,88652,,,,,,,,
https://cdn.entero.ru/mp@2x/57/59/5759c4190cfdc78c2e6364d979cc9f96.jpg;https://cdn.entero.ru/mp@2x/06/cb/06cbed7ca85ae84d3d6be4abe1d29aad.jpg;https://cdn.entero.ru/mp@2x/75/a9/75a9a8893e4c1cbae8e961bfd220d5a0.jpg;https://cdn.entero.ru/mp@2x/b2/bc/b2bce160592742d61dcadb60560e0014.jpg;https://cdn.entero.ru/mp@2x/02/90/0290afac05cfa27670ed1015ef0371f8.jpg;https://cdn.entero.ru/mp@2x/31/c6/31c6265f339fe4baa72911f927240796.jpg;https://cdn.entero.ru/mp@2x/95/3d/953d9178b883f44238df8f6ffd915c25.jpg;https://cdn.entero.ru/mp@2x/cf/77/cf7717c4c8f4946b3f96d53fb5d393ca.jpg;https://cdn.entero.ru/mp@2x/f9/c2/f9c2a9b585a4d9b6c8e4d0ef0371c028.jpg;https://cdn.entero.ru/mp@2x/f9/91/f99187cb53f957685c1c7e9419fb1fc2.jpg,Стол для попкорн-аппарата RoboLabs VPM-PTCPA72,Стол для попкорн-аппарата RoboLabs VPM-PTCPA72,117098,RUB,Нет,RoboLabs,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/325457,"<p>Стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/325457"">RoboLabs VPM-PTCPA72</a></b> используется совместно с аппаратами для попкорна на предприятих общественного питания и торговли. Модель оснащена распашными дверками, съемным лотком для готовой продукции, поддоном для сбора не раскрывшихся зерен и 4 поворотными колесами с тормозами. Каркас закрыт со всех сторон и выполнен из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты: 1400x990x850 мм</li>
<li>Вес: 70 кг</li>
</ul>",325457,,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/81/8e/818e6c8544f6ee84d0d875addf95eeb7.jpg,Тележка к аппарату для попкорна Foodatlas VC-300 (AR),Тележка к аппарату для попкорна Foodatlas VC-300 (AR),18755,RUB,Нет,Foodatlas,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/216179,"<p>Тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/216179""><b class=""b"">Foodatlas VC-300 (AR)</b></a> используется совместно с аппаратами для приготовления попкорна на предприятиях общественного питания и торговли. Модель оснащена отсеками для хранения сырья и принадлежностей, рукояткой, большими задними колесами и маневренными передними поворотными роликами.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Возможность эксплуатации в помещениях и на открытом воздухе</li>
<li>Эргономичный дизайн в стиле ретро</li>
</ul>

<p><b>Характеристики: </b></p>

<ul>
<li>Масса:
<ul>
<li>Нетто: 15 кг</li>
<li>Брутто: 17 кг</li>
</ul>
</li>
<li>Габариты: 740x 580x750 мм</li>
</ul>",216179,,,,,,,,,,0,,20386,,,,,,,,
https://cdn.entero.ru/mp@2x/fc/76/fc769f41aec4f5d2f9c57005b1f1a325.jpg;https://cdn.entero.ru/mp@2x/f2/78/f278fff830e2ef1f178f45776dbf81f1.jpg,Тележка для аппарата для попкорна Hurakan HKN-PCORN-T,Тележка для аппарата для попкорна Hurakan HKN-PCORN-T,22618,RUB,Нет,Hurakan,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/177511,"<p>Тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/177511""><b class=""b"">Hurakan</b></a> используется совместно с аппаратом для попкорна <a href=""https://entero.ru/item/73482"">HKN-PCORN-T</a> на предприятиях общественного питания и торговли. Модель оснащена отсеками для хранения сырья и упаковки.</p>

<p><span style=""color:#FF0000;"">Внимание! Аппарат для попкорна в комплект поставки не входит.</span></p>",177511,,,,,,,,,,0,https://entero.ru/manuals/415380/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-PCORN-T.pdf;https://entero.ru/manuals/415381/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf,,,,,,,,,
https://cdn.entero.ru/mp@2x/16/7f/167f25f57454251464a333340bcd87aa.jpg,Тележка для попкорн-аппарата RoboLabs ТПА-050/3.5,Тележка для попкорн-аппарата RoboLabs ТПА-050/3.5,35821,RUB,Нет,RoboLabs,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/37602,"<p>Корпус тележки <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37602"">RoboLabs ТПА-050/3.5</a></b> окрашен в красный цвет. Тележка имеет дополнительную полку. С одной стороны расположена ручка для удобства перемещения, с другой – дополнительная столешница.</p>

<p>Тележка предназначена для установки попкорн-аппарата с размерами в плане 500х350 мм. Все четыре колеса - поворотные со стопами.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты (мм): 780x350x870</li>
</ul>",37602,,,,,,,,,,0,,37706,,,,,,,,
https://cdn.entero.ru/mp@2x/a6/87/a68720dbf631ce68c691a81dac91d268.jpg,Воронка Gold Medal 2151,Воронка Gold Medal 2151,0,RUB,Нет,Gold Medal,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/38169,"<p>Воронка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/38169"">Gold Medal 2151</a></b> предназначена для фасовки готового попкорна в пакеты с узкой горловиной. Модель оснащена скобой для крепления к попкорн-аппарату. Изделие выполнено из алюминия.</p>",38169,,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/c4/f7/c4f72883d64660da6c3a8725e0d1cf6a.jpg,Стойка-витрина для пакетов с попкорном Gold Medal Display Tree+2989,Стойка-витрина для пакетов с попкорном Gold Medal Display Tree+2989,0,RUB,Нет,Gold Medal,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/229261,"<p>Стойка-витрина напольная <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/229261"">Gold Medal Display Tree+2989</a></b> предназначена для размещения, демонстрации и продажи <span style=""color: rgb(43, 41, 46); font-family: &quot;Google Sans&quot;, Tahoma, sans-serif; background-color: rgb(255, 255, 255);"">пакетов с готовым попкорном</span>. <span style=""background-color: rgb(255, 255, 255); color: rgb(43, 41, 46); font-family: &quot;Google Sans&quot;, Tahoma, sans-serif;"">Модель оснащена </span><span style=""background-color: rgb(255, 255, 255); color: rgb(43, 41, 46); font-family: &quot;Google Sans&quot;, Tahoma, sans-serif;"">3 ярусами и рекламной вывеской Popcorn.</span></p>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость: 48 пакетов</li>
<li>Габариты: 610x610x1829 мм</li>
<li>Вес: 3,8 кг</li>
</ul>",229261,,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/ea/6f/ea6f1495e65b475db1b597fad935e88d.jpg,Насос-дозатор для попкорн-аппарата Gold Medal 2114DX,Насос-дозатор для попкорн-аппарата Gold Medal 2114DX,0,RUB,Нет,Gold Medal,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/229255,"<p>Насос-дозатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/229255"">Gold Medal 2114DX</a></b> используется в аппаратах для попкорна и служит для автоматической подачи разогретого кокосового масла в котел из бидона весом 22,68 кг. Модель оснащена программируемым таймером.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Напряжение: 220 В</li>
<li>Габариты: 380x330x585 мм</li>
<li>Вес: 8 кг</li>
</ul>",229255,,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/8b/8e/8b8ed81a350afab2667f8ba6b1397226.jpg,Тележка Gold Medal 2689CR,Тележка Gold Medal 2689CR,0,RUB,Нет,Gold Medal,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/37462,"<p>Тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37462"">Gold Medal 2689CR</a></b> предназначена для установки попкорн-аппаратов EuroPop. Оборудование оснащено багажным отсеком с дверцей и регулируемыми по высоте ножками.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты: 558,8x736,6x863,6 мм</li>
<li>Вес с упаковкой: 38 кг</li>
<li>Цвет: красный</li>
</ul>",37462,,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/6d/0a/6d0af89809e1a72b6e91429e965610f9.jpg,Тележка Gold Medal 2659CWP,Тележка Gold Medal 2659CWP,0,RUB,Нет,Gold Medal,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/37460,"<p>Тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37460"">Gold Medal 2659CWP</a></b> предназначена для установки попкорн-аппаратов. Оборудование оснащено багажным отсеком с дверцей, ручкой для перемещения и 2 ножками для фиксации.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты: 787x559x790 мм</li>
<li>Вес: 15 кг</li>
<li>Вес с упаковкой: 22 кг</li>
<li>Цвет: белый</li>
</ul>",37460,,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/a5/94/a5949a10adbe66fa42a01b8476f475e8.jpg,Тележка Gold Medal 2659HG,Тележка Gold Medal 2659HG,0,RUB,Нет,Gold Medal,Профоборудование,Оборудование фаст-фуд,Аппараты для попкорна,https://entero.ru/item/37461,"<p>Тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37461"">Gold Medal 2659HG</a></b> предназначена для установки попкорн-аппаратов. Оборудование оснащено багажным отсеком с дверцей, ручкой для перемещения и 2 ножками для фиксации.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты: 787x559x790 мм</li>
<li>Вес: 15 кг</li>
<li>Вес с упаковкой: 22 кг</li>
<li>Цвет: зеленый</li>
</ul>",37461,,,,,,,,,,0,,,,,,,,,,
