Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Дозатор теста,Объем ванны,Емкость дозатора,Масса пончика,Расстоечный шкаф
https://cdn.entero.ru/mp@2x/ac/20/ac20c2de4a82e5705584be72058764aa.jpg,Аппарат для пончиков JUFEBA WW-T 20,Аппарат для пончиков JUFEBA WW-T 20,0,RUB,Нет,,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/52468,"<p>Стационарный пончиковый аппарат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52468""><b class=""b"">JUFEBA WW-T 20</b></a> используется для жарки изделий из дрожжевого, бездрожжевого или заварного теста. В процессе приготовления изделия несколько раз переворачиваются, достигая равномерной обжарки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Настольная модель</li>
<li>Устройство для переворачивания и выкладки из высококачественной стали</li>
<li>Устройство для подъема</li>
<li>Устройство для извлечения</li>
<li>Сетка-уловитель</li>
<li>Откидывающаяся крышка для фритюрной ванны</li>
<li>Регулятор температуры на микропроцессоре с индикацией температурного режима</li>
<li>Загрузка с помощью опрокидывающихся противней, используемых для расстойки тестовых заготовок</li>
<li>Поддон для удаления излишков масла</li>
<li>Дополнительно может быть укомплектована часами со звуковым сигналом и датчиком в корпусе фритюрницы</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость фритюрницы: 60 шт.</li>
</ul>",52468,,380 В,10.5 кВт,1425 мм,820 мм,560 мм,,,,0,,,,,,Германия,600 шт/час,,,,,
https://cdn.entero.ru/mp@2x/ee/0f/ee0fb4dc86a165ab76df5b56ef8a25a5.jpg;https://cdn.entero.ru/mp@2x/4a/9b/4a9ba529ff5015ac58d6b29799b5156b.jpg;https://cdn.entero.ru/mp@2x/10/3c/103c13428286f7c178ca640815e5ccc9.jpg,Аппарат для пончиков JUFEBA WW-G 02,Аппарат для пончиков JUFEBA WW-G 02,0,RUB,Нет,,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/52056,"<p>Пончиковый аппарат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52056""><b class=""b"">JUFEBA WW-G 02</b></a> используется для жарки изделий из дрожжевого, бездрожжевого или заварного теста. Аппарат оснащен расстойной камерой, в которой выдерживаются готовые тестовые заготовки, в дальнейшем загружающиеся в ванну фритюрницы. В процессе приготовления изделия несколько раз переворачиваются, достигая равномерной обжарки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Устройство для переворачивания и выкладки из высококачественной стали</li>
<li>Устройство для подъема</li>
<li>Устройство для извлечения</li>
<li>Сетка-уловитель</li>
<li>Откидывающаяся крышка для фритюрной ванны</li>
<li>Регулятор температуры на микропроцессоре с индикацией температурного режима</li>
<li>Загрузка с помощью опрокидывающихся противней, используемых для расстойки тестовых заготовок</li>
<li>Поддон для удаления излишков масла</li>
<li>Дополнительно может быть укомплектована часами со звуковым сигналом и датчиком в корпусе фритюрницы</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость фритюрницы: 24 шт.</li>
<li>Вместимость расстойной камеры: 10 лотков</li>
<li>Размер лотка: 400х600 мм</li>
</ul>",52056,,380 В,5.3 кВт,1010 мм,600 мм,1135 мм,,,,0,,,,,,Германия,240 шт/час,,,,,Да
https://cdn.entero.ru/mp@2x/1b/0a/1b0aa09cc94e6bc36f6161a3e048ba02.jpg;https://cdn.entero.ru/mp@2x/fd/5c/fd5c1ebfeb70c5760cb79c3d8042bd0e.jpg;https://cdn.entero.ru/mp@2x/0a/4a/0a4a19bd860776e1130e5dffba3fb9d7.jpg,Аппарат для пончиков JUFEBA WW-GW 05,Аппарат для пончиков JUFEBA WW-GW 05,0,RUB,Нет,,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/52457,"<p>Пончиковый аппарат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52457""><b class=""b"">JUFEBA WW-GW 05</b></a> используется для жарки изделий из дрожжевого, бездрожжевого или заварного теста. Аппарат оснащен расстойной камерой, в которой выдерживаются готовые тестовые заготовки, в дальнейшем загружающиеся в ванну фритюрницы. В процессе приготовления изделия несколько раз переворачиваются, достигая равномерной обжарки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Устройство для переворачивания и выкладки из высококачественной стали</li>
<li>Устройство для подъема</li>
<li>Устройство для извлечения</li>
<li>Сетка-уловитель</li>
<li>Откидывающаяся крышка для фритюрной ванны</li>
<li>Регулятор температуры на микропроцессоре с индикацией температурного режима</li>
<li>Загрузка с помощью опрокидывающихся противней, используемых для расстойки тестовых заготовок</li>
<li>Поддон для удаления излишков масла</li>
<li>Дополнительно может быть укомплектована часами со звуковым сигналом и датчиком в корпусе фритюрницы</li>
<li>В комплекте поставляется тележка</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость фритюрницы: 36 шт.</li>
<li>Вместимость расстойной камеры: 10 лотков</li>
<li>Размер лотка: 400х600 мм</li>
</ul>",52457,,380 В,6.8 кВт,1010 мм,820 мм,1120 мм,,,,0,,,,,,Германия,360 шт/час,,,,,Да
https://cdn.entero.ru/mp@2x/a5/2e/a52e63b55f5a83da143580d4ccdfe2db.jpg;https://cdn.entero.ru/mp@2x/df/be/dfbe2ac55aebd52af3d8bc57f650196e.jpg;https://cdn.entero.ru/mp@2x/59/5e/595ef06353b159c9a99d8f8e6f1ce713.jpg,Аппарат для пончиков JUFEBA WW-G 10,Аппарат для пончиков JUFEBA WW-G 10,0,RUB,Нет,,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/52070,"<p>Пончиковый аппарат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52070""><b class=""b"">JUFEBA WW-G 10</b></a> используется для жарки изделий из дрожжевого, бездрожжевого или заварного теста. Аппарат оснащен расстойной камерой, в которой выдерживаются готовые тестовые заготовки, в дальнейшем загружающиеся в ванну фритюрницы. В процессе приготовления изделия несколько раз переворачиваются, достигая равномерной обжарки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Устройство для переворачивания и выкладки из высококачественной стали</li>
<li>Устройство для подъема</li>
<li>Устройство для извлечения</li>
<li>Сетка-уловитель</li>
<li>Откидывающаяся крышка для фритюрной ванны</li>
<li>Регулятор температуры на микропроцессоре с индикацией температурного режима</li>
<li>Загрузка с помощью опрокидывающихся противней, используемых для расстойки тестовых заготовок</li>
<li>Поддон для удаления излишков масла</li>
<li>Дополнительно может быть укомплектована часами со звуковым сигналом и датчиком в корпусе фритюрницы</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость фритюрницы: 48 шт.</li>
<li>Вместимость расстойной камеры: 10 лотков</li>
<li>Размер лотка: 400х600 мм</li>
</ul>",52070,,380 В,8.3 кВт,1220 мм,820 мм,1120 мм,,,,0,,,,,,Германия,480 шт/час,,,,,Да
https://cdn.entero.ru/mp@2x/a7/0b/a70b0dacc641ea7856815165b6aa7ca2.jpg;https://cdn.entero.ru/mp@2x/49/28/492870be3b95a66414cb2aa69e7a671f.jpg;https://cdn.entero.ru/mp@2x/9f/1f/9f1f1c2f0ab7fb999821972e7a5b128f.jpg,Аппарат для пончиков JUFEBA WW-GW 10,Аппарат для пончиков JUFEBA WW-GW 10,0,RUB,Нет,,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/52459,"<p>Пончиковый аппарат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52459""><b class=""b"">JUFEBA WW-GW 10</b></a> используется для жарки изделий из дрожжевого, бездрожжевого или заварного теста. Аппарат оснащен расстойной камерой, в которой выдерживаются готовые тестовые заготовки, в дальнейшем загружающиеся в ванну фритюрницы. В процессе приготовления изделия несколько раз переворачиваются, достигая равномерной обжарки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Устройство для переворачивания и выкладки из высококачественной стали</li>
<li>Устройство для подъема</li>
<li>Устройство для извлечения</li>
<li>Сетка-уловитель</li>
<li>Откидывающаяся крышка для фритюрной ванны</li>
<li>Регулятор температуры на микропроцессоре с индикацией температурного режима</li>
<li>Загрузка с помощью опрокидывающихся противней, используемых для расстойки тестовых заготовок</li>
<li>Поддон для удаления излишков масла</li>
<li>Дополнительно может быть укомплектована часами со звуковым сигналом и датчиком в корпусе фритюрницы</li>
<li>Тележка в комплекте</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость фритюрницы: 48 шт.</li>
<li>Вместимость расстойной камеры: 10 лотков</li>
<li>Размер лотка: 400х600 мм</li>
</ul>",52459,,380 В,1220 кВт,820 мм,1120 мм,,,,,0,,,,,,Германия,480 шт/час,,,,,Да
https://cdn.entero.ru/mp@2x/88/71/88713a2f8a78457f8e130da3051aead1.jpg;https://cdn.entero.ru/mp@2x/b9/3a/b93a361ccf1261a480f05c5e7a7538bf.jpg;https://cdn.entero.ru/mp@2x/d8/11/d81170523bd9d53a05ff9a7a39c64cb8.jpg,Аппарат для пончиков JUFEBA WW-G 20,Аппарат для пончиков JUFEBA WW-G 20,0,RUB,Нет,,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/52073,"<p>Пончиковый аппарат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52073""><b class=""b"">JUFEBA WW-G 20</b></a> используется для жарки изделий из дрожжевого, бездрожжевого или заварного теста. Аппарат оснащен расстойной камерой, в которой выдерживаются готовые тестовые заготовки, в дальнейшем загружающиеся в ванну фритюрницы. В процессе приготовления изделия несколько раз переворачиваются, достигая равномерной обжарки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Устройство для переворачивания и выкладки из высококачественной стали</li>
<li>Устройство для подъема</li>
<li>Устройство для извлечения</li>
<li>Сетка-уловитель</li>
<li>Откидывающаяся крышка для фритюрной ванны</li>
<li>Регулятор температуры на микропроцессоре с индикацией температурного режима</li>
<li>Загрузка с помощью опрокидывающихся противней, используемых для расстойки тестовых заготовок</li>
<li>Поддон для удаления излишков масла</li>
<li>Дополнительно может быть укомплектована часами со звуковым сигналом и датчиком в корпусе фритюрницы</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость фритюрницы: 60 шт.</li>
<li>Вместимость расстойной камеры: 10 лотков</li>
<li>Размер лотка: 400х600 мм</li>
</ul>",52073,,380 В,10.5 кВт,1425 мм,820 мм,1120 мм,,,,0,,,,,,Германия,600 шт/час,,,,,Да
https://cdn.entero.ru/mp@2x/b9/49/b9498e984bbafbd86b659c63dd0bf268.jpg;https://cdn.entero.ru/mp@2x/b3/c5/b3c5550575e18c5d3d43c591971f331d.jpg;https://cdn.entero.ru/mp@2x/8d/27/8d27890deef6cf8af1c5b82076419d32.jpg,Аппарат для пончиков JUFEBA WW-GW 20,Аппарат для пончиков JUFEBA WW-GW 20,0,RUB,Нет,,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/52461,"<p>Пончиковый аппарат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52461""><b class=""b"">JUFEBA WW-GW 20</b></a> используется для жарки изделий из дрожжевого, бездрожжевого или заварного теста. Аппарат оснащен расстойной камерой, в которой выдерживаются готовые тестовые заготовки, в дальнейшем загружающиеся в ванну фритюрницы. В процессе приготовления изделия несколько раз переворачиваются, достигая равномерной обжарки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Устройство для переворачивания и выкладки из высококачественной стали</li>
<li>Устройство для подъема</li>
<li>Устройство для извлечения</li>
<li>Сетка-уловитель</li>
<li>Откидывающаяся крышка для фритюрной ванны</li>
<li>Регулятор температуры на микропроцессоре с индикацией температурного режима</li>
<li>Загрузка с помощью опрокидывающихся противней, используемых для расстойки тестовых заготовок</li>
<li>Поддон для удаления излишков масла</li>
<li>Дополнительно может быть укомплектована часами со звуковым сигналом и датчиком в корпусе фритюрницы</li>
<li>Тележка в комплекте</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость фритюрницы: 60 шт.</li>
<li>Вместимость расстойной камеры: 10 лотков</li>
<li>Размер лотка: 400х600 мм</li>
</ul>",52461,,380 В,10.5 кВт,1425 мм,820 мм,1120 мм,,,,0,,,,,,Германия,600 шт/час,,,,,Да
https://cdn.entero.ru/mp@2x/e7/f8/e7f8b9b140d492b2f14e0001aa4c4a25.jpg;https://cdn.entero.ru/mp@2x/89/b4/89b45225704403df613cfa310cc7923e.jpg,Аппарат для пончиков JUFEBA WW-S 05 AT,Аппарат для пончиков JUFEBA WW-S 05 AT,0,RUB,Нет,,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/52463,"<p>Стационарный пончиковый аппарат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52463""><b class=""b"">JUFEBA WW-S 05 AT</b></a> используется для жарки изделий из дрожжевого, бездрожжевого или заварного теста. В процессе приготовления изделия несколько раз переворачиваются, достигая равномерной обжарки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Панель управления Siemens S7 Touch-Control.</li>
<li>Компьютерное устройство для фритюра с полностью автоматизированным технологическим процессом обжаривания</li>
<li>4 этапа жарения и возможность сохранения 25 различных программ жарения</li>
<li>Устройство для переворачивания и выкладки из высококачественной стали с электроприводом</li>
<li>Устройство для подъема с электроприводом</li>
<li>Устройство для извлечения</li>
<li>Сетка-уловитель</li>
<li>Откидывающаяся крышка для фритюрной ванны</li>
<li>Фритюрная ванна с электроприводом</li>
<li>Регулятор температуры на микропроцессоре с индикацией температурного режима</li>
<li>Загрузка с помощью опрокидывающихся противней, используемых для расстойки тестовых заготовок</li>
<li>Поддон для удаления излишков масла</li>
<li>Дополнительно может быть укомплектована часами со звуковым сигналом и датчиком в корпусе фритюрницы</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость фритюрницы: 36 шт.</li>
</ul>",52463,,380 В,6.9 кВт,1570 мм,830 мм,1410 мм,,,,0,,,,,,Германия,360 шт/час,Да,,,,
https://cdn.entero.ru/mp@2x/47/c8/47c838bce3b6c8bc9902385b399b3c7b.jpg;https://cdn.entero.ru/mp@2x/d1/a6/d1a60e17df31e6b729e234f4f39436f7.jpg,Аппарат для пончиков JUFEBA WW-S 10 AT,Аппарат для пончиков JUFEBA WW-S 10 AT,0,RUB,Нет,,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/52464,"<p>Стационарный пончиковый аппарат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52464""><b class=""b"">JUFEBA WW-S 10 AT</b></a> используется для жарки изделий из дрожжевого, бездрожжевого или заварного теста. В процессе приготовления изделия несколько раз переворачиваются, достигая равномерной обжарки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Панель управления Siemens S7 Touch-Control</li>
<li>Компьютерное устройство для фритюра с полностью автоматизированным технологическим процессом обжаривания</li>
<li>4 этапа жарения и возможность сохранения 25 различных программ жарения</li>
<li>Устройство для переворачивания и выкладки из высококачественной стали с электроприводом</li>
<li>Устройство для подъема с электроприводом</li>
<li>Устройство для извлечения</li>
<li>Сетка-уловитель</li>
<li>Откидывающаяся крышка для фритюрной ванны</li>
<li>Фритюрная ванна с электроприводом</li>
<li>Регулятор температуры на микропроцессоре с индикацией температурного режима</li>
<li>Загрузка с помощью опрокидывающихся противней, используемых для расстойки тестовых заготовок</li>
<li>Поддон для удаления излишков масла</li>
<li>Дополнительно может быть укомплектована часами со звуковым сигналом и датчиком в корпусе фритюрницы</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость фритюрницы: 48 шт.</li>
</ul>",52464,,380 В,8.4 кВт,1970 мм,830 мм,1410 мм,,,,0,,,,,,Германия,480 шт/час,Да,,,,
https://cdn.entero.ru/mp@2x/2e/df/2edfebeec2a1c4081d4b6d03cfad9ed6.jpg;https://cdn.entero.ru/mp@2x/a9/ec/a9ecc5c9622c0bc21115714c76e31d82.jpg,Аппарат для пончиков JUFEBA WW-G 05 AT,Аппарат для пончиков JUFEBA WW-G 05 AT,0,RUB,Нет,,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/52063,"<p>Пончиковый аппарат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52063""><b class=""b"">JUFEBA WW-G 05 AT</b></a> используется для жарки изделий из дрожжевого, бездрожжевого или заварного теста. Аппарат оснащен расстойной камерой, в которой выдерживаются готовые тестовые заготовки, в дальнейшем загружающиеся в ванну фритюрницы. В процессе приготовления изделия несколько раз переворачиваются, достигая равномерной обжарки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Компьютерное устройство для фритюра с полностью автоматизированным технологическим процессом обжаривания</li>
<li>4 этапа жарения и возможность сохранения 25 различных программ жарения</li>
<li>Устройство для переворачивания и выкладки из высококачественной стали с электроприводом</li>
<li>Устройство для подъема с электроприводом</li>
<li>Устройство для извлечения</li>
<li>Сетка-уловитель</li>
<li>Откидывающаяся крышка для фритюрной ванны</li>
<li>Фритюрная ванна с электроприводом</li>
<li>Регулятор температуры на микропроцессоре с индикацией температурного режима</li>
<li>Загрузка с помощью опрокидывающихся противней, используемых для расстойки тестовых заготовок</li>
<li>Поддон для удаления излишков масла</li>
<li>Дополнительно может быть укомплектована часами со звуковым сигналом и датчиком в корпусе фритюрницы</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость фритюрницы: 36 шт.</li>
<li>Вместимость расстойной камеры: 10 лотков</li>
<li>Размер лотка: 400х600 мм</li>
</ul>",52063,,380 В,6.9 кВт,1570 мм,830 мм,1410 мм,,,,0,,,,,,Германия,360 шт/час,,,,,Да
https://cdn.entero.ru/mp@2x/7f/5d/7f5d26135a66a7a599ecaef6bba4878f.jpg;https://cdn.entero.ru/mp@2x/db/7b/db7b262518e91fd97d3b33c44120ca99.jpg,Аппарат для пончиков JUFEBA WW-G 10 AT,Аппарат для пончиков JUFEBA WW-G 10 AT,0,RUB,Нет,,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/52071,"<p>Пончиковый аппарат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52071""><b class=""b"">JUFEBA WW-G 10 AT</b></a> используется для жарки изделий из дрожжевого, бездрожжевого или заварного теста. Аппарат оснащен расстойной камерой, в которой выдерживаются готовые тестовые заготовки, в дальнейшем загружающиеся в ванну фритюрницы. В процессе приготовления изделия несколько раз переворачиваются, достигая равномерной обжарки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Компьютерное устройство для фритюра с полностью автоматизированным технологическим процессом обжаривания</li>
<li>4 этапа жарения и возможность сохранения 25 различных программ жарения</li>
<li>Устройство для переворачивания и выкладки из высококачественной стали с электроприводом</li>
<li>Устройство для подъема с электроприводом</li>
<li>Устройство для извлечения</li>
<li>Сетка-уловитель</li>
<li>Откидывающаяся крышка для фритюрной ванны</li>
<li>Фритюрная ванна с электроприводом</li>
<li>Регулятор температуры на микропроцессоре с индикацией температурного режима</li>
<li>Загрузка с помощью опрокидывающихся противней, используемых для расстойки тестовых заготовок</li>
<li>Поддон для удаления излишков масла</li>
<li>Дополнительно может быть укомплектована часами со звуковым сигналом и датчиком в корпусе фритюрницы</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость фритюрницы: 48 шт.</li>
<li>Вместимость расстойной камеры: 10 лотков</li>
<li>Размер лотка: 400х600 мм</li>
</ul>",52071,,380 В,8.4 кВт,1970 мм,830 мм,1410 мм,,,,0,,,,,,Германия,480 шт/час,Да,,,,
https://cdn.entero.ru/mp@2x/86/35/8635a627963616b79ac6f0532edf6100.jpg;https://cdn.entero.ru/mp@2x/fa/5d/fa5d03d00d771e00a6bbe775055fe25e.jpg,Аппарат для пончиков JUFEBA WW-GW 05 AT,Аппарат для пончиков JUFEBA WW-GW 05 AT,0,RUB,Нет,,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/52458,"<p>Пончиковый аппарат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52458""><b class=""b"">JUFEBA WW-GW 05 AT</b></a> используется для жарки изделий из дрожжевого, бездрожжевого или заварного теста. Аппарат оснащен расстойной камерой, в которой выдерживаются готовые тестовые заготовки, в дальнейшем загружающиеся в ванну фритюрницы. В процессе приготовления изделия несколько раз переворачиваются, достигая равномерной обжарки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Компьютерное устройство для фритюра с полностью автоматизированным технологическим процессом обжаривания</li>
<li>4 этапа жарения и возможность сохранения 25 различных программ жарения</li>
<li>Устройство для переворачивания и выкладки из высококачественной стали с электроприводом</li>
<li>Устройство для подъема с электроприводом</li>
<li>Устройство для извлечения</li>
<li>Сетка-уловитель</li>
<li>Откидывающаяся крышка для фритюрной ванны</li>
<li>Фритюрная ванна с электроприводом</li>
<li>Регулятор температуры на микропроцессоре с индикацией температурного режима</li>
<li>Загрузка с помощью опрокидывающихся противней, используемых для расстойки тестовых заготовок</li>
<li>Поддон для удаления излишков масла</li>
<li>Дополнительно может быть укомплектована часами со звуковым сигналом и датчиком в корпусе фритюрницы</li>
<li>Тележка в комплекте</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость фритюрницы: 36 шт.</li>
<li>Вместимость расстойной камеры: 10 лотков</li>
<li>Размер лотка: 400х600 мм</li>
</ul>",52458,,380 В,6.9 кВт,1570 мм,830 мм,1410 мм,,,,0,,,,,,Германия,360 шт/час,Да,,,,
https://cdn.entero.ru/mp@2x/8b/26/8b26571879731b01321b0428cf8a80b5.jpg;https://cdn.entero.ru/mp@2x/44/30/44301a2f20ecab7fc69d24f7e73b2291.jpg,Аппарат для пончиков JUFEBA WW-GW 10 AT,Аппарат для пончиков JUFEBA WW-GW 10 AT,0,RUB,Нет,,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/52460,"<p>Пончиковый аппарат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52460""><b class=""b"">JUFEBA WW-GW 10 AT</b></a> используется для жарки изделий из дрожжевого, бездрожжевого или заварного теста. Аппарат оснащен расстойной камерой, в которой выдерживаются готовые тестовые заготовки, в дальнейшем загружающиеся в ванну фритюрницы. В процессе приготовления изделия несколько раз переворачиваются, достигая равномерной обжарки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Компьютерное устройство для фритюра с полностью автоматизированным технологическим процессом обжаривания</li>
<li>4 этапа жарения и возможность сохранения 25 различных программ жарения</li>
<li>Устройство для переворачивания и выкладки из высококачественной стали с электроприводом</li>
<li>Устройство для подъема с электроприводом</li>
<li>Устройство для извлечения</li>
<li>Сетка-уловитель</li>
<li>Откидывающаяся крышка для фритюрной ванны</li>
<li>Фритюрная ванна с электроприводом</li>
<li>Регулятор температуры на микропроцессоре с индикацией температурного режима</li>
<li>Загрузка с помощью опрокидывающихся противней, используемых для расстойки тестовых заготовок</li>
<li>Поддон для удаления излишков масла</li>
<li>Дополнительно может быть укомплектована часами со звуковым сигналом и датчиком в корпусе фритюрницы</li>
<li>Тележка в комплекте</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость фритюрницы: 48 шт.</li>
<li>Вместимость расстойной камеры: 10 лотков</li>
<li>Размер лотка: 400х600 мм</li>
</ul>",52460,,380 В,8.4 кВт,1970 мм,830 мм,1410 мм,,,,0,,,,,,,480 шт/час,Да,,,,
https://cdn.entero.ru/mp@2x/d4/33/d433d03eb78eb045c8e99755bdb90950.jpg;https://cdn.entero.ru/mp@2x/db/2e/db2e4d35b714ac1a0fd1c4fdf4962a97.jpg,Аппарат для пончиков JUFEBA WW-G 20 AT,Аппарат для пончиков JUFEBA WW-G 20 AT,0,RUB,Нет,,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/52074,"<p>Пончиковый аппарат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52074""><b class=""b"">JUFEBA WW-G 20 AT</b></a> используется для жарки изделий из дрожжевого, бездрожжевого или заварного теста. Аппарат оснащен расстойной камерой, в которой выдерживаются готовые тестовые заготовки, в дальнейшем загружающиеся в ванну фритюрницы. В процессе приготовления изделия несколько раз переворачиваются, достигая равномерной обжарки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Компьютерное устройство для фритюра с полностью автоматизированным технологическим процессом обжаривания</li>
<li>4 этапа жарения и возможность сохранения 25 различных программ жарения</li>
<li>Устройство для переворачивания и выкладки из высококачественной стали с электроприводом</li>
<li>Устройство для подъема с электроприводом</li>
<li>Устройство для извлечения</li>
<li>Сетка-уловитель</li>
<li>Откидывающаяся крышка для фритюрной ванны</li>
<li>Фритюрная ванна с электроприводом</li>
<li>Регулятор температуры на микропроцессоре с индикацией температурного режима</li>
<li>Загрузка с помощью опрокидывающихся противней, используемых для расстойки тестовых заготовок</li>
<li>Поддон для удаления излишков масла</li>
<li>Дополнительно может быть укомплектована часами со звуковым сигналом и датчиком в корпусе фритюрницы</li>
</ul>

<p><b>Характеристики</b></p>

<ul>
<li>Вместимость фритюрницы: 60 шт.</li>
<li>Вместимость расстойной камеры: 10 лотков</li>
<li>Размер лотка: 400х600 мм</li>
</ul>",52074,,380 В,10.7 кВт,2350 мм,830 мм,1410 мм,,,,0,,,,,,Германия,600 шт/час,Да,,,,
https://cdn.entero.ru/mp@2x/02/29/0229add104a73745889a3ced4bcb7cbf.jpg;https://cdn.entero.ru/mp@2x/50/02/5002449ec43d3545c5bf603bd68b83ce.jpg,Аппарат для пончиков JUFEBA WW-GW 20 AT,Аппарат для пончиков JUFEBA WW-GW 20 AT,0,RUB,Нет,,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/52462,"<p>Пончиковый аппарат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52462""><b class=""b"">JUFEBA WW-GW 20 AT</b></a> используется для жарки изделий из дрожжевого, бездрожжевого или заварного теста. Аппарат оснащен расстойной камерой, в которой выдерживаются готовые тестовые заготовки, в дальнейшем загружающиеся в ванну фритюрницы. В процессе приготовления изделия несколько раз переворачиваются, достигая равномерной обжарки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Компьютерное устройство для фритюра с полностью автоматизированным технологическим процессом обжаривания</li>
<li>4 этапа жарения и возможность сохранения 25 различных программ жарения</li>
<li>Устройство для переворачивания и выкладки из высококачественной стали с электроприводом</li>
<li>Устройство для подъема с электроприводом</li>
<li>Устройство для извлечения</li>
<li>Сетка-уловитель</li>
<li>Откидывающаяся крышка для фритюрной ванны</li>
<li>Фритюрная ванна с электроприводом</li>
<li>Регулятор температуры на микропроцессоре с индикацией температурного режима</li>
<li>Загрузка с помощью опрокидывающихся противней, используемых для расстойки тестовых заготовок</li>
<li>Поддон для удаления излишков масла</li>
<li>Дополнительно может быть укомплектована часами со звуковым сигналом и датчиком в корпусе фритюрницы</li>
<li>Тележка в комплекте</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость фритюрницы: 60 шт.</li>
<li>Вместимость расстойной камеры: 10 лотков</li>
<li>Размер лотка: 400х600 мм</li>
</ul>",52462,,380 В,10.7 кВт,2350 мм,830 мм,1410 мм,,,,0,,,,,,Германия,600 шт/час,Да,,,,
